identifier,question_id,label,position
S210.Q51:4.0,S210.Q51,We don't have orientation meetings in our outfit,4
S210.Q51:5.0,S210.Q51,Don't know,5
S210.Q52:0.0,S210.Q52,No answer,0
S210.Q52:1.0,S210.Q52,Daily newspapers,1
S210.Q52:2.0,S210.Q52,Daily news bulletin put out by this station,2
S210.Q52:3.0,S210.Q52,U.S. Army radio station,3
S210.Q52:4.0,S210.Q52,Short Wave radio from the United States,4
S210.Q52:5.0,S210.Q52,Short Wave radio from Japanese stations,5
S210.Q52:6.0,S210.Q52,Short Wave radio from BBC (or all-India),6
S210.Q52:7.0,S210.Q52,Yank daily bulletin,7
S210.Q52:8.0,S210.Q52,I don't get news about the war every day,8
S210.Q53.1:1.0,S210.Q53.1,Daily newspapers,1
S210.Q53.1:2.0,S210.Q53.1,Not chosen,2
S210.Q53.2:1.0,S210.Q53.2,News bulletins put out at my station,1
S210.Q53.2:2.0,S210.Q53.2,Not chosen,2
S210.Q53.3:1.0,S210.Q53.3,Yank daily bulletin,1
S210.Q53.3:2.0,S210.Q53.3,Not chosen,2
S210.Q53.4:1.0,S210.Q53.4,India-Burma roundup,1
S210.Q53.4:2.0,S210.Q53.4,Not chosen,2
S210.Q53.5:1.0,S210.Q53.5,U.S. Army radio station,1
S210.Q53.5:2.0,S210.Q53.5,Not chosen,2
S210.Q53.6:1.0,S210.Q53.6,Short Wave radio from the United States,1
S210.Q53.6:2.0,S210.Q53.6,Not chosen,2
S210.Q53.7:1.0,S210.Q53.7,Short Wave radio from B.B.C. (or all-India),1
S210.Q53.7:2.0,S210.Q53.7,Not chosen,2
S210.Q53.8:1.0,S210.Q53.8,Short Wave radio from Japanese stations,1
S210.Q53.8:2.0,S210.Q53.8,Not chosen,2
S210.Q53.9:1.0,S210.Q53.9,"""G.I."" movies",1
S210.Q53.9:2.0,S210.Q53.9,Not chosen,2
S210.Q53.10:1.0,S210.Q53.10,Newsmap (CBI edition),1
S210.Q53.10:2.0,S210.Q53.10,Not chosen,2
S210.Q53.11:1.0,S210.Q53.11,"News magazines (such as Time, Newsweek, etc.)",1
S210.Q53.11:2.0,S210.Q53.11,Not chosen,2
S210.Q53.12:1.0,S210.Q53.12,Orientation discussion meetings,1
S210.Q53.12:2.0,S210.Q53.12,Not chosen,2
S210.Q53.13:1.0,S210.Q53.13,Yank magazine,1
S210.Q53.13:2.0,S210.Q53.13,Not chosen,2
S210.Q53.14:1.0,S210.Q53.14,No answer,1
S210.Q53.14:2.0,S210.Q53.14,Not chosen,2
S210.V54:1.0,S210.V54,Burma,1
S210.V54:2.0,S210.V54,Assam,2
S210.V54:3.0,S210.V54,Bengal-Bihar,3
S210.V54:4.0,S210.V54,Indian Cities,4
S210.V55:1.0,S210.V55,Headquarter troops,1
S210.V55:2.0,S210.V55,Medics and Chemical Warfare Service (CWS),2
S210.V55:3.0,S210.V55,Signal Corps,3
S210.V55:4.0,S210.V55,Air Corps,4
S210.V55:5.0,S210.V55,Engineers,5
S210.V55:6.0,S210.V55,Quartermaster Corps,6
S210.V55:7.0,S210.V55,Ordnance,7
S210.V55:8.0,S210.V55,Transportation,8
S210.V55:9.0,S210.V55,Military Police,9
S141.Q1:0.0,S141.Q1,No answer,0
S141.Q1:1.0,S141.Q1,Private,1
S141.Q1:2.0,S141.Q1,Private First Class,2
S141.Q1:3.0,S141.Q1,Technician 5th Grade,3
S141.Q1:4.0,S141.Q1,Corporal,4
S141.Q1:5.0,S141.Q1,Technician 4th Grade,5
S141.Q1:6.0,S141.Q1,Buck Sergeant,6
S141.Q1:7.0,S141.Q1,Technician 3rd Grade,7
S141.Q1:8.0,S141.Q1,Staff Sergeant,8
S141.Q1:9.0,S141.Q1,Technical Sergeant,9
S141.Q1:10.0,S141.Q1,Master Sergeant or 1st Sergeant,10
S141.Q2:0.0,S141.Q2,No answer,0
S141.Q2:1.0,S141.Q2,18 years or younger,1
S141.Q2:2.0,S141.Q2,19 years,2
S141.Q2:3.0,S141.Q2,20 years,3
S141.Q2:4.0,S141.Q2,21 years,4
S141.Q2:5.0,S141.Q2,22 years,5
S141.Q2:6.0,S141.Q2,23 years,6
S141.Q2:7.0,S141.Q2,24 years,7
S141.Q2:8.0,S141.Q2,25 years,8
S141.Q2:9.0,S141.Q2,26 thru 29 years,9
S141.Q2:10.0,S141.Q2,30 thru 34 years,10
S141.Q2:11.0,S141.Q2,35 years and older,11
S141.Q3:0.0,S141.Q3,No answer,0
S141.Q3:1.0,S141.Q3,Single,1
S141.Q3:2.0,S141.Q3,Married,2
S141.Q3:3.0,S141.Q3,Divorced or separated,3
S141.Q3:4.0,S141.Q3,Widowed,4
S141.Q4:1.0,S141.Q4,Less than 6th grade,1
S141.Q4:2.0,S141.Q4,Finished 6th grade,2
S141.Q4:3.0,S141.Q4,Finished 7th grade,3
S141.Q4:4.0,S141.Q4,Finished 8th grade,4
S141.Q4:5.0,S141.Q4,Some high school but did not finish,5
S141.Q4:6.0,S141.Q4,Graduated from high school,6
S141.Q4:7.0,S141.Q4,Some college but did not finish,7
S141.Q4:8.0,S141.Q4,Graduated from college,8
S141.Q4:9.0,S141.Q4,No answer,9
S141.Q5:1.0,S141.Q5,3 months or less,1
S141.Q5:2.0,S141.Q5,Over 3 months up to 6 months,2
S141.Q5:3.0,S141.Q5,Over 6 months up to 9 months,3
S141.Q5:4.0,S141.Q5,Over 9 months up to 1 year,4
S141.Q5:5.0,S141.Q5,Over 1 year up to 2 years,5
S141.Q5:6.0,S141.Q5,Over 2 years up to 3 years,6
S141.Q5:7.0,S141.Q5,Over 3 years up to 4 years,7
S141.Q5:8.0,S141.Q5,Over 4 years,8
S141.Q5:9.0,S141.Q5,No answer,9
S141.Q6:1.0,S141.Q6,On a farm,1
S141.Q6:2.0,S141.Q6,In the country but not on a farm,2
S141.Q6:3.0,S141.Q6,"In a village with fewer than 2,500 people",3
S141.Q6:4.0,S141.Q6,"In a small city with between 2,500 and 25,000 people",4
S141.Q6:5.0,S141.Q6,"In a city with between 25,000 and 100,000 people",5
S141.Q6:6.0,S141.Q6,"In a large city with more than 100,000 people",6
S141.Q6:7.0,S141.Q6,No answer,7
S141.Q7.1:0.0,S141.Q7.1,No answer,0
S141.Q7.1:1.0,S141.Q7.1,New England,1
S141.Q7.1:2.0,S141.Q7.1,Middle Atlantic,2
S141.Q7.1:3.0,S141.Q7.1,East North Central,3
S141.Q7.1:4.0,S141.Q7.1,West North Central,4
S141.Q7.1:5.0,S141.Q7.1,South Atlantic,5
S141.Q7.1:6.0,S141.Q7.1,East South Central,6
S141.Q7.1:7.0,S141.Q7.1,West South Central,7
S141.Q7.1:8.0,S141.Q7.1,Mountain,8
S141.Q7.1:9.0,S141.Q7.1,Pacific,9
S141.Q7.1:10.0,S141.Q7.1,Foreign - U.S. Possession,10
S141.Q7.1:11.0,S141.Q7.1,Foreign - not U.S.,11
S141.Q7.1:12.0,S141.Q7.1,U.S. - state not specified,12
S141.Q7.2:0.0,S141.Q7.2,No answer,0
S141.Q7.2:1.0,S141.Q7.2,U.S. (state not specified),1
S141.Q7.2:2.0,S141.Q7.2,Alaska,2
S141.Q7.2:3.0,S141.Q7.2,Puerto Rico,3
S141.Q7.2:4.0,S141.Q7.2,Foreign,4
S141.Q7.2:11.0,S141.Q7.2,Maine,11
S141.Q7.2:12.0,S141.Q7.2,New Hampshire,12
S141.Q7.2:13.0,S141.Q7.2,Vermont,13
S141.Q7.2:14.0,S141.Q7.2,Massachusetts,14
S141.Q7.2:15.0,S141.Q7.2,Rhode Island,15
S141.Q7.2:16.0,S141.Q7.2,Connecticut,16
S141.Q7.2:21.0,S141.Q7.2,New York,21
S141.Q7.2:22.0,S141.Q7.2,New Jersey,22
S141.Q7.2:23.0,S141.Q7.2,Pennsylvania,23
S141.Q7.2:31.0,S141.Q7.2,Ohio,31
S141.Q7.2:32.0,S141.Q7.2,Indiana,32
S141.Q7.2:33.0,S141.Q7.2,Illinois,33
S141.Q7.2:34.0,S141.Q7.2,Michigan,34
S141.Q7.2:35.0,S141.Q7.2,Wisconsin,35
S141.Q7.2:41.0,S141.Q7.2,Minnesota,41
S141.Q7.2:42.0,S141.Q7.2,Iowa,42
S141.Q7.2:43.0,S141.Q7.2,Missouri,43
S141.Q7.2:44.0,S141.Q7.2,North Dakota,44
S141.Q7.2:45.0,S141.Q7.2,South Dakota,45
S141.Q7.2:46.0,S141.Q7.2,Nebraska,46
S141.Q7.2:47.0,S141.Q7.2,Kansas,47
S141.Q7.2:51.0,S141.Q7.2,Delaware,51
S141.Q7.2:52.0,S141.Q7.2,Maryland,52
S141.Q7.2:53.0,S141.Q7.2,District of Columbia,53
S141.Q7.2:54.0,S141.Q7.2,Virginia,54
S141.Q7.2:55.0,S141.Q7.2,West Virginia,55
S141.Q7.2:56.0,S141.Q7.2,North Carolina,56
S141.Q7.2:57.0,S141.Q7.2,South Carolina,57
S141.Q7.2:58.0,S141.Q7.2,Georgia,58
S141.Q7.2:59.0,S141.Q7.2,Florida,59
S141.Q7.2:61.0,S141.Q7.2,Kentucky,61
S141.Q7.2:62.0,S141.Q7.2,Tennessee,62
S141.Q7.2:63.0,S141.Q7.2,Alabama,63
S141.Q7.2:64.0,S141.Q7.2,Mississippi,64
S141.Q7.2:71.0,S141.Q7.2,Arkansas,71
S141.Q7.2:72.0,S141.Q7.2,Louisiana,72
S141.Q7.2:73.0,S141.Q7.2,Oklahoma,73
S141.Q7.2:74.0,S141.Q7.2,Texas,74
S141.Q7.2:81.0,S141.Q7.2,Montana,81
S141.Q7.2:82.0,S141.Q7.2,Idaho,82
S141.Q7.2:83.0,S141.Q7.2,Wyoming,83
S141.Q7.2:84.0,S141.Q7.2,Colorado,84
S141.Q7.2:85.0,S141.Q7.2,New Mexico,85
S141.Q7.2:86.0,S141.Q7.2,Arizona,86
S141.Q7.2:87.0,S141.Q7.2,Utah,87
S141.Q7.2:88.0,S141.Q7.2,Nevada,88
S141.Q7.2:91.0,S141.Q7.2,Washington,91
S141.Q7.2:92.0,S141.Q7.2,Oregon,92
S141.Q7.2:93.0,S141.Q7.2,California,93
S141.Q8A:1.0,S141.Q8A,Yes,1
S141.Q8A:2.0,S141.Q8A,No,2
S141.Q8A:3.0,S141.Q8A,No answer,3
S141.Q8B:0.0,S141.Q8B,No answer,0
S141.Q8B:1.0,S141.Q8B,New England,1
S141.Q8B:2.0,S141.Q8B,Middle Atlantic,2
S141.Q8B:3.0,S141.Q8B,East North Central,3
S141.Q8B:4.0,S141.Q8B,West North Central,4
S141.Q8B:5.0,S141.Q8B,South Atlantic,5
S141.Q8B:6.0,S141.Q8B,East South Central,6
S141.Q8B:7.0,S141.Q8B,West South Central,7
S141.Q8B:8.0,S141.Q8B,Mountain,8
S141.Q8B:9.0,S141.Q8B,Pacific,9
S141.Q8B:10.0,S141.Q8B,Foreign - U.S. Possession,10
S141.Q8B:11.0,S141.Q8B,Foreign - not U.S.,11
S141.Q8B:12.0,S141.Q8B,U.S. - state not specified,12
S141.Q9.1:0.0,S141.Q9.1,No answer,0
S141.Q9.1:1.0,S141.Q9.1,New England,1
S141.Q9.1:2.0,S141.Q9.1,Middle Atlantic,2
S141.Q9.1:3.0,S141.Q9.1,East North Central,3
S141.Q9.1:4.0,S141.Q9.1,West North Central,4
S141.Q9.1:5.0,S141.Q9.1,South Atlantic,5
S141.Q9.1:6.0,S141.Q9.1,East South Central,6
S141.Q9.1:7.0,S141.Q9.1,West South Central,7
S141.Q9.1:8.0,S141.Q9.1,Mountain,8
S141.Q9.1:9.0,S141.Q9.1,Pacific,9
S141.Q9.1:10.0,S141.Q9.1,Foreign - U.S. Possession,10
S141.Q9.1:11.0,S141.Q9.1,Foreign - not U.S.,11
S141.Q9.1:12.0,S141.Q9.1,U.S. - state not specified,12
S141.Q9.2:0.0,S141.Q9.2,No code or no data,0
S141.Q9.2:1.0,S141.Q9.2,Same state as in Q.7,1
S141.Q9.2:2.0,S141.Q9.2,Same state as in Q.8b,2
S141.Q9.2:3.0,S141.Q9.2,Some other state,3
S141.Q9.2:4.0,S141.Q9.2,Undecided,4
S141.Q9.2:5.0,S141.Q9.2,No answer,5
S141.Q10:0.0,S141.Q10,"Don't know, undecided, no answer",0
S141.Q10:1.0,S141.Q10,1 month,1
S141.Q10:2.0,S141.Q10,2 months,2
S141.Q10:3.0,S141.Q10,3 months,3
S141.Q10:4.0,S141.Q10,4 months,4
S141.Q10:5.0,S141.Q10,5 months,5
S141.Q10:6.0,S141.Q10,6 months,6
S141.Q10:7.0,S141.Q10,Over 6 months up to and including 9 months,7
S141.Q10:8.0,S141.Q10,Over 9 months up to and including 11 months,8
S141.Q10:9.0,S141.Q10,1 year,9
S141.Q10:10.0,S141.Q10,Over 1 year up to and including 1 year 11 months,10
S141.Q10:11.0,S141.Q10,2 years,11
S141.Q10:12.0,S141.Q10,Over 2 years,12
S141.Q11:0.0,S141.Q11,"Don't know, undecided, no answer",0
S141.Q11:1.0,S141.Q11,1 month,1
S141.Q11:2.0,S141.Q11,2 months,2
S141.Q11:3.0,S141.Q11,3 months,3
S141.Q11:4.0,S141.Q11,4 months,4
S141.Q11:5.0,S141.Q11,5 months,5
S141.Q11:6.0,S141.Q11,6 months,6
S141.Q11:7.0,S141.Q11,Over 6 months up to and including 9 months,7
S141.Q11:8.0,S141.Q11,Over 9 months up to and including 11 months,8
S141.Q11:9.0,S141.Q11,1 year,9
S141.Q11:10.0,S141.Q11,Over 1 year up to and including 1 year 11 months,10
S141.Q11:11.0,S141.Q11,2 years,11
S141.Q11:12.0,S141.Q11,Over 2 years,12
S141.Q12:0.0,S141.Q12,No code or no data,0
S141.Q12:1.0,S141.Q12,6 months or less,1
S141.Q12:2.0,S141.Q12,More than 6 months but less than 1 year,2
S141.Q12:3.0,S141.Q12,1 year,3
S141.Q12:4.0,S141.Q12,"More than 1 year, but less than 2 years",4
S141.Q12:5.0,S141.Q12,2 years,5
S141.Q12:6.0,S141.Q12,More than 2 years but less than 3 years,6
S141.Q12:7.0,S141.Q12,3 years,7
S141.Q12:8.0,S141.Q12,More than 3 years,8
S141.Q12:9.0,S141.Q12,"Don't know, undecided, indefinite",9
S141.Q12:10.0,S141.Q12,Not getting out,10
S141.Q12:11.0,S141.Q12,No answer,11
S141.Q13.x:0.0,S141.Q13.x,No answer,0
S141.Q13.x:1.0,S141.Q13.x,"Professional (doctors, dentists, lawyers, accountants, engineers, teachers, etc.)",1
S141.Q13.x:2.0,S141.Q13.x,"Semi-professionals (aviators, commercial artists draftsmen, photographers, entertainers, etc.)",2
S141.Q13.x:3.0,S141.Q13.x,"Service occupations (cooks, waiters, barbers, guards, policemen, etc.)",3
S141.Q13.x:4.0,S141.Q13.x,Agriculture,4
S141.Q13.x:5.0,S141.Q13.x,"Skilled occupations (toolmakers, carpenters, plumbers, painters, etc.)",5
S141.Q13.x:6.0,S141.Q13.x,"Semi-skilled occupations (most factory, machine operators, truck drivers)",6
S141.Q13.x:7.0,S141.Q13.x,"Unskilled occupations (laborers, including factory workers whose job is not specified)",7
S141.Q13.x:8.0,S141.Q13.x,Managers and officials (higher type with supervisory capacity),8
S141.Q13.x:9.0,S141.Q13.x,"Merchants, shopkeepers, tradesmen, etc. (own business)",9
S141.Q13.x:10.0,S141.Q13.x,Clerical,10
S141.Q13.x:11.0,S141.Q13.x,Sales persons (including managers of small chain stores),11
S141.Q13.x:12.0,S141.Q13.x,Miscellaneous unclassifiable (includes students),12
S141.Q19:0.0,S141.Q19,No answer,0
S141.Q19:1.0,S141.Q19,"Yes, I did that kind of work before I entered the Army",1
S141.Q19:2.0,S141.Q19,"Yes, I have learned that kind of work in the Army",2
S141.Q19:3.0,S141.Q19,"No, I have never done that kind of work yet",3
S141.Q20:0.0,S141.Q20,No answer,0
S141.Q20:1.0,S141.Q20,I'm almost sure I will,1
S141.Q20:2.0,S141.Q20,"I probably will, but I may do something else",2
S141.Q20:3.0,S141.Q20,I'm really not at all sure what I will do,3
S141.Q21:0.0,S141.Q21,No answer,0
S141.Q21:1.0,S141.Q21,I expect to work for myself,1
S141.Q21:2.0,S141.Q21,"I expect to work for the government (federal, state, city, etc.)",2
S141.Q21:3.0,S141.Q21,"I expect to work for a relative (father, uncle, etc.)",3
S141.Q21:4.0,S141.Q21,"I expect to work for some other employer (company, person, etc.)",4
S141.Q21:5.0,S141.Q21,I plan to go to full-time school,5
S141.Q21:6.0,S141.Q21,I plan to stay in the Army,6
S141.Q21:7.0,S141.Q21,I don't have any definite plans,7
S141.Q22:0.0,S141.Q22,No answer,0
S141.Q22:1.0,S141.Q22,"Yes, I'm quite sure I will",1
S141.Q22:2.0,S141.Q22,"I may, but I'm not sure",2
S141.Q22:3.0,S141.Q22,"No, I don't think I will",3
S141.Q22:4.0,S141.Q22,I worked for myself before I came into the Army,4
S141.Q22:5.0,S141.Q22,I was not working before I came into the Army,5
S141.Q23:0.0,S141.Q23,No answer,0
S141.Q23:1.0,S141.Q23,"No, I'll get into a different line of work from what I'm doing now",1
S141.Q23:2.0,S141.Q23,"I might stay in the same line of work, but probably will not",2
S141.Q23:3.0,S141.Q23,"I might stay in the same line of work, and probably will",3
S141.Q23:4.0,S141.Q23,"Yes, I'm almost sure I'll stay in the same line of work I'm doing now",4
S141.Q24:0.0,S141.Q24,No answer,0
S141.Q24:1.0,S141.Q24,I will probably stay in the Army after the war,1
S141.Q24:2.0,S141.Q24,Under certain conditions I might consider staying in the Army,2
S141.Q24:3.0,S141.Q24,I wouldn't consider it under any condition,3
S141.Q25:0.0,S141.Q25,No answer,0
S141.Q25:1.0,S141.Q25,I would want to stay in the Army,1
S141.Q25:2.0,S141.Q25,"I would want to get out to look for a job, but I might want to come back to the Army",2
S141.Q25:3.0,S141.Q25,I would rather take any kind of job outside than stay in the Army,3
S141.Q25:4.0,S141.Q25,I'm sure I will have a job waiting outside the Army,4
S141.Q26:0.0,S141.Q26,No answer,0
S141.Q26:1.0,S141.Q26,"No, I have plans for something else outside of aviation",1
S141.Q26:2.0,S141.Q26,"No, I have not planned much of anything as yet for after the war",2
S141.Q26:3.0,S141.Q26,"Yes, I have been planning to get an aviation job after the war",3
S141.Q27:0.0,S141.Q27,No answer,0
S141.Q27:1.0,S141.Q27,The Army Air Forces (as an enlisted man),1
S141.Q27:2.0,S141.Q27,An airplane plant,2
S141.Q27:3.0,S141.Q27,An airline company,3
S141.Q28:0.0,S141.Q28,No answer,0
S141.Q28:1.0,S141.Q28,"No, I would not take it",1
S141.Q28:2.0,S141.Q28,"I might take it, but probably would not",2
S141.Q28:3.0,S141.Q28,"I might take it, and probably would",3
S141.Q28:4.0,S141.Q28,"Yes, I would take it",4
S141.Q29:0.0,S141.Q29,No answer,0
S141.Q29:1.0,S141.Q29,"No, I would not take it",1
S141.Q29:2.0,S141.Q29,"I might take it, but probably would not",2
S141.Q29:3.0,S141.Q29,"I might take it, and probably would",3
S141.Q29:4.0,S141.Q29,"Yes, I would take it",4
S141.Q30:0.0,S141.Q30,No answer,0
S141.Q30:1.0,S141.Q30,"No, I would not take it",1
S141.Q30:2.0,S141.Q30,"I might take it, but probably would not",2
S141.Q30:3.0,S141.Q30,"I might take it, and probably would",3
S141.Q30:4.0,S141.Q30,"Yes, I would take it",4
S141.Q31:0.0,S141.Q31,No answer,0
S141.Q31:1.0,S141.Q31,They probably won't need any workers with my particular experience after the war,1
S141.Q31:2.0,S141.Q31,"They will need some workers like me, but not many",2
S141.Q31:3.0,S141.Q31,"They will need a lot of workers with my experience, but not all the workers",3
S141.Q31:4.0,S141.Q31,They will need all the workers like me they can get,4
S141.Q32:0.0,S141.Q32,No answer,0
S141.Q32:1.0,S141.Q32,They probably won't need any workers with my particular experience after the war,1
S141.Q32:2.0,S141.Q32,"They will need some workers like me, but not many",2
S141.Q32:3.0,S141.Q32,"They will need a lot of workers with my experience, but not all",3
S141.Q32:4.0,S141.Q32,They will need all the workers like me they can get,4
S141.Q33:0.0,S141.Q33,No answer,0
S141.Q33:1.0,S141.Q33,I don't think it would be of any help at all,1
S141.Q33:2.0,S141.Q33,"I think it would be a little help, but not much",2
S141.Q33:3.0,S141.Q33,I think it would be quite a bit of help,3
S141.Q33:4.0,S141.Q33,I don't think I could get along without it,4
S141.Q34:0.0,S141.Q34,No answer,0
S141.Q34:1.0,S141.Q34,Worry a great deal about it,1
S141.Q34:2.0,S141.Q34,Worry about it fairly often,2
S141.Q34:3.0,S141.Q34,Hardly ever worry about it,3
S141.Q34:4.0,S141.Q34,Never worry about it,4
S141.Q35:0.0,S141.Q35,No code or no data,0
S141.Q35:1.0,S141.Q35,"Yes, it does all it can",1
S141.Q35:2.0,S141.Q35,"Does quite a bit, but could do more",2
S141.Q35:3.0,S141.Q35,"Doesn't do nearly enough, could do a lot more",3
S141.Q35:4.0,S141.Q35,No answer,4
S141.Q36:0.0,S141.Q36,No answer,0
S141.Q36:1.0,S141.Q36,It is of great importance,1
S141.Q36:2.0,S141.Q36,It is of medium importance,2
S141.Q36:3.0,S141.Q36,It is of little importance,3
S141.Q37A:0.0,S141.Q37A,No answer,0
S141.Q37A:1.0,S141.Q37A,I'm getting about all of the things I want to read,1
S141.Q37A:2.0,S141.Q37A,I'm getting about half of the things I want to read,2
S141.Q37A:3.0,S141.Q37A,I'm getting very few of the things I want to read,3
S141.Q38A:0.0,S141.Q38A,No answer,0
S141.Q38A:1.0,S141.Q38A,Yes,1
S141.Q38A:2.0,S141.Q38A,No,2
S141.Q38B:0.0,S141.Q38B,No answer,0
S141.Q38B:1.0,S141.Q38B,Yes,1
S141.Q38B:2.0,S141.Q38B,No,2
S141.Q38C:0.0,S141.Q38C,No answer,0
S141.Q38C:1.0,S141.Q38C,Yes,1
S141.Q38C:2.0,S141.Q38C,No,2
S141.Q38D:0.0,S141.Q38D,No answer,0
S141.Q38D:1.0,S141.Q38D,Yes,1
S141.Q38D:2.0,S141.Q38D,No,2
S141.Q38E:0.0,S141.Q38E,No answer,0
S141.Q38E:1.0,S141.Q38E,Yes,1
S141.Q38E:2.0,S141.Q38E,No,2
S141.Q38F:0.0,S141.Q38F,No answer,0
S141.Q38F:1.0,S141.Q38F,Yes,1
S141.Q38F:2.0,S141.Q38F,No,2
S141.Q38G:0.0,S141.Q38G,No answer,0
S141.Q38G:1.0,S141.Q38G,Yes,1
S141.Q38G:2.0,S141.Q38G,No,2
S141.Q38H:0.0,S141.Q38H,No answer,0
S141.Q38H:1.0,S141.Q38H,Yes,1
S141.Q38H:2.0,S141.Q38H,No,2
S141.Q38I:0.0,S141.Q38I,No code or no data,0
S141.Q38I:1.0,S141.Q38I,Yes,1
S141.Q38I:2.0,S141.Q38I,No,2
S141.Q38I:3.0,S141.Q38I,No answer,3
S141.Q38J:0.0,S141.Q38J,No answer,0
S141.Q38J:1.0,S141.Q38J,Yes,1
S141.Q38J:2.0,S141.Q38J,No,2
S141.Q38K:0.0,S141.Q38K,No answer,0
S141.Q38K:1.0,S141.Q38K,Yes,1
S141.Q38K:2.0,S141.Q38K,No,2
S141.Q38L:0.0,S141.Q38L,No answer,0
S141.Q38L:1.0,S141.Q38L,Yes,1
S141.Q38L:2.0,S141.Q38L,No,2
S141.Q38M:0.0,S141.Q38M,No answer,0
S141.Q38M:1.0,S141.Q38M,Yes,1
S141.Q38M:2.0,S141.Q38M,No,2
S141.Q39A:0.0,S141.Q39A,No answer,0
S141.Q39A:1.0,S141.Q39A,Yes,1
S141.Q39A:2.0,S141.Q39A,No,2
S141.Q39B:0.0,S141.Q39B,No answer,0
S141.Q39B:1.0,S141.Q39B,Yes,1
S141.Q39B:2.0,S141.Q39B,No,2
S141.Q39C:0.0,S141.Q39C,No answer,0
S141.Q39C:1.0,S141.Q39C,Yes,1
S141.Q39C:2.0,S141.Q39C,No,2
S141.Q39D:0.0,S141.Q39D,No answer,0
S141.Q39D:1.0,S141.Q39D,Yes,1
S141.Q39D:2.0,S141.Q39D,No,2
S141.Q39E:0.0,S141.Q39E,No answer,0
S141.Q39E:1.0,S141.Q39E,Yes,1
S141.Q39E:2.0,S141.Q39E,No,2
S141.Q40:0.0,S141.Q40,No answer,0
S141.Q40:1.0,S141.Q40,Very good job,1
S141.Q40:2.0,S141.Q40,Fairly good job,2
S141.Q40:3.0,S141.Q40,Pretty poor job,3
S141.Q40:4.0,S141.Q40,Very poor job,4
S141.Q40:5.0,S141.Q40,Undecided,5
S141.Q41:0.0,S141.Q41,No answer,0
S141.Q41:1.0,S141.Q41,It is absolutely necessary,1
S141.Q41:2.0,S141.Q41,It is of great importance,2
S141.Q41:3.0,S141.Q41,It is of medium importance,3
S141.Q41:4.0,S141.Q41,It is of little importance,4
S141.Q41:5.0,S141.Q41,It is of no importance at all,5
S141.Q42:0.0,S141.Q42,No answer,0
S141.Q42:1.0,S141.Q42,Have a fairly complete and up-to-date knowledge,1
S141.Q42:2.0,S141.Q42,"Have a general knowledge of ""headline"" events",2
S141.Q42:3.0,S141.Q42,Do not keep up with the news,3
S141.Q43.1:1.0,S141.Q43.1,"You want to but don't have the facilities (newspapers, radio)",1
S141.Q43.1:2.0,S141.Q43.1,Not chosen,2
S141.Q43.2:1.0,S141.Q43.2,You want to but don't have the time,1
S141.Q43.2:2.0,S141.Q43.2,Not chosen,2
S141.Q43.3:1.0,S141.Q43.3,You are just not particularly interested,1
S141.Q43.3:2.0,S141.Q43.3,Not chosen,2
S141.Q43.4:1.0,S141.Q43.4,I do have a fairly complete and up-to-date knowledge,1
S141.Q43.4:2.0,S141.Q43.4,Not chosen,2
S141.Q43.5:1.0,S141.Q43.5,No answer,1
S141.Q43.5:2.0,S141.Q43.5,Not chosen,2
S141.Q44:0.0,S141.Q44,No answer,0
S141.Q44:1.0,S141.Q44,I have a very clear idea,1
S141.Q44:2.0,S141.Q44,I have a fairly clear idea,2
S141.Q44:3.0,S141.Q44,I am not so clear,3
S141.Q44:4.0,S141.Q44,I am not at all clear,4
S141.Q45:0.0,S141.Q45,No answer,0
S141.Q45:1.0,S141.Q45,It is absolutely necessary,1
S141.Q45:2.0,S141.Q45,It is of great importance,2
S141.Q45:3.0,S141.Q45,It is of medium importance,3
S141.Q45:4.0,S141.Q45,It is of little importance,4
S141.Q45:5.0,S141.Q45,It is of no importance at all,5
S141.Q46:0.0,S141.Q46,No code or no data,0
S141.Q46:1.0,S141.Q46,Two or more times a week,1
S141.Q46:2.0,S141.Q46,About once a week,2
S141.Q46:3.0,S141.Q46,Two or three times a month,3
S141.Q46:4.0,S141.Q46,About once a month,4
S141.Q46:5.0,S141.Q46,Less than once a month,5
S141.Q46:6.0,S141.Q46,We have never had any talks or discussions about why we are fighting,6
S141.Q46:7.0,S141.Q46,No answer,7
S141.Q47:0.0,S141.Q47,No answer,0
S141.Q47:1.0,S141.Q47,Two or more times a week,1
S141.Q47:2.0,S141.Q47,About once a week,2
S141.Q47:3.0,S141.Q47,Two or three times a month,3
S141.Q47:4.0,S141.Q47,About once a month,4
S141.Q47:5.0,S141.Q47,Less than once a month,5
S141.Q47:6.0,S141.Q47,I would not like to have any talks or discussions on why we are fighting,6
S141.Q48:0.0,S141.Q48,No answer,0
S141.Q48:1.0,S141.Q48,"Yes, I get a lot out of them",1
S141.Q48:2.0,S141.Q48,"Yes, I get something out of them",2
S141.Q48:3.0,S141.Q48,"No, I don't get much out of them",3
S141.Q48:4.0,S141.Q48,Undecided,4
S141.Q48:5.0,S141.Q48,We do not have talks or discussions,5
S141.Q49.1:1.0,S141.Q49.1,The background of the war and the events leading up to it,1
S141.Q49.1:2.0,S141.Q49.1,Not chosen,2
S141.Q49.2:1.0,S141.Q49.2,The news of the day and what it means,1
S141.Q49.2:2.0,S141.Q49.2,Not chosen,2
S141.Q49.3:1.0,S141.Q49.3,What we can do to make our outfit a better outfit,1
