,CARD,DECK,BALLOT,FORM,S203B.Qi1,S203B.Qi2,S203B.Qi3,S203B.Qi4,S203B.Qi5,S203B.Qi6,S203B.Qi7,S203B.Qi8,S203B.Qi9,S203B.Qi10,S203B.Qi11,S203B.Qi12A,S203B.Qi12B,S203B.Qi12C,S203B.Qi12D,S203B.Qi12E,S203B.Qi12F,S203B.Qi12G,S203B.Qi12H,S203B.Qi12I,S203B.Qi12J,S203B.Qi13,S203B.Qi14,S203B.Qi15,S203B.Qi16,S203B.Qi17A1,S203B.Qi17A2,S203B.Qi17A3,S203B.Qi17A4,S203B.Qi17A5,S203B.Qi17B,S203B.Qi17C,S203B.Qi18A,S203B.Qi18B,S203B.Qii1,S203B.Qii2,S203B.Qii3,S203B.Qii4,S203B.Qii5,S203B.Qii6,S203B.Qii7A1,S203B.Qii7A2,S203B.Qii7A3,S203B.Qii7A4,S203B.Qii7A5,S203B.Qii7A6,S203B.Qii7A7,S203B.Qii7B,S203B.Qii7C,S203B.Qii8A,S203B.Qii8B,S203B.Qii9,S203B.Qii10A,S203B.Qii10B,S203B.Qii10C,S203B.Qii10D,S203B.Qii10E,S203B.Qii10F,S203B.Qii11,S203B.Qii12A,S203B.Qii13A,S203B.Qii13B,S203B.Qiii1,S203B.Qiii2,S203B.Qiii3A,S203B.Qiii3B,S203B.Qiii3C,S203B.Qiii4,S203B.Qiii5.n,S203B.Qiii6,CARD..1,DECK..1,BALLOT..1,FORM..1,S203B.Qiii7,S203B.Viii8,S203B.Viii9.1,S203B.Viii9.2
977,1.0,203.0,978.0,2.0,4.0,6.0,9.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,,1.0,2.0,203.0,978.0,2.0,4.0,1.0,71.0,566.0
978,1.0,203.0,979.0,2.0,1.0,1.0,6.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,,2.0,2.0,203.0,979.0,2.0,4.0,1.0,72.0,213.0
979,1.0,203.0,980.0,2.0,1.0,1.0,4.0,5.0,1.0,4.0,4.0,0.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,,2.0,2.0,203.0,980.0,2.0,4.0,1.0,51.0,55.0
980,1.0,203.0,981.0,2.0,2.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,,2.0,2.0,203.0,981.0,2.0,5.0,1.0,31.0,63.0
981,1.0,203.0,982.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,2.0,2.0,203.0,982.0,2.0,5.0,1.0,31.0,69.0
982,1.0,203.0,983.0,2.0,2.0,3.0,7.0,5.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,983.0,2.0,5.0,1.0,31.0,75.0
983,1.0,203.0,984.0,2.0,2.0,3.0,3.0,6.0,0.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,984.0,2.0,5.0,1.0,31.0,65.0
984,1.0,203.0,985.0,2.0,3.0,5.0,8.0,5.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,203.0,985.0,2.0,6.0,1.0,71.0,422.0
985,1.0,203.0,986.0,2.0,1.0,3.0,7.0,4.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,6.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,0.0,3.0,5.0,0.0,3.0,,1.0,2.0,203.0,986.0,2.0,6.0,1.0,72.0,191.0
986,1.0,203.0,987.0,2.0,1.0,4.0,10.0,6.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,1.0,2.0,203.0,987.0,2.0,9.0,1.0,72.0,250.0
987,1.0,203.0,988.0,2.0,3.0,6.0,8.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3.0,,1.0,2.0,203.0,988.0,2.0,9.0,1.0,17.0,68.0
988,1.0,203.0,989.0,2.0,2.0,4.0,11.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,,2.0,2.0,203.0,989.0,2.0,9.0,1.0,17.0,54.0
989,1.0,203.0,990.0,2.0,2.0,6.0,10.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,990.0,2.0,9.0,1.0,71.0,538.0
990,1.0,203.0,991.0,2.0,4.0,3.0,7.0,5.0,7.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,,2.0,2.0,203.0,991.0,2.0,9.0,1.0,17.0,86.0
991,1.0,203.0,992.0,2.0,1.0,4.0,11.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,2.0,0.0,3.0,4.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,0.0,5.0,0.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,1.0,2.0,203.0,992.0,2.0,1.0,1.0,72.0,183.0
992,1.0,203.0,993.0,2.0,1.0,4.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,,1.0,2.0,203.0,993.0,2.0,1.0,1.0,71.0,523.0
993,1.0,203.0,994.0,2.0,1.0,2.0,5.0,7.0,7.0,3.0,1.0,4.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,5.0,0.0,0.0,,3.0,2.0,203.0,994.0,2.0,1.0,1.0,16.0,69.0
994,1.0,203.0,995.0,2.0,3.0,2.0,11.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,995.0,2.0,1.0,1.0,15.0,84.0
995,1.0,203.0,996.0,2.0,2.0,2.0,10.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,2.0,2.0,203.0,996.0,2.0,1.0,1.0,15.0,77.0
996,1.0,203.0,997.0,2.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,1.0,4.0,,2.0,2.0,203.0,997.0,2.0,11.0,1.0,20.0,30.0
997,1.0,203.0,998.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,,3.0,2.0,203.0,998.0,2.0,0.0,1.0,72.0,258.0
998,1.0,203.0,999.0,2.0,1.0,1.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,,3.0,2.0,203.0,999.0,2.0,0.0,1.0,72.0,235.0
999,1.0,203.0,1000.0,2.0,1.0,2.0,11.0,6.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,,3.0,2.0,203.0,1000.0,2.0,0.0,1.0,71.0,627.0
1000,1.0,203.0,1001.0,2.0,1.0,3.0,9.0,5.0,6.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,,2.0,2.0,203.0,1001.0,2.0,12.0,1.0,25.0,37.0
1001,1.0,203.0,1002.0,2.0,1.0,4.0,9.0,6.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,,1.0,2.0,203.0,1002.0,2.0,12.0,1.0,25.0,39.0
1002,1.0,203.0,1003.0,2.0,2.0,4.0,11.0,4.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,,2.0,2.0,203.0,1003.0,2.0,12.0,1.0,25.0,30.0
1003,1.0,203.0,1004.0,2.0,4.0,4.0,9.0,5.0,6.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,,2.0,2.0,203.0,1004.0,2.0,13.0,1.0,82.0,180.0
1004,1.0,203.0,1005.0,2.0,5.0,4.0,10.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,1005.0,2.0,13.0,1.0,82.0,201.0
1005,1.0,203.0,1006.0,2.0,3.0,4.0,10.0,4.0,3.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,1006.0,2.0,13.0,1.0,82.0,179.0
1006,1.0,203.0,1007.0,2.0,5.0,6.0,8.0,6.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,,2.0,2.0,203.0,1007.0,2.0,13.0,1.0,81.0,162.0
1007,1.0,203.0,1008.0,2.0,5.0,4.0,10.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,,2.0,2.0,203.0,1008.0,2.0,13.0,1.0,82.0,123.0
1008,1.0,203.0,1009.0,2.0,2.0,4.0,9.0,6.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,,2.0,2.0,203.0,1009.0,2.0,13.0,1.0,82.0,185.0
1009,1.0,203.0,1010.0,2.0,1.0,3.0,6.0,5.0,6.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,4.0,,2.0,2.0,203.0,1010.0,2.0,13.0,1.0,82.0,170.0
1010,1.0,203.0,1011.0,2.0,5.0,3.0,10.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,,1.0,2.0,203.0,1011.0,2.0,13.0,1.0,82.0,168.0
1011,1.0,203.0,1012.0,2.0,4.0,3.0,4.0,7.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,,1.0,2.0,203.0,1012.0,2.0,13.0,1.0,81.0,143.0
1012,1.0,203.0,1013.0,2.0,4.0,3.0,6.0,6.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,,1.0,2.0,203.0,1013.0,2.0,13.0,1.0,82.0,166.0
1013,1.0,203.0,1014.0,2.0,3.0,5.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,0.0,4.0,,1.0,2.0,203.0,1014.0,2.0,13.0,1.0,81.0,122.0
1014,1.0,203.0,1015.0,2.0,4.0,2.0,10.0,5.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,,3.0,2.0,203.0,1015.0,2.0,13.0,1.0,82.0,129.0
1015,1.0,203.0,1016.0,2.0,2.0,4.0,9.0,7.0,6.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,1.0,2.0,203.0,1016.0,2.0,13.0,1.0,82.0,211.0
1016,1.0,203.0,1017.0,2.0,4.0,6.0,10.0,7.0,6.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,,2.0,2.0,203.0,1017.0,2.0,13.0,1.0,81.0,168.0
