CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22A.,Q.22B.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.24F.,Q.24G.,Q.24H.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36A.,Q.36B.,Q.36C.,Q.36D.,Q.36E.,Q.36F.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41A.,Q.41B.,Q.42.,Q.44A.,Q.44B.,Q.44C.,Q.44D.,V.45.,V.46.,V.47.,V.48.
1,219,301,3,2,5,1,7,1,6,3,9,1,5,3,1,4,2,1,2,2,5,1,1,1,5,5,1,3,1,1,3,1,2,1,1,5,7,2,2,4,3,3,2,2,2,1,1,2,1,1,2,4,2,2,4,1,2,1,2,2,3,2,3,5,2,20
1,219,302,3,3,6,1,6,2,6,4,9,2,1,2,3,4,2,2,3,3,3,2,1,1,5,5,4,3,2,1,1,0,3,1,2,5,6,3,5,3,5,4,2,4,3,1,1,1,2,1,1,2,3,5,1,2,4,2,2,1,1,1,3,5,2,410
1,219,303,3,3,7,1,6,2,1,5,9,1,2,4,4,6,1,2,3,3,5,1,3,1,4,4,2,1,1,1,2,1,2,1,2,3,8,4,4,4,3,3,3,2,1,1,2,1,1,1,1,4,3,3,3,2,2,1,1,1,5,3,3,5,2,16
1,219,304,3,1,5,1,8,2,1,3,9,2,1,3,3,4,2,2,3,2,3,1,1,2,5,2,3,2,1,1,1,3,3,1,2,2,6,3,2,3,4,3,2,1,1,1,2,1,2,2,2,4,3,2,4,2,2,3,2,2,1,1,3,5,2,6
1,219,305,3,2,6,1,6,1,6,2,9,1,2,2,3,4,3,1,2,2,5,1,1,2,4,2,3,1,3,1,1,1,3,1,2,3,7,2,2,4,3,2,3,1,1,1,2,2,1,2,2,1,3,4,4,1,2,1,2,3,1,1,3,5,2,406
1,219,306,3,2,6,1,6,1,6,3,9,1,5,3,4,5,3,1,3,3,4,1,1,1,4,2,2,0,1,1,4,1,2,1,3,2,8,1,2,3,4,3,2,2,1,1,2,2,1,2,2,4,3,2,4,2,2,2,1,1,3,3,3,5,2,14
1,219,307,3,2,7,1,5,1,6,3,9,2,1,4,4,4,3,3,3,2,3,2,1,1,3,3,1,1,1,1,1,1,2,1,2,1,6,2,3,2,3,4,1,2,5,1,1,1,2,2,2,4,4,3,3,3,2,1,1,1,5,3,3,5,2,4
1,219,308,3,2,5,1,7,2,6,3,9,1,5,2,3,3,1,1,3,3,4,1,1,2,5,5,3,1,1,1,1,0,0,1,2,5,7,2,4,3,4,3,1,1,1,1,2,2,1,1,1,5,3,2,5,3,2,1,2,1,2,2,3,5,2,404
1,219,309,3,2,6,1,8,2,6,3,9,1,5,1,1,4,2,1,2,2,3,1,2,2,5,4,4,1,1,1,2,1,1,1,2,0,8,6,4,4,5,4,2,2,3,1,1,1,2,2,2,1,3,3,2,1,2,1,2,1,1,1,3,5,2,22
1,219,310,3,2,5,2,8,2,6,4,9,1,4,2,4,4,2,2,2,3,4,2,2,2,5,5,3,1,1,1,1,1,3,1,2,3,6,4,5,1,5,2,1,2,2,1,1,1,2,2,1,1,3,4,1,1,2,1,2,1,1,1,3,5,2,402
1,219,311,3,2,6,1,6,2,1,4,9,1,2,1,2,3,2,2,2,3,5,1,2,2,5,5,4,1,1,1,1,1,1,1,2,3,7,4,5,4,5,2,2,2,1,1,2,1,1,2,2,1,2,4,4,1,2,1,2,1,1,1,3,5,2,12
1,219,312,3,3,7,2,5,2,1,6,9,0,6,4,4,7,4,3,3,5,5,2,1,1,4,2,2,3,1,1,3,1,2,1,1,2,12,1,2,1,3,3,1,1,1,1,2,2,1,1,2,3,3,1,5,2,1,2,1,1,5,3,3,5,2,2
1,219,313,3,1,6,1,7,1,6,3,9,2,1,2,3,5,3,1,3,2,4,1,1,2,5,5,3,3,1,1,2,1,2,1,2,3,5,6,4,3,4,3,3,1,2,1,1,1,2,1,1,4,3,4,2,1,2,1,2,3,2,1,3,5,9,402
1,219,314,3,2,6,1,6,1,6,3,9,2,5,1,1,3,3,2,1,2,3,1,3,2,5,5,4,3,1,1,1,3,3,1,2,0,8,1,5,3,3,3,2,2,2,1,1,1,2,2,1,1,3,3,3,1,3,1,2,1,1,1,3,5,2,18
1,219,315,3,3,5,3,7,1,6,4,12,1,2,1,3,3,3,2,3,4,5,2,2,2,5,5,4,1,1,1,3,1,3,1,3,3,8,7,4,1,5,3,3,1,5,1,1,1,1,2,2,1,2,4,6,2,4,2,2,1,1,1,3,3,1,728
1,219,316,3,1,4,3,6,1,6,3,12,1,3,2,3,4,2,1,3,3,5,1,1,1,5,4,3,3,1,3,1,1,2,3,3,5,7,4,4,2,4,2,3,3,2,1,2,2,1,2,2,4,2,2,4,2,4,2,2,2,2,2,3,3,1,718
1,219,317,3,1,6,3,7,2,6,3,12,1,3,1,2,3,2,1,3,3,3,2,2,1,4,4,2,1,2,1,1,1,3,1,3,2,7,4,4,5,3,3,3,1,2,1,2,2,1,1,1,4,3,4,4,2,2,1,2,1,6,1,3,3,1,738
1,219,318,3,2,6,3,6,1,6,3,12,1,5,1,2,3,1,1,3,3,4,1,1,2,4,4,4,1,3,1,1,1,2,1,3,5,12,2,4,3,3,3,1,2,2,1,3,1,3,2,1,4,3,1,2,1,4,2,2,3,1,2,3,3,1,768
1,219,319,3,3,6,3,7,2,1,3,12,2,5,2,3,4,2,1,3,4,5,2,2,2,5,4,3,3,1,1,2,1,2,3,3,1,12,2,4,2,3,3,3,1,4,2,1,1,1,2,1,5,3,2,4,1,4,1,2,3,2,2,3,3,1,798
1,219,320,3,1,7,3,6,1,6,4,12,1,6,4,4,7,4,1,3,7,7,2,1,1,5,5,3,1,3,1,1,2,3,1,2,3,13,5,5,3,3,2,2,1,1,1,2,2,2,2,2,5,2,2,4,1,4,2,1,1,5,3,3,3,1,748
1,219,321,3,2,6,3,6,1,6,3,12,1,5,2,2,4,2,1,3,4,5,1,2,1,5,4,3,1,1,1,2,1,1,1,2,5,10,2,4,3,3,3,2,2,4,1,1,1,2,2,1,5,3,4,4,2,2,2,2,2,2,2,3,3,1,778
1,219,322,3,1,4,3,6,1,6,2,12,1,2,2,4,4,1,1,3,4,5,2,1,1,4,5,3,3,1,3,3,1,2,1,2,3,7,5,4,2,4,1,3,2,4,1,1,1,3,1,1,5,1,2,2,1,2,1,3,4,7,4,3,3,1,725
1,219,323,3,2,6,3,6,2,1,3,12,2,2,2,1,2,2,1,3,3,4,2,2,1,4,2,2,1,1,1,2,1,2,1,2,3,10,6,2,3,3,3,3,2,3,1,1,1,2,1,1,5,3,4,1,1,2,1,2,2,3,2,3,3,1,741
1,219,324,3,2,5,3,7,2,1,4,12,0,3,2,4,5,3,1,3,3,3,2,1,1,3,4,3,1,2,1,2,1,3,1,2,3,9,5,4,2,3,3,2,1,5,1,2,2,1,2,2,5,3,3,3,1,4,1,2,1,1,2,3,3,1,701
1,219,325,3,3,6,3,8,2,6,4,12,2,5,1,1,2,1,2,3,3,5,1,1,2,5,5,3,1,1,1,1,1,2,1,2,5,11,4,5,2,5,2,2,1,1,1,2,1,1,1,1,1,1,1,5,1,4,1,2,1,1,1,3,3,1,751
1,219,326,3,3,7,3,7,2,6,3,12,2,5,1,1,2,2,1,3,5,7,2,1,2,4,4,2,3,1,1,2,3,1,1,3,2,11,2,1,3,3,2,2,1,4,1,1,1,2,1,1,5,2,2,3,3,1,1,2,2,7,2,3,3,1,771
1,219,327,3,2,5,3,7,1,6,2,12,1,5,1,3,7,3,1,3,5,6,2,2,2,5,4,3,3,1,2,1,1,1,2,3,5,10,3,3,2,4,4,3,5,4,2,1,1,2,2,2,3,4,5,1,3,4,2,2,1,1,2,3,3,1,761
1,219,328,3,3,6,3,6,2,6,4,12,2,5,1,3,5,3,2,3,5,7,2,1,2,5,4,4,3,3,1,2,1,3,1,3,5,10,4,4,2,4,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,5,3,4,7,4,3,3,1,781
1,219,329,3,1,7,3,5,2,6,3,12,1,6,4,4,5,4,1,3,3,4,2,3,2,5,5,3,3,1,1,1,3,3,1,3,4,12,5,5,4,5,2,3,3,4,1,1,1,2,1,1,4,2,4,2,1,2,2,1,1,5,2,3,3,1,721
1,219,330,3,2,5,3,8,1,6,5,12,2,5,1,3,4,3,0,3,3,4,1,1,2,4,4,4,3,1,3,3,1,3,1,2,5,8,4,4,2,4,2,1,2,3,1,1,1,1,2,2,5,2,1,4,1,2,2,2,2,1,1,3,3,1,791
1,219,331,3,2,5,3,7,2,6,4,12,1,2,3,4,6,3,2,3,3,4,1,1,1,4,4,2,2,1,2,2,1,1,1,2,3,7,4,4,2,3,1,3,1,2,1,2,1,2,1,1,5,1,4,1,1,2,2,1,2,1,1,3,3,1,711
1,219,332,3,3,6,3,8,2,6,3,12,1,3,3,3,4,1,2,3,3,5,1,1,1,4,2,2,1,1,1,1,1,1,1,3,2,9,1,2,3,3,3,2,1,4,2,1,2,2,1,1,5,3,2,4,3,1,1,3,4,7,4,3,3,1,731
1,219,333,3,2,6,3,6,2,1,3,12,2,5,1,1,2,1,1,3,3,5,1,1,1,4,2,1,1,1,1,2,1,1,1,3,1,11,2,4,3,3,3,1,2,3,1,1,1,1,1,2,5,3,1,3,1,4,1,2,2,1,2,3,3,1,783
1,219,334,3,2,5,3,7,2,6,3,12,1,5,4,1,4,1,1,3,3,3,1,1,1,4,4,2,3,1,1,3,1,2,1,3,2,10,2,3,3,3,3,2,2,2,1,1,2,1,1,1,5,2,1,5,1,2,1,1,2,5,3,3,3,1,763
1,219,335,3,1,6,3,5,1,6,3,12,1,6,3,1,3,1,1,2,2,3,1,3,1,5,3,3,1,3,1,3,1,1,1,3,3,12,1,2,3,2,2,1,2,5,1,1,1,1,2,1,5,3,2,3,2,2,2,1,1,3,2,3,3,1,13
1,219,336,3,2,5,3,8,1,6,3,12,1,5,1,2,3,1,1,3,4,5,2,1,1,4,4,3,1,1,3,2,1,2,1,2,2,10,2,5,4,4,1,2,2,4,1,1,1,2,1,1,5,1,5,1,1,4,2,2,1,1,2,3,3,1,773
1,219,337,3,2,5,3,8,2,1,3,12,1,5,2,3,4,2,1,2,4,5,2,2,2,5,4,3,3,1,3,3,1,3,3,2,5,11,4,6,4,3,2,3,2,4,1,1,1,2,1,1,5,2,5,2,2,4,2,2,3,6,2,3,3,1,753
1,219,338,3,2,4,3,7,1,6,2,12,2,4,3,3,4,2,1,3,3,5,2,2,1,5,4,3,1,1,1,3,1,1,1,3,5,6,6,2,3,3,3,2,1,4,2,1,1,2,1,1,4,3,4,1,2,4,2,2,3,3,2,3,3,1,23
1,219,339,3,1,5,3,6,1,6,3,12,1,3,2,3,5,2,2,3,4,5,2,1,1,4,2,4,3,1,3,3,1,3,3,1,5,8,4,4,4,5,3,2,1,1,1,1,2,1,2,2,2,3,3,4,1,2,1,2,1,1,1,3,3,1,713
1,219,340,3,3,6,3,7,2,6,3,12,1,2,2,3,4,2,1,3,3,4,1,1,1,4,2,2,1,1,1,2,1,2,1,2,2,8,4,2,3,3,2,2,1,1,1,2,2,1,2,2,4,2,2,5,1,2,2,1,2,2,2,3,3,1,703
1,219,341,3,3,6,3,6,2,6,3,12,1,3,1,1,2,1,1,2,3,4,1,1,1,4,2,2,2,1,1,2,1,2,1,2,2,9,7,2,3,3,2,2,1,3,1,1,2,1,1,1,4,2,2,3,2,2,1,2,2,1,2,3,3,1,723
1,219,342,3,4,6,3,5,2,4,4,12,1,4,4,3,8,4,2,3,3,3,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,13,6,2,4,4,3,2,1,1,1,2,2,1,1,2,4,3,2,4,1,2,1,1,1,5,3,3,3,1,3
1,219,343,3,2,6,3,8,1,6,3,12,1,2,2,2,4,2,3,3,3,5,1,1,1,5,4,3,3,1,3,2,1,1,1,3,5,9,4,2,4,3,2,2,3,2,1,2,1,1,2,2,5,2,2,3,3,2,2,1,2,2,2,3,3,1,743
1,219,344,3,1,4,3,8,1,6,2,12,1,2,2,2,4,1,1,3,5,9,2,1,1,4,4,3,1,1,1,1,1,1,1,2,3,5,4,1,3,3,2,3,3,1,1,2,2,2,1,2,5,2,2,4,1,2,2,2,1,2,2,3,3,1,733
1,219,345,3,4,5,3,8,2,2,4,12,2,5,1,1,2,1,1,2,3,5,2,1,1,4,4,2,1,1,1,1,1,2,1,3,2,13,2,4,3,3,3,2,1,1,1,2,2,1,2,2,5,3,1,5,1,2,1,2,1,1,2,3,3,1,765
1,219,346,3,2,5,3,8,1,6,4,12,1,5,1,1,3,1,1,3,3,4,1,2,1,5,4,3,3,1,1,1,1,2,1,2,5,9,4,4,2,4,2,3,4,3,2,1,1,1,1,2,5,3,2,3,2,2,2,2,1,1,1,3,3,1,795
1,219,347,3,1,4,3,7,2,6,4,12,1,2,2,1,3,1,2,2,2,3,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2,6,2,3,2,3,3,2,1,2,1,1,1,2,1,1,4,1,3,3,1,2,2,2,1,2,1,3,3,1,715
1,219,348,3,3,5,3,8,2,1,3,12,1,5,1,3,3,1,2,3,5,7,2,2,2,5,5,3,3,2,1,1,1,3,1,3,2,11,3,5,3,5,2,1,2,4,1,1,1,2,1,1,4,1,4,3,2,3,3,2,2,1,1,3,3,1,755
1,219,349,3,3,6,3,8,2,1,4,12,2,5,1,2,2,3,1,2,3,3,1,2,2,5,5,4,3,1,1,2,1,2,1,2,5,11,2,5,2,4,3,2,2,2,1,2,1,1,2,2,3,3,2,4,2,2,1,2,1,1,2,3,3,1,785
1,219,350,3,2,5,3,6,2,6,2,12,1,3,1,1,4,1,1,3,3,4,2,2,2,5,4,3,3,1,1,3,1,3,1,3,2,7,1,4,1,5,1,2,2,3,1,1,1,2,1,1,5,1,1,4,1,2,3,2,1,1,1,3,3,1,775
1,219,351,3,2,5,3,7,2,1,2,12,1,3,4,4,8,3,2,3,3,5,1,2,2,5,4,3,1,1,1,3,1,3,1,2,3,9,4,4,3,4,2,3,2,1,1,2,2,1,2,2,5,2,2,4,2,2,2,1,2,5,3,3,3,1,705
1,219,352,3,2,4,3,8,2,1,3,12,1,2,3,4,4,3,1,2,2,7,1,1,2,5,3,3,1,1,1,1,1,1,1,3,5,6,3,4,3,4,3,2,2,1,1,2,2,1,1,1,5,2,3,4,2,2,2,1,3,3,2,3,3,1,5
1,219,353,3,2,4,3,8,1,6,4,12,1,3,1,3,4,2,2,3,3,4,2,1,1,3,4,2,1,3,1,1,1,1,1,3,3,7,6,4,4,4,3,3,2,1,1,2,2,1,2,2,5,3,2,5,2,1,2,2,1,3,1,3,3,1,735
1,219,354,3,3,6,3,6,1,6,4,12,2,3,2,3,4,2,1,3,3,4,1,1,1,5,2,2,3,3,1,1,1,2,1,2,2,9,4,2,3,3,2,2,1,1,3,2,1,1,2,2,4,1,3,4,2,2,2,2,1,1,2,3,3,1,745
1,219,355,3,2,5,2,6,1,6,3,7,1,4,2,2,3,1,1,3,3,4,2,1,2,4,2,2,1,1,1,2,1,2,1,2,2,7,5,6,3,3,3,3,6,3,1,1,1,1,1,1,1,3,3,5,2,2,1,2,1,2,1,3,5,7,409
1,219,356,3,2,5,1,6,2,6,5,7,1,2,3,4,4,2,1,1,3,5,2,1,2,5,5,4,1,2,1,3,3,3,1,3,5,5,2,3,2,4,1,2,5,5,2,2,1,1,2,2,4,3,3,3,1,2,4,2,3,3,2,3,5,7,9
1,219,357,3,3,6,1,5,2,6,5,7,2,4,3,3,4,2,1,3,3,5,1,1,1,3,2,2,1,1,1,1,1,3,1,1,2,8,1,2,5,3,2,2,2,1,1,2,1,1,1,2,5,2,2,4,2,2,2,1,1,3,2,3,5,9,99
1,219,358,3,2,6,2,6,2,6,3,7,1,3,4,3,4,2,1,3,4,9,2,1,1,5,2,2,1,2,1,1,1,1,1,2,2,7,2,2,3,3,3,1,1,1,1,2,1,2,1,2,4,3,2,3,2,1,1,1,2,5,2,3,5,7,19
1,219,359,3,2,6,2,7,2,2,3,7,1,4,1,1,2,1,3,3,3,5,1,1,1,4,2,2,1,1,1,1,1,2,1,2,2,10,2,2,4,3,3,1,1,1,1,2,2,1,2,2,5,3,3,5,2,2,2,2,1,1,2,3,5,7,408
1,219,360,3,4,7,1,8,2,4,6,7,1,1,3,3,4,2,1,3,3,3,2,1,2,4,4,3,1,3,3,3,1,3,3,3,5,10,2,4,5,3,3,1,1,1,1,2,2,2,2,2,4,3,4,2,3,2,2,2,2,2,2,3,5,7,412
1,219,361,3,4,7,2,7,2,1,4,7,1,4,4,4,7,2,1,3,2,3,2,1,1,4,4,3,1,1,1,1,1,2,1,3,5,10,2,4,3,3,3,2,2,2,1,1,1,1,1,1,4,2,4,2,2,3,1,1,1,5,3,3,5,7,22
1,219,362,3,2,5,1,7,2,3,6,7,2,1,3,2,3,1,1,2,1,1,1,2,2,5,5,4,1,1,1,1,3,3,1,3,4,8,1,5,4,5,3,1,1,1,1,2,2,1,2,2,5,3,3,3,2,2,2,2,3,3,1,3,5,7,10
1,219,363,3,4,6,2,7,2,1,5,7,2,6,4,2,4,2,2,2,2,3,1,1,2,5,5,3,1,1,1,2,1,2,1,2,5,12,2,4,2,4,3,2,1,1,1,2,1,1,2,2,5,3,0,0,3,2,3,1,2,5,3,3,5,9,100
1,219,364,3,1,4,1,7,2,1,2,7,2,2,2,1,4,2,3,2,3,3,1,1,2,5,5,2,2,1,1,2,1,1,1,1,2,6,4,2,3,1,4,1,2,4,1,1,1,1,1,1,5,4,2,1,1,2,4,2,1,1,1,3,5,9,310
1,219,365,3,4,4,1,8,2,2,5,7,2,1,1,3,3,1,1,2,2,3,1,2,2,5,4,3,2,1,1,1,1,2,1,1,5,6,1,4,3,5,3,2,2,2,1,1,1,2,1,1,4,3,4,3,1,2,2,2,1,1,1,3,5,9,76
1,219,366,3,3,7,1,4,2,4,1,7,1,6,4,4,7,4,1,2,2,3,1,2,1,3,3,1,1,1,1,1,1,3,1,2,1,13,5,3,3,3,3,2,1,5,2,1,1,1,1,1,5,3,4,4,3,4,1,1,1,5,3,3,5,7,16
1,219,367,3,3,5,1,8,2,6,3,7,2,2,2,3,6,2,1,3,3,5,2,1,1,4,2,2,1,1,1,1,1,1,1,2,2,5,2,2,3,4,3,2,1,1,1,2,1,1,2,2,4,3,2,5,2,3,2,2,2,2,1,3,5,7,26
1,219,368,3,2,6,2,8,2,2,4,7,1,5,1,2,4,2,1,3,4,5,2,1,2,4,2,3,2,1,1,2,1,2,1,2,5,11,2,2,4,4,3,1,1,1,1,2,2,1,2,2,4,3,2,4,1,2,1,2,1,1,2,3,5,7,406
1,219,369,3,2,6,3,7,1,6,3,7,1,5,1,1,3,2,1,2,3,3,1,2,2,5,5,3,1,1,1,1,3,2,1,3,5,9,1,4,3,4,1,2,2,2,1,2,1,2,2,2,4,1,2,4,1,2,3,2,1,1,1,3,5,7,6
1,219,370,3,2,7,1,6,2,6,2,7,2,5,3,2,4,2,1,2,3,5,1,1,2,5,4,2,1,1,1,2,1,2,1,2,2,9,2,2,3,3,3,2,2,2,1,2,1,1,2,2,4,2,3,4,3,2,2,1,2,3,2,3,5,9,86
1,219,371,3,1,5,2,7,2,6,3,7,1,4,1,3,6,2,1,3,4,5,2,2,2,5,5,4,3,3,3,3,3,3,3,3,5,8,6,6,2,5,2,3,2,4,2,1,1,1,1,1,1,2,5,1,1,2,4,2,1,1,1,3,5,7,404
1,219,372,3,4,7,2,6,2,2,4,7,2,6,4,4,5,4,1,3,3,5,2,1,1,4,3,2,1,1,1,1,1,3,1,3,3,13,1,4,2,5,3,2,2,1,1,2,1,1,1,2,4,3,1,5,2,4,3,1,1,5,3,3,5,9,64
1,219,373,3,2,6,1,6,2,6,4,7,1,2,3,3,3,1,2,2,2,3,1,1,1,5,4,3,1,1,1,3,3,3,1,3,5,6,5,2,2,3,3,1,1,1,1,2,2,1,2,2,4,3,3,3,2,4,2,2,3,2,1,3,5,7,24
1,219,374,3,4,6,1,8,2,2,4,7,2,2,4,2,6,1,1,3,3,4,1,2,2,5,5,3,3,3,3,3,3,3,3,3,5,10,2,3,5,4,1,2,2,1,1,2,1,2,1,2,5,1,3,5,3,2,2,1,1,5,2,3,5,7,14
1,219,375,3,1,5,1,8,1,6,2,7,1,1,3,3,4,1,1,1,3,4,2,1,2,4,2,2,1,2,1,1,1,2,1,1,2,3,5,2,3,4,3,2,2,3,1,1,1,2,1,1,4,3,3,4,2,2,2,1,2,1,1,3,5,7,4
1,219,376,3,1,4,2,7,2,6,2,7,2,2,3,4,6,1,1,3,2,3,2,1,2,4,4,3,1,1,2,1,1,2,1,1,5,4,4,2,4,3,4,2,1,2,1,2,2,1,1,2,5,4,2,3,2,2,2,1,3,3,2,3,5,9,414
1,219,377,3,2,5,1,8,1,6,2,7,1,2,3,3,5,2,1,3,3,5,2,1,1,4,3,2,3,1,1,2,1,1,1,2,2,5,1,4,4,3,3,2,2,4,1,1,1,2,2,2,5,3,4,5,1,2,2,2,1,6,2,3,5,7,34
1,219,378,3,2,5,2,6,1,6,3,7,1,5,2,3,4,2,0,2,3,4,1,1,1,4,2,3,1,1,1,1,1,1,1,3,2,8,4,4,4,3,2,3,2,2,1,2,1,1,2,2,5,3,4,3,2,2,2,2,1,2,2,3,5,7,32
1,219,379,3,4,7,1,6,2,2,6,7,2,1,3,2,4,1,1,3,3,5,1,1,2,3,2,3,1,2,1,1,2,1,1,1,2,8,2,2,4,3,3,2,5,1,1,2,1,1,2,2,5,3,1,5,2,2,1,1,1,3,1,3,5,7,12
1,219,380,3,2,5,2,8,2,1,4,7,1,4,2,2,3,1,2,3,3,4,2,2,2,5,4,3,2,3,1,1,1,2,1,2,5,8,5,3,4,4,1,3,3,2,1,2,2,1,1,1,4,3,2,4,3,2,2,2,3,2,2,3,5,7,402
1,219,381,3,1,7,1,7,2,6,2,7,2,1,3,4,6,1,1,2,3,4,1,2,2,5,4,3,3,1,1,1,1,3,1,1,2,6,1,3,2,5,2,1,2,1,1,2,1,2,1,1,4,1,1,6,2,2,3,1,1,3,2,3,5,9,52
1,219,382,3,3,5,1,8,2,1,3,7,2,1,3,4,4,2,1,2,2,3,1,2,1,4,2,5,2,1,1,1,1,2,1,2,2,5,1,2,2,5,1,2,2,1,1,2,1,1,1,2,5,1,2,5,1,2,2,1,2,3,1,3,5,9,82
1,219,383,3,2,5,1,7,2,6,3,7,1,2,3,4,4,2,1,3,2,4,1,1,1,4,3,2,1,1,1,1,1,1,1,2,2,5,5,2,3,3,3,3,3,2,1,2,2,2,2,2,1,3,3,3,1,4,1,2,1,3,2,3,5,7,2
1,219,384,3,3,7,1,8,1,6,3,9,1,5,2,2,4,1,1,2,3,4,1,2,1,4,2,2,1,1,1,1,1,2,3,2,1,8,2,2,3,4,1,2,2,1,1,2,1,2,2,2,4,1,2,3,2,2,2,2,3,2,1,3,5,2,8
1,219,385,3,2,7,1,6,2,1,2,9,2,6,1,2,2,1,1,2,1,2,1,1,2,4,4,2,1,1,1,2,1,2,1,2,2,10,2,4,4,4,3,1,1,1,1,2,2,1,2,2,4,3,3,5,2,2,1,2,2,2,2,3,5,2,10
1,219,386,3,4,7,1,8,1,6,3,9,1,6,4,4,7,1,1,3,3,5,2,1,1,4,2,2,1,1,1,2,1,2,1,2,1,10,2,1,4,3,3,1,1,1,1,2,2,1,1,2,4,3,2,4,4,2,2,1,1,5,3,3,5,2,1
1,219,387,3,2,5,1,8,1,6,3,9,1,5,3,3,4,3,1,2,2,2,1,1,2,4,3,3,1,1,1,1,3,3,1,2,2,7,1,2,3,4,3,2,1,1,1,2,2,1,2,2,4,3,3,5,3,3,2,2,1,3,1,3,5,2,21
1,219,388,3,2,5,3,7,2,6,3,9,1,5,2,3,5,1,1,2,3,5,1,1,2,5,4,3,1,1,1,2,1,2,1,2,2,7,5,4,3,5,3,2,2,3,1,1,1,1,1,1,1,3,2,4,3,3,2,2,1,1,1,3,5,2,411
1,219,389,3,3,6,1,5,2,6,3,9,1,4,1,4,6,3,1,3,5,5,2,2,2,5,5,4,1,1,1,1,1,1,1,2,4,8,1,5,2,5,1,3,2,4,2,1,1,2,1,1,1,1,5,1,1,3,1,2,1,1,1,3,5,2,11
1,219,390,3,2,6,2,4,1,6,4,9,1,3,3,3,6,1,1,3,4,5,2,1,1,4,3,3,1,1,1,1,1,1,1,1,5,8,1,3,3,4,3,2,2,2,1,1,1,1,2,2,2,3,3,4,1,2,1,1,1,3,3,3,5,2,401
1,219,391,3,5,5,1,7,1,6,2,9,2,4,3,4,5,3,1,3,3,5,2,1,2,5,4,3,1,1,2,1,1,2,1,2,5,5,2,5,2,3,3,1,2,1,1,2,2,2,1,1,4,3,4,4,1,2,1,2,1,3,2,3,5,2,13
1,219,392,3,2,6,2,6,2,6,4,9,2,2,2,3,4,2,1,2,3,5,1,2,2,5,4,3,3,1,1,2,1,2,1,2,3,7,6,4,3,5,2,3,3,2,1,1,1,2,1,1,1,4,4,1,2,2,1,2,1,2,1,3,5,2,413
1,219,393,3,2,4,1,8,3,6,2,9,2,3,3,3,3,1,2,2,2,3,1,1,2,4,3,3,1,1,3,2,1,2,1,3,5,4,2,2,4,3,3,1,1,2,1,2,2,1,2,2,4,2,2,4,2,2,2,2,2,3,1,3,5,2,3
1,219,394,3,2,5,2,7,2,6,3,9,1,3,2,3,4,2,3,3,4,5,2,1,1,5,5,3,3,3,1,3,3,3,1,3,5,7,2,4,2,5,4,1,1,3,1,1,1,1,1,2,2,4,2,4,1,4,1,2,1,1,1,3,5,2,403
1,219,395,3,5,6,1,6,2,6,3,9,1,6,2,2,2,2,1,2,2,4,1,1,1,4,4,2,1,1,1,2,1,2,1,2,1,9,1,4,3,4,2,2,2,2,1,1,1,2,1,2,2,1,3,3,2,4,2,2,2,6,2,3,5,2,15
1,219,396,3,3,6,1,8,2,1,4,9,1,1,3,4,5,1,1,3,3,4,1,1,2,5,4,2,1,1,1,3,1,2,3,3,5,7,1,3,1,4,3,2,2,2,1,1,1,1,2,2,2,3,3,4,1,3,1,2,3,3,2,3,5,2,405
1,219,397,3,3,5,1,7,1,6,3,9,1,3,3,4,5,1,1,3,3,6,2,1,1,3,2,2,1,1,1,1,1,1,1,1,2,7,2,2,4,4,2,2,2,4,1,1,1,2,1,1,2,1,4,3,4,2,2,2,3,3,2,3,5,2,5
1,219,398,3,4,7,2,8,2,2,5,9,2,2,1,0,8,1,1,2,3,5,1,2,2,5,4,3,3,3,3,1,3,2,1,2,2,10,1,4,3,5,3,2,2,2,1,2,1,2,2,2,2,3,3,4,1,2,2,2,2,1,1,3,5,2,17
1,219,399,3,2,4,2,8,2,6,2,9,1,5,2,3,4,1,1,3,4,7,1,2,2,5,5,3,3,3,3,3,1,3,3,3,5,7,2,2,2,5,3,3,2,1,1,2,1,1,1,2,1,3,5,1,2,3,1,2,1,1,1,3,5,2,407
1,219,400,3,2,6,1,8,2,6,3,9,2,4,2,3,3,2,3,2,2,3,1,1,2,5,4,3,1,1,1,1,1,1,1,3,2,8,3,5,2,4,3,2,1,1,1,2,1,1,2,2,2,3,2,5,2,3,2,2,1,2,2,3,5,2,7
1,219,401,3,3,7,2,6,1,6,5,4,2,6,4,3,4,2,1,2,2,3,2,1,1,4,3,3,1,1,1,3,1,2,1,2,2,12,2,3,4,3,3,2,1,1,1,2,2,1,1,1,5,3,4,4,3,1,2,1,1,5,3,3,5,9,408
