CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39J.,Q.40.,Q.40A.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.44.,Q.45.,Q.46.,Q.46A.,Q.46B.,Q.46C.,Q.46D.,Q.46E.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.47F.,Q.47G.,Q.47H.,Q.48.,Q.49.,CARD..1,DECK..1,BALLOT..1,V.50.,V.51.,V.52.,V.53.
1,47,981,5,1,2,1,1,3,2,5,5,2,2,1,2,3,2,7,1,1,2,2,2,1,2,3,2,3,3,3,2,2,2,1,3,3,3,2,2,9,4,3,3,2,3,2,2,2,1,3,3,1,9,99,99,99,9,3,3,1,3,2,1,3,1,1,2,2,47,981,3,5,9,1342
1,47,982,6,1,2,1,1,1,4,3,2,4,1,2,2,3,3,7,2,1,3,2,1,2,3,6,2,4,1,2,1,1,3,1,4,4,2,2,3,3,5,2,4,2,3,1,4,4,1,3,1,1,9,99,99,99,9,3,1,3,1,1,1,1,1,3,1,2,47,982,8,4,9,1040
1,47,983,6,1,1,1,3,4,4,5,2,2,1,2,2,2,1,7,1,1,1,2,4,1,1,1,2,4,2,2,1,4,3,1,3,1,3,2,3,8,3,1,3,2,3,1,1,1,1,1,2,3,9,99,99,99,9,3,1,3,3,3,1,1,1,1,3,2,47,983,6,8,9,1444
1,47,984,1,1,2,1,6,7,2,1,1,2,1,1,3,1,2,7,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,5,3,2,4,3,1,2,2,1,1,1,1,9,99,99,99,9,2,3,2,3,1,3,2,1,1,1,2,47,984,2,6,9,1421
1,47,985,4,2,2,1,3,0,4,2,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,1,2,6,2,1,1,4,4,4,1,2,1,2,2,7,4,2,4,4,3,3,3,3,1,3,3,3,9,99,99,99,9,1,1,1,1,1,2,2,1,1,1,2,47,985,4,4,9,1018
1,47,986,2,2,1,1,1,4,2,5,2,1,1,1,3,2,1,5,1,1,1,2,1,1,1,1,2,3,2,3,1,4,4,4,1,4,3,2,2,2,5,1,2,4,3,2,1,1,1,2,3,3,9,99,99,99,9,3,1,3,3,1,1,3,1,1,1,2,47,986,6,6,9,1008
1,47,987,6,2,1,1,0,0,4,2,1,2,2,2,2,1,5,5,2,3,2,2,3,1,1,1,2,3,3,3,1,3,1,3,3,1,3,3,2,10,4,1,2,4,3,1,1,1,1,3,3,3,9,99,99,99,9,3,2,3,2,3,1,3,1,2,1,2,47,987,4,5,9,1067
1,47,988,3,3,2,1,1,4,4,5,2,1,1,2,4,3,2,5,2,3,2,1,1,3,1,1,3,4,2,3,1,4,1,4,1,1,2,2,2,7,3,1,2,4,3,1,1,2,1,1,3,1,9,99,99,99,9,3,1,3,1,1,1,3,3,1,1,2,47,988,6,9,9,1023
1,47,989,6,2,1,2,3,3,4,0,2,2,1,2,3,3,1,6,1,2,3,2,3,2,2,2,2,6,3,3,1,3,2,1,2,3,2,2,1,7,3,1,2,4,3,1,2,1,1,1,3,1,9,99,99,99,9,3,1,3,1,3,1,1,1,1,2,2,47,989,7,6,9,1442
1,47,990,2,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,2,2,2,1,3,2,4,3,1,5,4,1,3,1,3,9,99,99,99,9,3,3,3,3,3,0,3,1,1,1,2,47,990,4,8,9,1506
1,47,991,6,1,2,1,7,5,2,2,1,1,1,1,3,2,1,1,2,1,2,2,1,1,1,1,2,3,1,3,3,4,4,3,1,4,3,1,5,4,1,2,4,3,3,2,2,4,1,1,1,1,9,99,99,99,9,3,1,3,1,1,1,1,3,1,1,2,47,991,7,8,9,1002
1,47,992,1,1,2,1,1,2,2,5,5,2,1,2,3,1,2,2,3,2,2,2,3,2,3,3,3,5,3,3,1,1,1,1,1,4,2,2,2,3,4,1,2,1,3,3,1,4,1,3,3,3,9,99,99,99,9,3,1,3,3,1,1,1,1,2,1,2,47,992,7,4,9,1055
1,47,993,2,1,2,1,1,5,2,2,1,2,1,2,2,1,3,2,1,2,2,2,1,3,1,2,2,7,1,1,2,4,4,2,2,4,1,1,2,2,5,2,4,2,3,1,3,3,2,3,3,1,9,99,99,99,9,3,3,3,3,1,1,3,1,2,0,2,47,993,5,4,9,1332
1,47,994,2,1,1,1,2,2,2,1,1,1,1,1,3,2,1,3,1,1,1,2,1,1,1,1,2,3,1,1,4,4,4,4,4,4,1,1,1,2,3,2,4,2,3,2,4,4,1,3,1,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,994,8,7,9,1090
1,47,995,2,1,2,1,2,3,4,3,1,2,1,1,3,2,2,3,2,1,2,2,1,2,3,2,2,3,2,3,2,2,3,1,1,1,2,2,2,0,1,1,0,1,3,1,2,1,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,995,8,4,9,1042
1,47,996,1,1,2,1,2,2,2,5,5,2,4,3,2,1,2,3,3,2,3,2,5,2,3,3,3,3,3,3,2,2,1,1,1,1,4,2,1,5,1,2,0,2,3,1,4,4,1,3,1,1,9,99,99,99,9,3,1,3,1,1,1,1,2,2,1,2,47,996,7,7,9,1017
1,47,997,1,1,2,1,2,3,2,2,2,1,1,2,3,2,2,3,2,2,2,2,1,2,3,3,2,3,3,3,1,1,3,2,1,3,2,2,2,5,1,1,4,2,3,1,1,2,1,1,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,997,8,9,9,1388
1,47,998,2,1,1,1,11,11,2,2,1,3,1,1,1,1,2,3,2,2,1,2,1,2,3,11,3,6,3,3,1,2,3,4,2,3,3,2,2,0,1,2,5,5,3,3,5,2,3,2,3,2,9,99,99,99,9,1,3,1,3,2,1,3,2,1,1,2,47,998,1,4,9,1411
1,47,999,2,1,2,1,1,1,2,5,2,3,1,3,3,2,3,4,3,1,3,2,1,2,3,3,2,2,2,1,1,1,2,1,1,1,2,2,2,3,1,3,4,2,3,1,1,3,1,2,3,1,9,99,99,99,9,3,1,3,1,3,1,3,1,1,1,2,47,999,6,2,9,1410
1,47,1000,4,1,1,1,1,1,1,5,3,1,1,2,2,1,1,4,1,2,1,2,3,3,3,3,3,7,1,1,1,1,1,1,1,1,3,2,2,9,1,1,3,3,3,1,3,3,1,3,3,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,1000,8,4,9,1485
1,47,1001,3,1,2,1,2,3,2,2,2,3,1,2,2,1,2,1,3,3,3,2,3,2,3,4,3,3,3,3,3,2,1,1,1,1,2,1,2,9,5,1,4,2,1,1,4,4,1,1,2,1,9,99,99,99,9,3,1,2,1,1,1,1,1,1,1,2,47,1001,7,8,9,1447
1,47,1002,3,1,2,1,1,1,7,1,1,1,1,3,3,3,1,1,2,3,2,3,2,2,3,4,3,3,2,2,1,2,1,4,4,4,1,1,2,10,1,1,4,2,1,1,1,5,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,3,1,1,2,47,1002,7,8,9,2102
1,47,1003,2,1,2,1,1,1,5,5,2,4,2,3,3,1,2,2,3,2,3,2,2,2,3,6,3,4,2,2,2,1,1,1,2,4,2,2,2,5,1,1,5,4,1,1,1,1,1,1,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,1003,8,7,9,2101
1,47,1004,2,1,1,1,6,0,5,2,1,1,2,2,3,1,2,2,2,1,2,2,3,3,1,11,3,3,3,2,2,4,4,3,2,4,3,3,3,5,1,1,4,5,1,5,2,1,2,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,1004,8,6,9,2164
1,47,1005,2,1,2,1,1,1,7,1,1,2,1,3,3,2,1,3,1,2,2,2,1,2,3,7,2,3,2,2,1,1,2,1,1,1,2,2,2,5,1,3,5,5,1,5,2,1,1,3,3,3,2,98,98,2,1,3,1,3,1,1,2,2,1,2,1,2,47,1005,6,3,9,2040
1,47,1006,1,1,0,1,1,1,1,5,2,2,1,3,2,1,2,3,2,2,3,2,2,2,3,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,3,1,4,2,1,1,3,3,1,3,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,2,1,2,47,1006,8,3,9,2127
1,47,1007,2,1,2,1,1,4,3,1,1,1,1,1,3,2,1,3,1,1,2,2,2,2,3,2,3,6,2,2,1,1,1,1,1,1,1,2,2,3,5,1,3,1,1,1,1,2,1,1,1,2,9,99,99,99,9,3,1,1,1,1,1,1,1,2,1,2,47,1007,7,6,9,2155
1,47,1008,2,1,1,1,4,2,7,1,1,1,1,1,0,1,1,3,1,1,0,3,1,0,1,3,2,6,1,1,1,4,1,4,2,1,1,1,1,3,5,4,1,4,1,1,5,5,1,1,1,2,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,1008,8,99,9,2103
1,47,1009,2,1,2,1,9,9,7,1,3,3,2,2,0,2,2,4,3,1,3,2,4,2,2,4,0,3,2,1,1,1,3,1,1,2,3,2,3,5,1,1,4,2,1,0,2,2,2,3,3,3,2,98,98,1,1,0,1,3,2,1,1,2,1,1,1,2,47,1009,6,4,9,2005
1,47,1010,5,1,1,1,10,10,6,4,2,3,4,3,1,1,4,4,3,2,1,2,4,2,1,1,2,8,3,3,1,4,4,1,1,1,2,2,2,9,5,3,2,3,1,1,1,1,1,1,1,1,2,98,98,1,1,1,3,1,3,3,3,3,3,2,1,2,47,1010,0,6,9,2015
1,47,1011,1,1,1,1,0,0,5,5,5,5,1,1,3,4,1,4,1,3,1,2,5,1,1,1,2,4,3,3,1,3,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1,1,1,1,3,3,1,3,1,2,3,2,2,2,2,2,2,2,2,2,1,2,47,1011,0,10,9,2236
1,47,1012,1,1,1,2,1,1,1,3,3,4,4,2,1,1,4,1,2,3,3,2,4,2,3,4,3,2,1,2,2,1,1,2,1,1,2,1,3,5,1,3,4,2,1,2,3,3,4,2,1,1,2,98,98,2,1,1,3,3,1,1,1,3,3,3,1,2,47,1012,4,3,9,2111
1,47,1013,2,1,2,2,1,1,7,3,2,3,1,2,3,1,3,2,2,3,3,2,2,2,3,3,3,5,3,2,1,3,1,1,4,4,2,2,3,7,1,1,4,2,1,2,2,3,2,1,3,3,9,99,99,99,9,0,0,0,0,0,0,0,0,0,0,2,47,1013,9,7,9,2122
1,47,1014,6,1,2,2,3,9,6,4,4,4,1,3,1,1,3,4,3,2,3,2,4,2,3,3,3,2,3,3,1,1,1,1,1,1,1,2,1,2,5,1,5,5,1,1,4,4,1,1,1,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,1014,8,7,9,2100
1,47,1015,3,1,1,2,1,3,2,5,1,3,2,2,2,1,2,4,3,1,2,2,1,1,3,3,2,6,3,2,1,1,1,1,2,1,3,2,1,4,3,1,4,1,1,1,2,5,1,1,3,1,2,98,98,2,1,3,3,1,3,1,1,3,1,1,1,2,47,1015,4,7,9,2098
1,47,1016,1,1,1,1,3,3,3,1,2,1,1,2,1,1,2,5,2,2,1,2,4,2,3,2,2,1,2,2,1,4,2,3,2,2,1,1,1,4,2,1,2,4,1,1,1,3,2,1,3,3,2,98,98,2,1,3,1,3,0,1,1,1,1,1,1,2,47,1016,7,8,9,2079
1,47,1017,1,1,1,1,2,0,3,1,1,1,1,2,1,1,2,5,2,2,1,2,3,2,3,2,2,1,3,3,1,1,1,2,2,3,1,1,1,4,1,1,4,2,1,1,4,0,1,3,1,3,2,98,98,2,1,3,1,3,1,1,3,1,1,1,1,2,47,1017,7,4,9,2080
1,47,1018,1,1,2,1,6,3,1,1,1,1,1,1,3,2,1,5,1,1,1,1,1,1,3,2,1,5,3,2,3,1,3,3,1,1,1,1,2,2,4,1,4,1,1,1,2,5,1,1,1,1,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,1018,8,8,9,2163
1,47,1019,3,1,1,1,5,5,2,5,2,1,1,1,3,1,1,5,2,1,1,2,1,2,1,2,2,6,2,2,1,4,4,1,1,4,1,1,2,3,5,1,2,4,1,1,1,1,1,1,3,1,2,98,98,2,1,1,1,1,3,1,1,1,1,1,1,2,47,1019,5,8,9,2232
1,47,1020,3,1,1,1,0,0,7,1,1,1,0,1,0,3,1,5,1,3,1,1,1,3,0,0,2,4,4,4,1,4,4,4,2,2,2,2,2,0,3,1,5,5,1,1,4,2,1,3,3,1,2,98,98,1,1,2,1,2,0,2,2,0,1,0,1,2,47,1020,2,9,9,2188
1,47,1021,1,1,1,1,1,3,2,1,1,2,1,2,3,2,1,6,2,1,2,2,1,1,1,3,2,2,2,1,3,3,4,1,4,1,1,1,1,2,4,1,4,3,1,1,2,3,1,1,3,3,9,99,99,99,9,3,1,3,1,1,1,1,1,1,1,2,47,1021,8,9,9,2184
1,47,1022,4,1,2,1,1,2,4,4,2,3,1,2,2,2,2,6,2,1,1,2,1,2,3,4,3,6,2,3,2,2,3,1,2,3,3,2,4,5,5,1,4,2,1,1,1,1,1,1,3,1,9,99,99,99,9,1,1,1,2,3,1,1,1,2,2,2,47,1022,4,7,9,2140
1,47,1023,1,1,2,1,2,2,2,4,4,5,4,2,1,1,3,6,3,1,1,1,1,3,3,10,2,6,3,2,1,1,1,1,1,1,3,3,3,5,5,2,5,5,1,1,1,1,1,3,3,1,2,98,98,1,1,3,1,3,1,2,3,3,1,2,2,2,47,1023,5,5,9,2216
1,47,1024,1,1,2,1,1,1,2,4,2,2,1,2,1,1,1,5,2,2,3,2,3,2,3,4,2,4,2,2,1,1,1,1,1,1,1,1,1,3,3,1,4,1,1,1,3,3,1,1,1,1,9,99,99,99,9,2,2,2,2,2,1,1,1,1,1,2,47,1024,3,9,9,3143
1,47,1025,1,1,1,1,4,5,4,4,2,1,1,2,2,1,3,5,2,2,3,2,1,3,1,2,2,5,3,2,1,2,1,1,1,1,2,2,2,5,5,1,4,2,1,2,1,3,1,1,1,3,2,98,98,1,1,3,1,3,1,1,1,1,0,2,1,2,47,1025,8,9,9,3101
1,47,1026,0,1,3,1,7,0,2,2,0,5,5,0,0,0,6,2,2,3,2,2,2,2,3,0,3,3,3,2,1,1,1,4,4,4,1,2,2,1,1,2,4,5,1,1,5,5,1,3,3,3,2,98,98,1,2,3,1,3,1,1,1,1,1,4,1,2,47,1026,8,7,9,3250
1,47,1027,2,1,3,1,2,5,3,0,1,1,1,1,3,3,1,0,2,1,2,3,3,2,3,3,2,2,3,3,1,1,1,4,1,4,2,1,1,6,2,1,2,3,1,1,2,2,2,0,0,0,2,98,98,1,3,3,1,1,1,1,1,3,1,0,0,2,47,1027,6,8,9,3064
1,47,1028,2,1,1,1,1,2,4,5,1,2,1,2,3,2,1,5,2,3,2,1,1,1,1,2,2,2,3,3,1,3,1,1,1,1,2,2,1,2,2,1,5,5,1,1,1,1,1,1,3,3,2,98,98,2,1,3,1,3,3,1,1,3,1,1,2,2,47,1028,6,10,9,3257
1,47,1029,2,1,2,1,4,4,4,5,5,1,1,2,3,2,2,5,2,3,2,1,2,1,1,3,3,2,2,2,1,2,2,1,2,1,2,1,2,2,5,1,0,1,1,1,2,2,1,1,1,1,2,98,98,2,1,3,3,3,3,3,1,2,2,2,1,2,47,1029,3,10,9,3116
1,47,1030,1,1,2,2,0,0,4,1,1,1,1,2,3,3,2,1,2,2,2,2,1,3,3,4,3,7,2,1,2,2,2,2,2,2,1,1,2,7,2,2,0,4,1,2,2,2,1,3,3,3,2,98,98,2,1,2,2,2,2,2,2,2,2,1,1,2,47,1030,0,7,9,3071
1,47,1031,3,1,1,2,4,6,3,5,2,2,1,3,3,1,5,5,3,1,2,2,3,3,3,3,2,3,2,1,1,3,1,1,1,4,2,2,2,8,5,1,4,2,1,1,5,5,1,3,3,3,2,98,98,2,2,3,1,3,2,1,1,3,2,1,1,2,47,1031,5,7,9,3428
1,47,1032,4,1,1,2,1,11,4,5,2,5,3,2,4,4,2,8,2,1,2,2,3,1,0,1,2,4,4,2,1,4,2,2,1,3,1,1,2,3,3,1,1,4,1,5,1,5,1,1,3,3,1,3,4,1,1,3,3,2,3,2,3,1,3,2,1,2,47,1032,1,10,9,3260
1,47,1033,1,1,2,2,4,3,4,2,1,2,2,2,3,2,2,5,2,2,2,2,3,3,3,3,2,7,2,2,1,3,3,4,1,3,3,2,3,2,3,1,3,1,1,2,2,2,1,1,1,3,2,98,98,1,1,3,1,3,1,1,1,3,1,2,1,2,47,1033,7,9,9,3195
1,47,1034,1,1,2,2,8,11,4,4,1,1,1,1,3,1,1,1,3,1,3,2,3,2,1,3,2,1,1,3,1,3,4,1,2,1,1,1,2,4,3,1,4,3,1,1,2,2,1,1,3,3,2,98,98,1,1,3,1,3,1,1,1,1,1,2,1,2,47,1034,8,8,9,3100
1,47,1035,2,1,1,2,1,3,3,2,2,1,1,1,3,2,1,6,1,1,1,2,1,1,1,3,2,2,3,2,1,4,1,1,1,1,2,2,2,3,3,1,4,1,1,1,2,2,1,1,1,1,2,98,98,1,1,1,3,1,3,3,1,3,1,2,1,2,47,1035,8,2,9,3017
1,47,1036,3,1,1,2,1,1,3,5,2,2,1,2,2,1,3,6,2,1,2,2,1,2,3,7,2,7,3,3,1,3,1,1,1,3,1,1,1,4,3,1,1,2,1,1,1,1,1,1,3,1,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,1036,8,10,9,3223
1,47,1037,3,1,1,2,4,6,3,5,5,5,1,3,4,2,2,2,2,2,2,1,2,1,1,2,2,4,3,2,1,3,3,3,1,3,3,2,2,6,4,1,4,1,1,2,2,2,2,1,2,3,2,98,98,1,1,3,1,3,1,1,1,3,2,1,1,2,47,1037,6,8,9,3218
1,47,1038,2,1,1,2,1,1,4,2,2,4,1,3,3,2,4,3,3,1,3,2,4,2,3,4,2,5,2,3,1,1,1,1,1,1,3,3,1,3,3,1,4,2,1,1,3,2,1,1,3,1,2,98,98,1,3,3,1,3,1,1,1,1,1,3,1,2,47,1038,8,8,9,3282
1,47,1039,2,1,1,2,3,4,6,1,1,2,1,1,3,2,1,6,2,1,2,2,2,2,3,2,2,7,2,3,1,4,2,4,4,4,3,2,2,4,2,1,4,2,1,1,3,5,1,1,1,1,2,98,98,3,1,3,1,3,3,1,1,1,1,1,1,2,47,1039,7,10,9,3392
1,47,1040,0,1,2,2,4,4,4,2,1,2,1,2,4,1,3,5,3,1,3,2,3,2,1,8,2,4,3,3,1,1,2,1,2,1,2,2,1,4,5,1,1,4,1,1,2,1,1,1,3,1,2,98,98,3,1,3,3,3,3,1,1,3,1,1,1,2,47,1040,5,10,9,3395
1,47,1041,2,2,2,2,6,7,3,5,2,1,1,2,3,2,3,5,2,2,2,2,1,1,1,2,2,1,3,3,1,1,1,1,1,1,2,2,2,2,5,1,4,1,1,1,1,2,1,3,3,1,1,8,2,1,1,1,1,3,1,3,1,3,1,2,1,2,47,1041,5,6,9,3099
1,47,1042,2,1,1,2,1,1,2,3,2,5,3,2,1,1,3,6,2,3,2,2,4,3,3,3,2,7,2,1,2,3,2,2,2,4,2,2,2,4,3,1,5,5,1,1,1,2,1,1,3,1,1,3,3,1,1,3,1,3,1,1,1,1,1,2,1,2,47,1042,8,8,9,3371
1,47,1043,2,1,2,2,1,1,4,2,1,5,1,2,2,2,2,3,2,3,2,2,5,2,3,2,2,3,3,2,1,1,1,1,1,1,1,1,2,3,5,2,4,2,1,1,1,2,1,3,3,1,2,98,98,2,1,3,1,3,1,1,1,2,3,1,1,2,47,1043,7,7,9,3098
1,47,1044,3,1,1,2,1,1,5,4,2,3,1,1,3,3,1,4,1,1,1,2,1,1,1,2,2,3,3,3,1,3,1,1,1,1,1,1,1,3,4,1,4,2,1,1,1,2,1,1,1,3,2,98,98,1,1,1,3,3,3,1,1,1,1,2,1,2,47,1044,5,7,9,3014
1,47,1045,2,1,2,2,1,1,3,3,2,3,1,2,3,2,1,4,3,1,2,2,1,2,1,2,2,4,3,3,1,1,1,1,1,4,1,1,1,2,4,1,4,1,1,1,1,1,1,1,3,1,2,98,98,1,1,3,1,3,1,1,1,1,1,1,1,2,47,1045,8,8,9,3295
1,47,1046,2,1,2,2,1,1,4,1,2,5,1,2,3,2,2,4,2,1,2,2,2,1,3,2,3,4,2,1,1,1,2,1,1,1,2,2,2,2,5,1,4,1,1,1,1,2,1,1,1,1,2,98,98,1,1,3,3,3,3,1,1,3,1,2,1,2,47,1046,5,4,9,3291
1,47,1047,2,1,2,2,1,2,3,5,2,3,1,2,2,1,2,1,3,2,3,2,1,2,3,4,3,3,2,2,1,2,1,1,4,4,2,2,4,5,5,1,5,5,1,1,3,3,1,1,2,3,2,98,98,1,1,3,1,3,3,1,1,1,1,2,1,2,47,1047,7,7,9,3196
1,47,1048,2,1,1,2,1,1,3,0,1,1,1,1,3,2,5,6,1,1,1,2,3,1,3,3,2,3,2,2,3,3,2,2,1,4,2,1,1,5,5,1,0,0,1,1,2,3,1,1,1,1,2,98,98,1,1,1,1,1,1,3,3,3,3,1,1,2,47,1048,2,10,9,3230
1,47,1049,6,2,2,2,4,5,2,4,2,2,1,2,3,2,5,6,2,1,2,2,1,1,3,2,3,7,3,2,1,4,4,1,1,1,2,3,3,3,5,1,4,2,1,2,2,3,2,1,1,1,2,98,98,2,1,3,1,3,3,3,1,3,1,1,1,2,47,1049,5,7,9,3155
1,47,1050,2,1,2,2,1,1,4,1,1,2,1,1,3,2,1,3,2,1,3,2,1,2,2,2,2,3,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,2,2,1,3,3,3,2,98,98,2,1,3,1,3,1,1,1,1,1,1,1,2,47,1050,8,6,9,3018
1,47,1051,2,1,1,2,3,2,4,5,2,2,1,2,3,2,2,6,1,1,1,1,2,1,1,2,2,3,2,2,2,2,1,1,2,1,2,2,2,3,5,1,1,2,1,2,2,3,1,1,3,3,2,98,98,2,1,3,1,3,3,1,1,3,1,1,1,2,47,1051,6,9,9,3245
1,47,1052,1,1,1,2,2,4,4,4,2,1,1,1,2,3,2,8,1,1,2,2,3,1,3,3,2,3,2,3,2,3,2,1,3,2,2,2,2,4,5,1,5,5,1,2,1,2,1,1,3,1,2,98,98,2,1,2,3,2,3,2,3,3,2,1,1,2,47,1052,0,10,9,3025
1,47,1053,2,1,2,2,4,7,3,5,1,2,3,1,3,3,2,8,1,1,2,2,1,3,3,3,2,7,2,3,1,3,2,1,1,1,3,3,3,3,5,1,2,1,1,1,1,1,1,1,3,3,2,98,98,2,1,3,3,3,3,3,1,2,1,1,2,2,47,1053,4,9,9,3149
1,47,1054,1,1,2,2,1,1,3,3,2,1,1,2,2,2,2,5,3,1,3,1,3,2,1,2,2,3,2,2,1,4,1,1,1,1,3,2,3,3,5,1,4,1,1,1,2,3,1,3,3,3,2,98,98,2,1,2,1,2,1,0,1,2,1,2,1,2,47,1054,5,8,9,3421
1,47,1055,1,1,1,2,3,3,4,3,2,3,5,2,3,1,2,6,2,1,2,2,1,3,3,3,1,7,2,2,2,3,3,3,1,1,2,2,2,9,3,1,2,1,1,1,1,1,1,1,1,1,2,98,98,2,1,2,2,1,2,2,1,1,2,1,1,2,47,1055,2,7,9,3355
1,47,1056,2,1,1,2,1,2,4,4,2,5,1,2,3,1,3,3,2,1,3,2,1,3,3,2,2,2,3,1,1,3,1,1,1,2,2,2,1,5,3,1,4,1,1,2,2,2,1,1,3,1,2,98,98,2,1,3,1,3,1,1,1,1,1,2,1,2,47,1056,8,10,9,3129
1,47,1057,2,1,2,1,11,11,3,2,5,4,1,2,4,1,2,1,2,2,2,2,2,2,3,6,3,6,1,3,2,2,2,1,1,1,2,1,2,5,1,1,5,0,1,1,1,5,1,3,3,3,2,98,98,98,1,3,1,1,0,1,3,1,1,1,1,2,47,1057,6,99,9,3220
1,47,1058,2,1,1,1,2,3,4,5,2,2,1,1,1,2,1,5,1,1,1,2,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,2,1,2,3,1,2,4,1,1,2,2,1,1,3,3,2,98,98,1,2,3,2,3,2,1,1,3,1,2,1,2,47,1058,5,10,9,3418
1,47,1059,2,1,1,1,3,3,4,4,1,1,1,3,2,1,3,5,2,2,3,2,2,2,3,3,2,3,2,3,1,3,1,1,1,4,2,2,2,2,5,1,2,4,1,1,2,2,1,1,1,1,2,98,98,2,1,3,1,3,1,1,1,1,1,2,1,2,47,1059,8,8,9,3423
1,47,1060,2,1,1,1,6,7,4,4,5,3,1,1,1,4,2,5,2,1,2,2,1,1,1,2,2,5,3,3,2,2,3,2,1,1,2,2,2,3,4,1,5,5,1,1,1,1,1,3,3,3,2,98,98,2,1,3,1,3,1,3,1,1,1,1,1,2,47,1060,7,9,9,3415
1,47,1061,3,1,2,1,1,1,5,5,2,1,1,2,3,2,2,5,2,1,1,2,2,2,1,2,2,3,2,2,1,3,1,1,1,3,2,2,3,2,4,1,4,1,1,1,2,3,1,1,1,1,2,98,98,2,1,3,1,3,1,1,1,1,1,2,1,2,47,1061,8,9,9,3079
1,47,1062,2,2,2,1,3,4,2,3,2,2,2,3,1,1,3,6,2,1,2,2,4,2,1,1,2,1,3,2,1,3,4,1,2,2,2,2,2,8,4,1,3,2,1,1,1,2,2,1,2,1,2,98,98,2,1,2,1,2,1,3,3,3,1,2,1,2,47,1062,3,9,9,3369
1,47,1063,2,2,1,1,2,5,3,3,2,3,1,2,3,1,6,6,2,3,1,2,4,1,1,2,3,1,3,3,2,3,4,4,3,3,3,3,3,3,5,2,3,4,1,1,1,1,1,3,3,1,2,98,98,2,1,3,1,3,1,1,1,1,1,1,1,2,47,1063,8,5,9,3420
1,47,1064,2,2,2,1,2,3,3,2,2,1,1,2,3,1,1,6,2,1,2,2,1,1,1,1,2,1,3,2,1,3,3,2,3,3,1,1,1,3,5,1,2,1,1,1,1,0,1,1,1,1,2,98,98,2,1,3,1,3,1,1,1,1,1,1,1,2,47,1064,8,10,9,3422
1,47,1065,2,1,1,1,3,5,3,1,1,3,1,1,3,2,2,6,2,1,2,2,1,1,1,1,2,2,3,3,1,4,4,1,4,3,3,1,2,5,3,1,5,5,1,1,2,3,1,1,3,3,2,98,98,1,2,3,1,3,1,1,1,1,1,2,1,2,47,1065,8,10,9,3210
1,47,1066,2,1,1,1,5,5,3,3,2,2,1,2,2,2,2,6,2,1,2,2,2,1,1,8,2,2,2,1,2,1,2,1,2,1,1,1,3,2,4,1,4,2,1,1,2,3,2,1,3,1,2,98,98,1,1,3,3,3,3,1,1,3,1,1,1,2,47,1066,5,8,9,3247
1,47,1067,2,1,1,1,11,11,4,4,2,4,1,2,2,1,1,6,2,1,1,2,4,3,1,1,2,2,2,2,1,4,1,1,1,1,1,1,1,7,5,1,4,2,1,1,1,1,1,3,3,1,2,98,98,2,1,3,1,3,1,1,1,3,1,2,2,2,47,1067,7,8,9,3215
1,47,1068,2,1,1,1,1,1,4,3,2,2,1,2,3,1,2,6,2,1,2,2,2,1,1,1,2,2,2,2,2,3,2,3,3,3,3,3,2,3,4,1,2,4,1,1,1,1,1,1,1,1,2,98,98,2,1,3,1,3,1,1,1,3,1,1,2,2,47,1068,7,8,9,3444
