CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.26F.,Q.26G.,Q.26H.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38A.,Q.38B.,Q.38C.,Q.38D.,Q.38E.,Q.38F.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48A.,Q.48B.,Q.48C.,Q.48D.,Q.48E.,V.49.,V.50.,CARD..1,DECK..1,BALLOT..1,FORM..1,V.51.,V.52.
1,219,259,2,3,7,1,6,1,6,2,6,1,6,2,2,4,1,1,3,4,5,2,3,5,2,2,5,4,4,1,2,1,2,1,2,1,1,5,10,2,2,2,4,3,1,2,3,1,1,2,2,1,1,1,3,4,2,1,3,2,1,5,2,1,1,2,2,2,2,5,2,219,259,2,1,815
1,219,260,2,5,6,2,5,2,6,6,4,0,4,0,4,4,2,1,2,3,3,2,2,1,1,2,4,2,3,1,1,1,1,1,2,1,1,3,10,1,2,5,3,2,2,2,1,1,2,1,2,1,1,5,2,2,4,1,2,3,1,6,2,3,1,2,1,1,2,5,2,219,260,2,0,127
1,219,261,2,3,7,2,7,2,1,5,11,1,4,4,4,7,0,1,2,3,4,1,3,3,2,2,5,5,4,1,1,1,1,2,1,1,3,3,10,1,4,2,4,1,2,2,2,1,1,1,2,1,1,2,1,5,1,2,3,3,1,5,2,1,1,2,1,2,2,5,2,219,261,2,1,507
1,219,262,2,0,6,3,7,1,6,4,7,1,3,1,2,4,1,1,3,3,4,2,3,3,1,2,4,4,3,3,1,2,2,1,0,1,3,3,10,1,2,3,4,2,2,3,1,2,1,2,2,2,2,2,2,1,4,2,2,2,1,3,1,1,2,2,2,1,2,3,2,219,262,2,0,503
1,219,263,2,2,7,3,7,2,2,3,7,1,3,4,3,6,3,1,3,6,9,2,1,1,1,2,4,4,3,3,1,1,3,1,2,1,3,1,10,1,2,2,5,3,1,1,1,1,2,2,1,1,1,5,3,4,6,2,2,2,1,3,3,3,3,2,1,3,2,5,2,219,263,2,0,606
1,219,264,2,3,6,2,7,1,6,3,4,2,5,1,2,3,1,2,3,3,5,2,3,4,2,2,5,4,3,1,1,3,3,1,2,1,3,2,10,1,4,2,4,2,1,2,5,1,1,1,0,2,2,2,2,2,5,2,2,2,1,4,1,1,1,2,1,2,2,5,2,219,264,2,1,209
1,219,265,2,3,5,1,6,2,1,4,5,2,5,2,3,4,1,3,2,2,3,2,3,3,2,2,4,2,3,1,3,1,1,3,2,1,3,3,10,1,2,3,4,3,2,2,3,2,1,1,0,1,1,4,2,4,2,2,2,2,1,4,2,1,3,2,3,2,2,3,2,219,265,2,1,303
1,219,266,2,3,4,1,8,2,2,4,6,1,5,2,3,6,1,1,3,5,9,2,3,3,2,2,5,5,4,1,2,1,3,3,3,1,2,3,10,1,5,2,4,3,2,1,1,1,2,2,1,2,2,4,3,2,5,2,4,2,3,7,3,3,3,3,3,3,2,5,2,219,266,2,1,703
1,219,267,2,2,7,2,6,2,6,4,4,1,4,1,2,4,1,1,2,4,5,1,3,2,1,2,4,4,3,1,1,1,1,1,3,3,2,3,10,1,4,3,3,3,1,1,2,1,2,2,1,2,2,2,3,3,5,1,4,3,1,6,2,3,3,3,3,1,2,5,2,219,267,2,0,110
1,219,268,2,3,5,2,8,2,1,3,17,2,5,2,3,4,1,1,2,3,5,1,3,4,2,2,4,2,3,1,2,1,2,1,1,1,2,2,10,5,2,3,4,3,3,1,1,1,2,2,1,2,2,5,3,2,5,1,2,1,1,3,1,2,1,1,2,2,2,3,2,219,268,2,0,701
1,219,269,2,4,4,2,8,2,2,6,4,2,5,1,3,5,2,1,3,5,5,2,3,2,2,2,5,4,3,1,3,3,1,1,3,1,3,5,10,1,4,2,4,3,1,1,1,1,2,2,1,1,1,4,3,3,3,3,4,1,1,3,2,3,3,3,1,2,2,5,2,219,269,2,1,201
1,219,270,2,3,6,1,8,2,1,4,6,1,4,1,2,3,2,1,2,3,5,2,3,4,3,2,5,4,3,2,2,3,1,1,2,1,3,4,10,4,4,2,5,3,2,1,1,2,2,1,1,1,2,4,3,4,5,1,2,2,1,3,3,3,2,2,3,2,2,5,2,219,270,2,1,706
1,219,271,2,2,5,2,7,1,6,3,6,3,5,2,3,5,2,1,3,3,4,1,2,2,2,2,5,4,3,3,3,1,3,1,3,1,3,5,10,4,4,2,4,2,2,3,3,2,1,2,2,1,1,4,2,4,6,4,2,2,2,1,4,0,0,0,0,0,2,1,2,219,271,2,0,904
1,219,272,2,5,6,2,6,1,6,3,4,1,4,0,4,7,2,1,3,2,4,1,2,1,2,2,1,5,2,1,1,1,2,2,1,2,2,4,10,5,5,3,2,1,1,2,3,1,1,1,2,1,1,4,1,5,2,1,2,1,1,6,2,1,1,1,1,1,2,5,2,219,272,2,0,111
1,219,273,2,5,6,2,6,1,6,3,4,0,5,1,2,3,2,1,2,3,4,1,3,4,1,2,4,2,2,1,3,1,3,1,1,1,1,2,10,1,0,2,3,3,3,1,2,1,2,1,1,2,1,4,3,2,4,1,1,1,1,2,2,3,2,2,1,2,2,5,2,219,273,2,0,410
1,219,274,2,2,7,1,5,2,1,5,9,1,4,1,2,3,3,1,3,3,3,1,3,4,2,2,5,4,4,1,1,1,1,2,1,1,2,5,10,5,4,2,5,3,1,1,1,1,2,2,2,1,1,1,3,4,2,2,4,2,1,5,2,3,3,2,3,2,2,3,2,219,274,2,2,205
1,219,275,2,2,7,2,5,1,6,3,7,1,5,4,3,6,2,1,2,4,5,1,1,1,1,2,5,4,3,1,1,1,1,1,2,3,2,2,10,3,2,2,3,2,2,2,5,1,1,2,2,1,2,4,2,4,2,3,2,2,1,5,2,3,1,1,1,1,2,5,2,219,275,2,0,604
1,219,276,2,3,6,1,7,1,6,3,5,2,5,3,4,6,1,2,3,5,6,2,2,2,1,2,4,2,3,1,1,1,2,1,1,1,2,2,10,3,2,3,4,2,2,1,1,1,1,1,1,1,1,5,1,1,5,3,2,2,1,5,2,0,1,0,1,2,2,3,2,219,276,2,1,310
1,219,277,2,1,5,2,6,3,1,5,8,1,5,1,2,3,1,1,2,3,4,1,3,4,2,2,5,5,4,3,1,2,3,2,0,1,3,5,10,1,5,5,3,3,2,1,2,1,2,2,1,2,2,5,3,1,5,2,3,1,1,4,1,2,2,2,3,2,2,5,2,219,277,2,1,603
1,219,278,2,2,6,1,7,1,6,4,5,2,5,2,2,4,2,1,3,5,6,2,3,2,1,2,4,4,3,1,1,1,1,1,2,1,2,4,10,1,4,4,4,3,3,2,1,1,2,2,1,1,1,1,3,5,2,1,4,1,1,2,2,3,3,2,1,2,2,3,2,219,278,2,1,307
1,219,279,2,3,6,1,8,2,1,5,11,1,4,3,2,3,2,1,3,2,3,2,3,5,1,2,5,3,3,1,1,3,2,1,2,1,2,5,10,2,3,4,3,3,3,4,2,1,2,1,1,2,2,5,3,4,3,3,4,2,1,1,4,0,3,0,0,0,2,5,2,219,279,2,1,519
1,219,280,2,4,6,2,7,1,6,4,4,2,5,1,2,3,1,1,2,3,3,1,3,4,1,2,5,4,3,1,1,1,1,1,1,1,2,5,10,2,2,2,4,3,1,1,2,1,2,2,1,1,1,4,2,4,5,2,2,1,1,5,2,2,2,2,1,2,2,5,2,219,280,2,1,202
1,219,281,2,2,5,1,7,1,6,3,5,0,5,1,2,3,3,3,1,2,3,1,3,3,3,2,5,4,3,1,1,1,1,1,3,1,3,5,10,1,4,2,4,3,1,2,1,1,2,2,1,2,1,5,3,2,5,1,2,2,1,4,1,1,2,2,3,2,2,3,2,219,281,2,1,301
1,219,282,2,2,7,2,2,2,6,4,4,1,4,4,3,7,1,1,3,5,7,2,1,2,2,2,3,3,4,3,1,2,3,1,2,1,3,3,10,2,2,4,3,3,2,2,1,2,1,1,2,1,1,2,3,3,3,2,2,2,1,2,1,2,2,2,1,2,2,5,2,219,282,2,0,401
1,219,283,2,2,5,1,7,1,6,3,3,3,3,1,2,4,3,1,3,3,5,2,2,3,2,2,5,5,4,3,2,1,1,1,2,1,2,5,10,4,3,6,3,3,2,1,1,1,2,2,2,2,2,4,2,3,3,1,4,2,1,5,2,1,3,3,1,1,2,1,2,219,283,2,0,308
1,219,284,2,3,5,2,7,2,6,3,2,3,5,2,3,4,2,2,3,3,5,1,3,3,2,2,5,4,3,3,1,1,1,2,3,1,3,5,10,6,5,3,3,3,4,3,1,1,2,2,1,1,2,4,3,1,5,2,4,2,1,4,1,1,2,2,1,1,2,1,2,219,284,2,1,106
1,219,285,2,5,5,2,7,2,6,5,3,3,5,1,1,3,2,3,1,3,3,1,3,4,1,2,4,2,2,1,1,1,1,1,2,1,3,2,10,2,2,4,3,3,2,1,1,1,2,2,1,1,2,4,3,1,5,2,2,1,1,5,2,3,1,2,3,2,2,1,2,219,285,2,1,12
1,219,286,2,3,5,1,7,2,6,3,2,3,4,1,2,3,3,3,2,4,7,1,3,4,1,2,5,5,3,3,3,1,1,1,1,3,2,2,10,4,4,3,4,3,2,2,2,1,2,1,2,2,2,4,3,4,5,2,2,3,1,7,3,1,2,3,1,2,2,1,2,219,286,2,1,112
1,219,287,2,2,4,3,6,1,6,2,1,3,3,3,3,6,1,3,3,4,7,2,1,2,1,2,5,3,4,3,1,1,1,1,1,1,3,5,10,2,3,3,4,3,2,1,1,1,1,2,2,2,2,5,3,2,5,2,2,2,1,5,3,2,1,3,1,2,2,1,2,219,287,2,0,802
1,219,288,2,2,7,1,6,2,1,3,3,3,5,1,2,4,2,1,3,4,5,2,2,4,2,2,5,4,2,1,1,1,0,1,0,1,0,5,10,0,0,0,3,3,2,1,1,1,2,2,1,2,2,4,3,4,5,1,3,1,1,5,2,1,2,2,1,2,2,1,2,219,288,2,1,119
1,219,289,2,3,5,2,7,1,6,2,2,0,5,4,4,0,2,1,3,4,5,2,1,4,1,2,4,2,2,1,1,1,1,1,1,1,1,2,10,2,1,4,3,3,1,1,1,1,2,2,1,1,1,4,3,2,5,3,2,1,1,5,2,3,1,3,3,1,2,1,2,219,289,2,1,10
1,219,290,2,4,5,2,6,2,1,4,3,3,4,3,2,4,1,1,3,4,6,2,3,4,1,2,4,3,3,1,1,1,1,1,2,1,2,2,10,0,2,4,5,3,2,1,2,1,2,2,1,1,2,4,3,3,4,1,4,1,1,5,2,1,1,2,3,2,2,1,2,219,290,2,0,424
1,219,291,2,2,5,0,8,2,1,3,3,0,4,1,2,0,1,1,2,3,3,2,3,4,1,2,5,4,4,1,1,1,1,3,2,1,2,3,10,1,4,5,3,3,2,2,4,1,1,1,2,2,1,2,3,5,4,1,3,3,1,5,2,1,2,2,1,1,2,1,2,219,291,2,1,127
1,219,292,2,2,4,3,6,1,6,2,1,3,3,3,2,5,2,1,3,4,5,2,2,3,2,2,5,4,3,2,1,1,1,1,2,1,2,3,10,1,4,3,5,2,2,2,2,2,1,1,2,1,1,5,2,3,3,3,4,3,1,3,1,2,1,1,2,1,2,1,2,219,292,2,0,757
1,219,293,2,2,6,3,6,2,2,3,13,1,2,1,2,3,2,2,3,5,6,2,3,4,1,2,4,4,3,1,1,3,1,1,3,1,3,2,9,1,2,4,4,3,1,1,2,1,2,2,1,2,2,5,3,3,5,1,2,2,1,2,1,1,2,2,3,3,2,3,2,219,293,2,2,403
1,219,294,2,3,5,3,8,2,1,3,13,1,4,2,2,3,1,1,2,3,3,2,3,4,1,2,5,5,4,1,1,1,3,1,3,3,3,5,9,1,2,3,3,3,2,2,1,1,2,2,1,2,2,5,3,3,5,1,4,3,1,4,2,2,2,2,3,2,2,3,2,219,294,2,2,304
1,219,295,2,2,6,3,7,2,2,3,12,2,2,1,2,3,2,3,2,3,5,1,3,3,2,2,4,4,3,3,1,1,1,1,0,3,3,5,9,4,4,2,4,2,2,3,2,2,1,2,1,1,1,2,2,3,3,2,2,2,1,4,1,3,2,2,1,2,2,3,2,219,295,2,1,919
1,219,296,2,3,5,2,7,2,6,3,4,1,5,4,4,6,3,1,3,3,4,2,1,1,2,2,5,5,3,1,3,1,1,1,1,1,2,5,9,4,2,3,3,2,2,2,2,1,1,1,1,1,1,5,2,4,4,2,2,3,1,6,2,1,1,2,3,2,2,5,2,219,296,2,0,130
1,219,297,2,3,6,1,8,2,2,4,6,1,3,3,3,6,3,1,3,3,3,1,3,1,1,2,0,3,3,1,2,1,1,1,2,1,1,1,9,0,3,3,3,0,5,0,5,1,1,0,0,1,1,4,0,3,0,0,0,0,1,6,3,1,1,1,1,2,2,5,2,219,297,2,1,724
1,219,298,2,4,5,2,7,2,6,3,4,2,5,4,4,0,3,1,2,3,7,2,2,2,2,2,4,4,3,1,2,1,1,1,1,1,2,3,9,1,4,3,4,3,2,2,2,1,1,1,2,1,1,4,2,3,4,1,2,2,1,4,1,3,1,2,1,1,2,5,2,219,298,2,1,213
1,219,299,2,2,5,2,7,2,6,4,4,1,4,1,2,2,2,1,2,3,5,1,3,5,1,2,5,4,3,1,3,1,1,1,2,1,3,5,9,2,4,3,3,3,2,1,1,1,2,1,2,2,2,5,3,2,4,2,2,2,1,6,2,3,1,2,3,1,2,5,2,219,299,2,0,105
1,219,300,2,2,5,1,6,1,6,3,8,1,2,3,3,6,2,1,3,4,7,2,1,1,2,2,5,5,4,3,3,3,3,3,3,3,3,5,6,4,5,4,3,2,2,1,1,1,1,1,2,2,2,5,2,4,5,1,3,3,1,7,1,2,1,1,3,2,2,5,2,219,300,2,0,930
1,219,301,2,1,4,3,7,2,1,4,17,1,1,3,4,5,3,1,2,3,5,2,1,3,2,2,5,4,3,2,1,3,2,1,2,1,3,5,6,1,4,2,5,3,2,2,2,1,2,1,1,1,1,5,3,2,5,1,2,3,1,5,2,1,2,2,1,2,2,3,2,219,301,2,1,805
1,219,302,2,2,4,3,7,1,6,2,17,1,2,3,3,6,2,1,3,4,5,2,2,2,1,2,4,3,3,3,1,1,1,1,3,1,3,5,6,4,3,2,4,2,3,3,2,1,2,1,1,1,2,5,2,2,4,2,2,3,1,5,2,1,2,3,1,2,2,3,2,219,302,2,1,806
1,219,303,2,3,4,1,8,2,1,3,6,2,3,2,4,6,1,1,2,3,4,1,1,4,1,2,5,4,4,3,3,1,1,3,1,1,1,3,6,1,4,2,5,3,2,2,2,1,2,2,2,2,2,5,3,2,4,1,3,2,1,3,1,1,1,1,1,1,2,1,2,219,303,2,0,919
1,219,304,2,2,5,1,8,2,6,3,6,2,1,1,4,4,2,1,3,1,2,1,2,1,2,2,5,5,4,1,2,1,1,1,2,1,2,3,6,1,4,2,5,2,2,1,1,1,2,1,2,1,1,1,2,2,5,2,2,2,1,6,2,1,2,2,1,1,2,5,2,219,304,2,0,534
1,219,305,2,2,5,2,6,2,2,4,8,1,4,3,4,6,3,2,2,3,3,2,3,1,1,2,4,4,3,1,1,1,2,1,1,1,1,5,6,4,4,2,2,2,3,2,3,2,1,1,2,1,1,2,3,4,2,2,2,1,1,6,2,1,2,2,2,2,2,5,2,219,305,2,1,9
1,219,306,2,1,5,1,6,2,1,4,4,1,4,3,3,6,2,1,2,3,5,2,1,1,1,2,5,4,3,1,1,1,1,3,0,1,3,5,6,2,2,2,4,3,1,2,1,1,2,1,1,1,1,0,3,4,0,2,2,2,1,5,2,1,0,0,0,0,2,5,2,219,306,2,0,133
1,219,307,2,3,3,2,8,2,6,5,6,2,3,2,4,6,1,2,3,4,5,2,3,1,3,2,5,5,3,2,2,1,1,1,3,1,2,3,6,6,4,2,4,3,3,2,1,1,2,2,1,2,2,5,3,3,3,0,4,2,1,3,1,2,2,2,2,2,2,5,2,219,307,2,0,538
1,219,308,2,3,4,2,7,2,6,6,8,1,3,1,1,2,1,1,2,2,3,1,3,4,1,2,4,3,3,3,2,1,3,3,3,1,3,3,6,1,4,2,5,3,2,4,3,1,2,1,0,1,1,5,3,4,2,2,2,2,1,2,1,2,2,2,1,2,2,5,2,219,308,2,1,613
1,219,309,2,5,6,1,5,1,6,4,8,1,2,3,3,4,2,3,2,3,3,1,1,1,2,2,5,4,3,2,2,1,2,2,2,1,2,5,6,4,2,3,3,1,2,1,1,1,2,2,1,2,2,2,3,3,3,3,2,2,3,7,3,3,3,2,2,2,2,5,2,219,309,2,1,403
1,219,310,2,2,5,2,8,2,1,5,5,1,2,1,1,1,1,1,2,1,1,1,3,4,3,2,4,4,2,1,1,1,1,1,1,1,1,3,6,5,5,3,4,2,2,2,2,1,1,1,2,1,1,4,2,2,4,1,2,1,1,2,1,2,2,2,2,2,2,3,2,219,310,2,1,504
1,219,311,2,3,5,1,6,2,6,3,5,2,4,3,3,5,3,2,3,3,4,2,3,4,1,2,5,4,3,3,3,1,3,1,3,3,3,2,6,4,2,4,4,3,2,2,3,1,2,1,2,2,2,4,3,3,3,2,3,2,1,6,0,1,3,3,1,2,2,5,2,219,311,2,1,803
1,219,312,2,2,4,1,7,1,6,5,4,1,4,3,3,5,1,2,3,3,7,1,2,2,1,2,5,4,2,3,1,1,1,1,3,1,3,5,6,2,2,3,3,3,2,3,2,1,2,2,1,1,1,4,3,2,3,1,4,1,1,2,1,3,2,2,3,2,2,5,2,219,312,2,0,705
1,219,313,2,5,5,2,6,2,6,4,8,1,2,3,3,4,2,1,2,2,4,1,2,3,1,2,4,2,2,0,3,1,1,2,0,1,3,2,6,1,2,3,2,3,2,1,2,1,2,2,1,1,2,4,3,2,5,3,2,2,1,2,1,2,2,2,2,2,2,5,2,219,313,2,0,933
1,219,314,2,2,4,3,7,1,6,2,1,0,2,3,3,4,2,1,3,3,5,2,2,4,1,2,5,4,4,2,3,1,1,1,1,1,3,5,6,1,4,2,2,1,1,1,1,1,2,2,1,1,1,5,1,2,4,2,2,2,3,7,4,3,1,1,3,3,2,1,2,219,314,2,0,718
1,219,315,2,1,4,3,6,1,6,2,1,3,2,2,4,4,2,1,2,3,5,2,3,4,2,2,5,3,4,3,1,1,3,1,2,1,2,5,6,3,5,3,5,3,1,2,1,1,2,2,1,1,2,5,3,2,5,1,3,2,1,3,3,1,1,3,1,2,2,1,2,219,315,2,0,751
1,219,316,2,1,4,3,6,1,0,3,1,3,2,1,4,4,1,1,2,2,3,2,3,4,1,2,5,4,3,1,1,1,2,2,2,1,2,5,6,5,2,2,3,3,2,1,1,1,2,2,1,1,2,5,3,2,4,1,3,2,1,3,3,3,1,1,2,3,2,1,2,219,316,2,0,725
1,219,317,2,2,5,3,8,1,6,2,1,3,2,3,3,5,2,1,3,3,5,2,2,4,1,2,4,3,3,2,1,1,3,1,3,1,3,5,6,2,3,2,3,3,2,1,5,2,2,2,1,1,2,4,3,4,3,2,4,3,1,3,1,2,2,3,2,3,2,1,2,219,317,2,0,772
1,219,318,2,2,4,3,6,1,6,2,1,3,2,3,4,5,2,1,2,3,5,2,2,3,1,2,5,3,3,1,2,1,2,2,2,1,2,2,6,5,3,2,3,3,2,1,2,2,2,2,1,2,2,5,2,3,3,2,2,4,1,7,3,1,2,2,1,3,2,1,2,219,318,2,0,421
1,219,319,2,1,4,3,7,1,6,3,1,3,1,3,4,4,3,1,2,2,5,1,3,4,2,2,5,5,3,3,1,1,1,1,2,1,2,5,6,5,3,1,5,3,1,0,5,1,2,2,1,2,1,5,2,3,4,1,1,3,1,7,3,3,2,1,1,3,2,1,2,219,319,2,0,705
1,219,320,2,2,5,2,8,3,6,4,0,1,3,3,4,0,2,2,3,0,0,2,1,2,3,2,4,5,4,3,3,1,3,1,1,0,3,5,6,1,3,2,3,1,2,2,3,2,1,1,1,1,1,5,1,4,1,1,2,1,1,1,4,2,2,2,2,2,2,3,2,219,320,2,1,508
1,219,321,2,1,4,3,7,1,6,2,1,3,2,3,2,3,1,1,2,1,2,2,2,3,2,2,5,5,3,2,1,1,2,1,2,3,3,3,6,2,4,3,3,2,3,2,1,2,1,1,1,1,1,2,1,5,3,4,2,2,1,4,1,1,2,3,3,1,2,1,2,219,321,2,0,717
1,219,322,2,1,6,3,6,1,6,3,1,3,1,2,2,3,2,1,2,2,5,1,2,2,3,2,5,0,3,0,0,0,0,0,0,0,0,5,6,5,3,2,3,2,2,2,5,1,1,1,1,1,1,1,3,3,2,3,2,2,1,5,1,1,3,3,1,3,2,1,2,219,322,2,0,740
1,219,323,2,1,4,3,6,2,6,3,1,3,2,3,3,5,2,1,2,3,5,1,3,3,3,2,5,5,3,3,3,1,1,1,3,3,3,5,6,5,3,4,4,2,3,4,2,1,1,2,2,2,2,4,2,3,6,3,2,3,1,4,3,3,1,3,3,2,2,1,2,219,323,2,0,753
1,219,324,2,1,4,3,6,1,6,2,1,3,1,3,4,6,2,1,3,2,0,2,1,4,2,2,4,3,3,3,3,1,1,1,3,1,3,2,6,1,2,2,3,2,2,1,2,1,1,2,2,2,0,3,3,2,2,3,3,2,1,5,3,0,0,0,0,0,2,1,2,219,324,2,0,719
1,219,325,2,2,4,3,7,1,6,2,1,0,2,4,3,4,2,1,3,3,5,2,2,3,1,2,4,3,3,3,1,3,3,1,3,1,3,5,6,2,2,4,4,3,2,2,1,2,2,2,1,1,1,4,3,4,4,3,2,2,1,4,2,1,1,1,3,1,2,1,2,219,325,2,0,716
1,219,326,2,1,4,3,7,2,1,2,1,3,2,3,3,4,1,1,3,3,5,1,2,3,1,2,5,4,3,1,1,3,1,1,3,1,3,5,6,5,4,3,2,3,2,1,2,1,1,1,2,1,1,4,3,2,4,2,2,2,1,5,1,1,1,1,1,3,2,1,2,219,326,2,0,821
1,219,327,2,2,4,1,8,2,6,3,2,3,4,2,2,4,1,3,2,3,4,1,2,4,1,2,5,4,3,3,1,1,3,1,3,1,3,5,6,3,2,3,4,3,2,2,1,1,2,1,1,2,2,4,3,4,5,2,4,3,1,7,3,3,3,2,1,1,2,1,2,219,327,2,0,925
1,219,328,2,2,3,3,7,2,1,2,13,1,2,3,3,4,3,2,3,3,7,2,3,3,1,2,5,5,3,3,1,3,3,1,3,3,3,5,6,0,4,2,0,3,2,2,1,1,2,2,1,1,2,5,3,2,5,1,2,2,2,2,1,2,2,2,1,2,2,3,2,219,328,2,2,504
1,219,329,2,2,4,3,8,2,6,4,12,1,1,3,4,4,2,1,2,2,4,1,0,2,2,2,5,4,3,3,2,1,1,1,3,2,3,3,6,5,2,2,4,2,2,2,1,1,2,2,2,2,2,4,2,3,5,1,3,2,1,5,3,3,2,2,1,3,2,3,2,219,329,2,1,909
1,219,330,2,1,5,3,6,2,6,4,12,1,2,3,3,6,1,1,3,3,5,1,1,2,1,2,5,3,3,3,1,1,2,1,2,3,2,1,6,1,3,3,3,2,1,1,1,1,2,2,1,2,2,5,1,1,5,1,1,1,1,7,1,1,2,2,1,2,2,3,2,219,330,2,0,106
1,219,331,2,1,5,3,6,1,6,3,12,1,2,3,3,4,1,1,2,2,3,2,2,3,2,2,5,3,4,1,2,1,1,1,3,1,3,2,6,2,3,3,3,3,2,2,5,1,2,2,1,1,2,5,3,3,4,3,1,1,1,1,1,3,2,0,1,3,2,3,2,219,331,2,1,104
1,219,332,2,1,4,2,7,1,6,2,12,1,4,3,4,6,2,1,3,4,6,2,2,2,1,2,4,4,3,1,3,1,2,1,3,1,3,5,6,1,2,4,4,3,2,1,2,1,2,2,1,2,2,4,3,3,4,1,2,3,1,7,3,3,3,2,1,2,2,3,2,219,332,2,0,109
1,219,333,2,1,4,3,7,1,6,2,12,1,2,1,3,6,3,2,3,5,5,2,3,3,3,2,5,5,4,3,1,3,1,1,2,1,3,5,6,5,4,5,5,1,3,2,2,1,2,1,1,1,2,4,1,2,5,2,2,3,1,4,2,3,2,2,1,1,2,3,2,219,333,2,2,734
1,219,334,2,2,4,1,8,2,1,4,15,2,3,3,3,4,2,1,3,3,3,2,2,4,1,2,5,3,3,1,1,1,1,1,2,1,2,2,6,5,2,2,3,3,3,3,0,1,2,1,1,2,2,5,3,3,5,2,4,1,1,6,2,1,2,2,1,2,2,3,2,219,334,2,3,4
1,219,335,2,3,4,2,8,1,6,2,14,2,2,3,4,6,1,1,3,4,5,2,1,4,1,2,4,3,3,2,2,1,1,1,2,1,2,2,6,4,3,4,5,3,2,1,1,1,1,1,2,1,1,5,3,2,5,1,3,2,1,3,1,1,2,2,1,1,2,3,2,219,335,2,0,602
1,219,336,2,4,5,2,7,2,6,3,14,2,2,3,3,4,1,1,3,3,3,2,3,5,1,2,5,3,2,1,1,2,3,1,2,1,2,1,6,2,2,3,3,3,1,1,5,1,2,1,1,2,2,5,2,3,5,4,3,1,1,6,1,3,1,1,1,2,2,3,2,219,336,2,0,606
1,219,337,2,2,4,3,8,1,6,2,12,1,2,3,3,6,1,1,3,4,5,2,2,1,1,2,5,2,3,1,1,1,3,1,1,1,3,2,6,2,2,4,3,3,2,1,1,1,2,2,1,1,2,5,3,2,5,2,1,2,1,5,1,2,2,2,1,3,2,3,2,219,337,2,0,105
1,219,338,2,2,5,3,8,2,6,3,13,1,2,3,3,4,1,1,3,3,3,2,2,3,1,2,5,4,3,3,1,1,2,1,2,1,3,1,6,2,2,4,3,3,2,1,1,1,2,2,1,2,2,4,3,1,4,2,2,2,1,2,1,2,2,2,2,2,2,3,2,219,338,2,2,507
1,219,339,2,1,4,3,8,1,6,3,12,1,2,1,3,3,1,2,2,2,4,1,3,1,3,2,3,2,2,1,1,1,2,1,2,1,2,2,6,2,2,3,3,3,2,1,2,1,2,2,1,2,2,5,3,2,4,2,2,2,1,2,1,1,2,2,1,2,2,3,2,219,339,2,2,904
1,219,340,2,1,4,3,7,1,6,2,12,1,2,3,4,5,3,2,2,2,4,2,3,3,2,2,4,4,3,1,1,1,2,1,2,2,2,3,6,1,2,4,4,3,2,1,1,1,2,2,1,2,2,5,2,3,4,2,2,2,1,3,1,1,2,3,1,2,2,3,2,219,340,2,0,721
1,219,341,2,1,4,3,6,1,6,2,12,1,2,3,3,4,1,3,2,2,3,1,2,3,2,2,5,4,3,0,0,0,0,0,0,0,0,5,6,1,0,2,4,3,2,1,2,1,2,2,1,2,2,5,3,2,5,2,2,1,1,3,1,0,0,0,0,0,2,3,2,219,341,2,0,719
1,219,342,2,2,5,2,7,1,6,3,12,2,2,3,2,4,2,1,3,2,4,1,2,2,1,2,5,2,3,3,1,1,3,1,3,1,2,5,6,2,2,3,3,3,2,1,1,1,2,2,1,1,1,4,3,2,5,3,2,2,1,3,1,2,2,2,2,2,2,3,2,219,342,2,0,114
1,219,343,2,1,4,2,6,1,6,2,12,1,5,3,3,4,2,1,3,3,5,1,2,1,2,2,4,4,3,3,2,1,3,3,2,1,2,5,6,1,4,2,4,2,2,2,3,1,1,1,2,2,1,4,1,3,3,2,2,3,1,5,2,1,2,2,3,3,2,5,2,219,343,2,0,129
1,219,344,2,2,5,2,7,1,6,3,13,1,1,3,3,6,2,1,3,3,5,1,2,2,2,2,5,4,3,1,2,1,1,1,1,1,3,3,6,5,4,2,4,3,4,2,1,1,2,1,2,1,1,5,3,2,4,1,2,2,1,5,2,1,1,2,1,1,2,3,2,219,344,2,1,601
1,219,345,2,1,6,2,6,2,6,3,12,1,1,2,4,4,2,2,2,3,3,1,2,2,3,2,4,4,3,1,3,1,2,1,1,1,2,2,6,5,2,3,3,2,1,1,1,1,2,2,1,1,2,4,3,4,5,2,1,1,1,5,1,1,2,2,1,2,2,3,2,219,345,2,1,923
