CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.4..1,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33A.,Q.34.,Q.35A.,Q.36.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45A.,Q.46A.,Q.47.,Q.48A.,Q.49.,Q.50.,Q.51A.,Q.52A.,Q.53.,Q.54.,V.58.,V.59.
1,174,343,3,9,7,7,74,1,5,3,3,2,3,4,5,3,3,2,1,3,3,3,3,2,4,4,3,3,1,5,2,2,1,3,1,4,2,5,4,1,1,3,2,1,3,1,5,4,1,1,2,1,1,1,3,4,5,43
1,174,344,1,9,5,5,59,5,3,2,1,2,2,3,5,1,2,4,0,1,1,3,4,2,5,5,5,2,2,4,2,2,3,3,6,2,2,0,4,4,4,4,4,2,2,1,4,2,2,1,2,2,2,3,3,3,5,17
1,174,345,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,0,0,0,0,0,0,3,1,2,3,2,1,4,1,2,3,2,5,3,1,1,4,1,1,3,4,1,3,1,5,2,1,1,1,1,2,1,3,2,5,18
1,174,346,1,0,0,0,0,0,0,0,3,3,3,5,5,4,2,2,0,0,0,0,0,4,4,4,4,1,2,4,2,2,2,1,1,4,0,4,4,3,3,3,1,1,2,1,5,4,1,1,4,2,3,2,3,4,5,39
1,174,347,1,9,7,3,33,5,4,2,3,3,3,3,3,2,1,1,2,3,3,4,1,4,5,3,3,1,1,6,0,2,1,2,0,0,0,0,1,4,3,3,6,2,1,2,5,4,3,1,3,3,3,3,3,4,5,4
1,174,348,1,5,6,2,21,5,3,2,1,2,0,1,1,1,1,1,1,1,1,4,2,4,5,4,4,1,1,6,0,2,1,0,6,5,2,5,1,1,2,0,2,2,2,3,5,4,1,1,1,1,2,1,3,4,5,6
1,174,349,1,10,7,9,93,5,3,3,3,2,4,3,3,4,3,4,2,3,3,4,2,2,5,3,3,1,1,1,1,1,1,2,5,2,1,2,1,2,2,2,4,1,2,1,4,4,2,1,2,1,2,1,3,2,5,9
1,174,350,1,9,1,7,74,5,3,1,1,2,2,2,2,2,2,3,1,3,3,4,3,2,5,1,1,1,2,5,2,2,3,3,6,2,1,2,4,2,3,3,5,1,2,4,4,2,2,1,2,1,1,1,3,1,5,14
1,174,351,2,7,6,6,63,5,3,2,2,2,2,3,2,2,4,2,1,3,3,4,3,2,4,3,3,1,1,6,1,1,3,2,6,4,2,5,1,3,3,3,5,1,3,1,4,4,1,2,2,3,3,1,3,1,5,19
1,174,352,2,10,4,7,74,5,3,2,2,3,4,2,3,3,4,3,1,1,1,4,3,2,5,4,3,1,1,5,2,1,3,2,5,4,1,3,4,1,3,3,6,2,2,2,5,4,1,1,2,1,3,3,3,2,5,32
1,174,353,2,0,1,6,64,1,3,2,4,2,3,3,4,4,1,2,1,2,2,4,3,4,2,3,3,1,1,4,2,2,3,3,2,4,2,3,4,2,3,3,4,1,3,3,5,4,2,1,3,2,3,1,3,4,5,36
1,174,354,1,8,1,5,56,1,3,2,2,2,2,4,4,2,3,1,1,3,3,4,3,2,2,2,2,1,1,1,2,1,3,3,1,1,2,2,4,2,3,3,4,2,3,3,5,4,2,2,2,2,3,1,2,3,5,37
1,174,355,2,8,6,6,63,5,3,2,4,2,3,4,4,4,2,2,1,2,1,4,3,4,4,4,4,1,1,4,1,2,3,3,6,1,2,1,4,1,4,3,3,1,1,1,4,4,1,1,1,1,2,1,3,1,5,27
1,174,356,2,10,1,6,62,4,3,3,2,2,3,3,5,1,3,1,1,1,1,4,3,1,1,3,4,1,1,5,2,2,3,3,6,2,2,5,4,1,1,3,4,2,1,1,5,4,2,1,1,1,2,1,3,2,5,33
1,174,357,2,10,1,5,56,3,4,2,2,3,4,5,5,2,4,1,1,3,3,4,3,4,2,4,3,1,1,1,2,2,3,3,4,3,1,2,4,1,2,3,6,3,2,3,1,2,3,1,2,1,1,1,3,4,5,34
1,174,358,2,9,3,6,62,4,3,3,2,2,4,2,5,3,3,3,1,1,1,4,3,2,2,3,3,1,1,5,2,1,3,2,1,3,2,3,4,3,3,3,6,1,2,2,5,4,2,1,2,2,3,1,3,2,5,35
1,174,359,2,5,6,7,74,5,3,3,4,2,3,2,5,3,3,2,2,1,0,4,3,5,4,4,4,3,3,5,2,1,2,2,6,5,1,4,4,1,3,3,3,1,4,1,5,1,1,1,4,1,1,1,2,4,5,8
1,174,360,1,8,5,2,21,5,4,3,4,3,3,4,5,5,4,3,3,3,3,4,3,4,4,3,3,2,2,4,1,1,1,1,3,3,1,2,4,3,3,3,3,3,2,1,5,3,2,1,2,3,1,1,3,2,5,10
1,174,361,2,0,2,7,71,3,3,3,1,2,3,3,5,1,3,2,1,3,3,4,3,5,1,3,3,1,1,6,1,2,3,2,6,5,2,2,4,2,2,3,4,1,1,2,5,4,1,1,4,3,3,2,3,1,5,12
1,174,362,1,8,5,7,72,5,3,3,4,3,4,5,5,5,4,4,1,1,2,4,3,3,2,4,2,2,1,1,1,2,3,3,6,2,2,4,1,1,3,3,3,1,3,3,5,4,1,1,3,1,3,1,3,4,5,47
1,174,363,1,10,3,10,1,5,3,3,3,3,4,5,5,4,5,1,1,1,1,4,3,4,4,4,4,1,1,5,1,2,1,1,6,4,2,0,4,3,3,3,2,3,3,3,5,4,1,1,3,4,3,1,3,4,5,48
1,174,364,1,0,1,5,58,5,3,3,2,2,3,3,3,2,3,1,1,2,2,4,0,4,1,1,1,1,1,1,2,2,1,3,6,5,0,5,4,1,2,2,3,4,1,4,2,1,1,1,1,1,1,1,3,2,5,46
1,174,365,1,9,6,6,62,1,3,3,2,2,4,5,5,2,4,1,1,1,1,4,0,4,2,3,4,1,1,4,2,2,3,3,6,4,2,5,4,1,4,3,4,2,2,1,5,3,2,1,2,1,2,1,3,2,5,26
1,174,366,4,0,1,3,33,4,2,3,1,3,1,5,3,4,5,2,3,3,3,5,3,4,5,3,3,2,1,5,0,2,2,1,5,4,1,4,4,0,1,3,3,1,4,3,1,2,1,3,3,3,3,1,3,2,5,31
1,174,367,1,5,2,7,72,5,3,3,4,2,4,5,5,2,2,4,1,3,3,5,3,3,3,4,4,1,1,6,1,2,2,1,2,4,0,5,1,1,3,3,4,1,4,1,5,4,1,1,4,4,3,1,3,4,5,51
1,174,368,2,10,7,7,74,5,3,3,3,3,4,5,5,4,4,2,2,2,2,5,3,4,4,4,4,1,2,5,0,0,0,3,1,4,2,4,4,1,2,3,4,3,3,4,5,4,1,2,3,1,3,0,0,4,5,49
1,174,369,1,6,2,5,59,1,4,3,3,1,3,5,5,3,4,1,0,3,3,5,0,5,4,4,0,1,1,1,2,2,2,3,5,4,1,3,4,1,1,3,6,1,4,1,2,4,3,4,3,3,2,2,3,3,5,24
1,174,370,2,11,1,7,74,3,4,1,3,2,0,3,3,4,5,4,3,1,3,1,1,5,3,1,4,1,1,1,1,2,3,3,6,2,1,1,4,1,2,2,5,2,1,4,1,4,2,2,3,2,2,1,2,2,5,3
1,174,371,3,10,5,4,41,5,3,2,2,2,3,2,2,1,4,2,2,1,1,2,1,2,4,2,3,1,1,3,1,2,3,3,1,2,1,4,1,1,2,4,3,1,1,4,2,1,1,1,4,1,1,1,2,2,5,23
1,174,372,5,7,5,5,53,4,3,2,2,2,2,5,2,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,3,6,1,2,1,4,1,2,2,5,1,2,1,4,3,1,1,2,2,1,1,1,3,5,25
1,174,373,2,8,1,5,54,3,3,3,0,0,4,3,3,1,3,1,0,1,2,2,1,4,3,2,2,1,2,4,1,2,2,3,1,2,2,2,4,3,3,3,3,1,1,1,5,2,1,1,2,1,2,1,1,3,5,2
1,174,374,3,10,4,7,72,4,4,2,1,1,1,1,3,1,3,3,1,2,2,2,1,2,1,1,2,2,1,1,2,2,3,3,6,2,2,5,4,1,4,4,1,3,2,2,5,3,2,1,1,1,1,1,3,2,5,20
1,174,375,1,0,6,7,74,5,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2,1,1,2,2,1,3,6,1,2,5,4,4,4,4,4,1,1,3,0,0,0,1,0,0,1,1,3,3,5,28
1,174,376,4,8,1,7,72,1,2,3,1,1,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,5,0,2,3,3,1,3,2,2,4,2,2,2,3,1,2,3,3,3,1,1,2,1,2,3,2,2,5,38
1,174,377,3,0,3,7,72,4,3,2,1,2,2,2,2,2,3,1,1,3,1,2,2,1,5,3,2,1,1,5,1,2,3,3,4,3,2,0,4,0,3,3,3,2,2,3,4,2,1,1,1,1,1,1,3,4,5,52
1,174,378,3,9,6,7,74,5,3,3,2,3,4,5,5,2,3,2,1,1,1,2,2,2,4,3,3,1,1,5,2,2,3,3,6,5,2,1,4,2,2,3,4,1,1,1,5,4,2,1,2,1,1,3,2,1,5,29
1,174,379,1,10,1,5,56,3,3,3,1,3,3,2,5,2,4,3,1,1,1,2,2,3,3,1,3,1,1,1,2,2,3,3,3,2,1,3,4,1,1,4,4,1,1,3,4,2,2,1,2,1,2,1,3,2,5,30
1,174,380,2,11,2,5,56,1,3,3,2,3,3,3,5,3,3,1,1,1,1,2,2,4,1,3,3,2,2,6,2,1,3,3,2,4,2,3,4,4,4,3,4,3,3,4,5,1,1,1,1,3,1,1,3,2,5,44
1,174,381,2,7,1,4,43,2,2,3,3,3,3,0,3,3,3,4,1,2,2,2,4,3,1,3,1,2,2,1,2,2,3,3,3,3,1,4,4,2,3,3,3,3,3,1,3,1,3,1,1,1,1,2,3,4,5,45
1,174,382,2,7,7,2,23,5,5,2,2,2,1,5,2,1,1,1,1,1,1,1,2,4,1,2,4,1,1,1,1,2,1,3,6,1,1,1,2,1,1,2,4,1,2,4,2,4,1,1,1,1,1,1,3,1,5,53
1,174,383,2,9,3,7,74,2,2,1,1,2,1,2,2,1,1,3,1,3,3,1,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,0,4,2,3,3,1,2,2,4,2,0,1,1,1,1,1,1,3,1,5,13
1,174,384,1,11,1,4,43,4,3,2,1,2,2,3,3,2,5,1,1,1,1,1,2,4,2,2,3,1,1,4,2,1,3,3,1,1,1,1,1,1,2,3,4,4,1,4,5,0,3,1,1,1,2,1,3,2,5,16
1,174,385,3,8,3,7,72,4,3,3,1,3,2,5,5,2,4,1,1,2,2,1,2,2,5,2,2,1,1,4,2,2,3,3,1,2,1,1,4,1,2,3,3,2,1,2,4,2,1,1,2,3,2,1,3,2,5,41
1,174,386,7,9,7,4,43,5,4,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,3,3,6,1,2,5,4,1,2,2,4,2,2,2,5,3,1,1,1,1,1,1,2,1,5,5
1,174,387,3,0,2,2,23,5,3,2,1,1,1,2,2,3,1,4,1,1,1,1,1,1,4,1,2,1,1,1,2,2,3,3,1,1,1,1,4,1,1,3,6,3,3,2,5,4,2,1,3,4,3,1,3,2,5,21
1,174,388,2,8,1,7,74,2,3,2,1,3,4,2,2,2,1,2,1,1,1,1,1,5,5,2,4,2,2,5,2,2,3,3,1,2,2,5,4,1,2,3,4,3,1,1,5,1,1,1,1,1,1,1,3,1,5,22
1,174,389,2,8,3,5,54,2,3,2,1,3,1,1,1,1,3,1,1,3,2,1,1,1,2,1,3,1,1,4,1,2,3,3,6,1,1,3,4,0,0,2,3,1,3,4,2,4,2,1,1,3,1,1,3,1,5,42
1,174,390,1,3,5,5,58,3,2,3,3,3,3,5,5,2,1,1,0,3,3,3,1,2,5,3,4,1,2,1,1,2,3,1,6,4,1,1,4,4,4,4,4,1,2,4,5,4,1,1,2,1,1,1,3,4,7,34
1,174,391,3,4,1,6,64,2,2,2,3,2,3,5,5,1,3,4,1,1,1,3,1,5,5,2,2,2,1,1,2,2,3,1,3,3,2,3,4,2,3,3,1,2,2,2,2,1,1,3,3,3,1,1,3,4,7,93
1,174,392,1,4,6,5,53,4,2,1,2,3,3,4,4,3,2,3,3,3,3,3,2,3,5,2,2,2,1,1,2,1,3,3,1,2,2,1,4,3,3,3,4,1,2,2,4,3,1,1,4,2,2,1,3,3,7,95
1,174,393,1,3,4,6,64,4,2,2,2,2,3,5,3,3,3,2,2,2,2,3,2,1,5,3,3,3,3,1,2,2,3,2,1,4,2,5,2,3,3,3,3,1,1,4,5,4,1,1,2,2,2,1,3,4,7,10
1,174,394,4,10,7,4,47,5,2,3,2,2,3,3,3,2,5,4,2,2,1,3,2,1,3,4,2,2,1,1,2,2,2,2,5,4,1,4,4,0,0,3,2,3,2,1,5,4,3,1,2,1,2,1,2,4,7,18
1,174,395,4,3,6,5,52,5,2,2,3,2,2,5,3,4,1,2,3,1,1,3,2,3,5,4,2,2,1,6,1,1,1,1,1,3,1,1,4,4,2,3,3,1,2,1,4,3,1,1,3,2,3,1,3,3,7,94
1,174,396,3,3,5,2,21,5,2,3,2,2,4,4,5,3,4,4,2,1,1,3,2,4,3,3,4,3,3,5,1,2,3,2,2,1,1,3,4,4,3,3,3,2,2,2,1,4,2,1,2,2,2,1,3,4,7,36
1,174,397,3,3,4,5,54,2,2,3,4,3,3,4,5,5,3,3,1,1,1,3,2,2,5,4,1,1,3,4,1,2,2,2,6,5,1,2,4,2,1,3,3,1,2,2,5,3,1,1,2,2,3,1,2,3,7,51
1,174,398,0,5,1,7,72,1,2,3,0,2,2,2,2,2,3,3,1,3,3,3,3,2,2,2,2,2,1,1,2,2,3,3,2,3,1,1,4,1,3,3,2,2,1,2,5,4,2,1,2,1,1,1,3,3,7,40
1,174,399,1,4,4,2,23,5,2,3,4,3,4,5,5,4,4,2,3,1,1,3,3,3,3,4,4,1,2,1,1,2,1,1,6,2,2,2,4,2,3,3,3,2,1,1,1,3,1,1,1,1,2,1,3,3,7,42
1,174,400,1,11,4,6,64,3,2,3,3,3,2,3,5,3,4,2,2,1,1,3,3,3,4,3,3,2,2,4,2,0,3,3,1,3,2,2,1,0,3,3,4,1,1,1,5,0,1,1,2,2,1,3,3,4,7,48
1,174,401,1,3,1,5,54,1,2,3,3,3,4,5,5,4,3,2,4,1,1,3,4,3,1,4,4,2,1,1,1,1,3,1,1,4,2,0,4,3,3,3,4,3,3,3,5,0,0,0,0,0,3,1,3,4,7,84
1,174,402,5,9,6,5,59,5,4,3,3,3,4,5,5,5,4,4,3,1,1,3,4,1,1,5,1,3,1,1,1,2,3,3,2,5,0,4,4,2,3,3,4,3,1,1,4,4,1,1,1,1,1,1,3,4,7,55
1,174,403,2,10,1,0,0,4,2,3,2,2,2,3,3,3,3,3,2,2,3,0,1,2,0,1,2,1,1,1,2,0,3,3,0,3,2,0,0,0,0,0,4,1,2,1,5,4,2,1,3,3,2,0,0,0,7,19
1,174,404,3,8,6,7,72,5,2,2,2,2,3,5,4,2,5,2,2,3,1,4,1,2,3,4,1,2,2,4,2,2,3,2,4,1,1,3,4,1,3,3,4,1,2,1,5,4,1,1,2,1,2,2,3,2,7,99
1,174,405,4,2,6,4,46,3,2,3,3,3,2,4,4,3,2,2,2,1,3,4,1,2,2,2,4,2,2,1,1,1,1,2,6,5,2,5,4,4,3,3,4,2,3,1,4,2,3,1,3,3,2,2,2,4,7,3
1,174,406,4,5,5,8,86,4,3,2,1,2,3,4,3,3,2,3,2,3,3,4,1,3,1,2,3,3,1,5,2,2,2,1,6,3,2,1,1,3,3,3,3,1,2,1,5,3,1,1,1,1,3,1,3,2,7,66
1,174,407,3,10,5,5,57,5,2,3,1,2,3,5,3,3,3,2,2,1,1,4,1,3,4,3,4,2,1,1,2,2,2,1,5,3,2,1,4,3,3,3,3,1,3,1,5,4,1,1,3,2,1,1,3,2,7,49
1,174,408,1,9,6,1,16,5,3,3,3,3,4,5,5,4,2,2,3,1,1,4,1,2,3,4,2,2,2,1,0,2,2,2,6,3,2,5,4,0,0,0,3,3,2,1,5,4,1,1,1,2,0,1,3,4,7,57
1,174,409,3,10,5,6,63,5,2,1,1,1,1,0,2,1,4,1,1,1,1,4,2,4,3,2,5,3,2,5,2,1,0,0,1,5,2,0,4,4,4,4,4,1,0,2,5,4,1,1,1,1,3,1,3,3,7,38
1,174,410,3,4,7,5,56,1,2,2,3,3,4,4,4,2,3,3,3,1,1,4,2,1,3,3,2,1,1,1,0,2,3,1,6,2,2,5,4,4,4,4,3,1,4,3,2,4,1,1,1,1,2,1,3,2,7,39
1,174,411,3,4,7,5,59,1,2,3,2,1,3,4,3,2,2,0,3,2,2,4,2,3,5,2,2,2,2,1,2,1,3,1,6,4,2,5,4,4,3,3,3,2,2,2,1,3,1,1,1,2,2,1,3,4,7,11
1,174,412,1,9,7,7,74,3,2,3,3,2,3,5,3,2,5,2,2,2,2,4,2,4,5,3,2,2,2,1,2,2,3,2,2,3,1,4,4,1,2,3,1,3,2,1,2,3,1,1,2,1,1,1,3,2,7,4
1,174,413,1,0,5,7,72,4,2,2,2,0,4,1,0,3,0,2,3,2,2,4,3,4,5,4,3,2,2,0,0,0,0,1,1,4,1,2,4,1,4,4,4,2,0,3,4,1,1,1,1,1,3,1,3,2,7,41
1,174,414,1,5,7,6,63,5,2,3,3,3,3,5,0,4,4,2,3,0,1,4,3,3,5,4,4,3,2,6,1,1,0,1,1,4,2,4,4,2,3,3,4,2,2,1,4,4,1,2,2,2,3,1,3,4,7,92
1,174,415,3,5,7,6,63,4,2,2,4,2,2,4,4,3,4,2,2,1,1,4,3,3,2,3,4,1,1,6,1,1,2,2,3,4,2,2,4,3,3,3,4,3,2,1,5,4,1,1,4,2,2,1,3,3,7,43
1,174,416,1,10,7,6,61,4,2,3,3,3,4,5,5,4,3,1,4,3,3,4,3,4,3,5,4,2,2,1,1,0,1,1,0,4,2,0,4,1,3,3,3,4,2,4,5,4,2,1,1,1,2,1,3,4,7,70
1,174,417,1,2,7,5,54,3,2,2,4,3,2,4,5,5,3,3,1,3,3,4,3,4,4,4,4,2,1,4,1,2,3,1,5,3,2,1,4,3,3,3,3,2,2,1,4,4,2,1,1,1,3,1,3,4,7,75
1,174,418,2,4,5,6,62,5,2,3,4,2,2,4,5,3,3,2,2,1,1,4,3,3,5,3,3,3,2,4,2,2,3,2,6,3,2,2,4,1,3,3,3,1,2,1,4,4,1,1,2,2,2,1,3,2,7,58
1,174,419,1,3,5,2,23,3,2,3,3,3,3,5,5,4,3,4,3,3,3,4,3,5,4,4,4,2,2,6,2,2,1,1,6,0,2,0,4,3,2,3,4,1,3,3,4,3,1,1,2,1,3,1,3,2,7,82
1,174,420,1,10,1,6,62,4,3,1,1,1,2,3,3,5,3,3,1,3,0,4,4,4,5,4,1,1,1,4,1,2,3,3,2,4,1,1,3,4,3,3,0,0,1,4,5,3,2,1,1,1,1,3,3,2,7,69
1,174,421,4,4,6,2,22,3,2,2,4,2,4,2,3,5,3,3,1,3,3,4,4,3,1,1,4,3,3,1,2,2,2,1,1,2,2,5,4,4,4,3,4,2,2,1,5,3,1,3,2,2,3,3,3,4,7,28
1,174,422,1,10,5,3,34,5,2,3,3,3,4,4,5,3,4,1,1,1,1,5,1,4,4,4,2,1,1,4,1,2,2,1,6,4,2,4,4,3,3,3,2,3,3,1,5,4,1,1,1,1,3,1,1,4,7,83
1,174,423,4,5,5,5,52,5,2,2,2,3,4,5,5,3,3,2,4,3,1,5,1,3,2,2,3,1,1,5,2,2,1,1,6,3,0,3,4,2,3,3,3,2,4,1,1,3,1,1,2,3,1,1,3,2,7,7
1,174,424,1,4,2,5,57,0,2,2,3,3,2,1,4,3,0,0,4,3,3,5,2,1,3,4,4,1,1,4,2,2,2,2,1,3,2,2,4,3,3,3,2,1,1,4,5,3,2,1,1,4,1,3,3,4,7,37
1,174,425,1,9,5,3,34,5,1,3,3,2,3,2,3,4,3,2,4,1,1,5,3,4,3,4,3,2,2,1,0,2,2,2,6,4,2,0,4,2,3,3,3,2,2,3,4,1,1,1,1,1,2,1,2,2,7,33
1,174,426,1,5,5,3,34,4,2,3,3,3,4,5,5,3,3,2,3,1,2,5,3,3,3,4,3,2,2,4,1,2,1,1,1,0,2,0,2,1,3,3,3,3,1,4,4,4,1,1,1,2,3,3,3,3,7,60
1,174,427,4,3,4,4,43,5,2,3,4,3,2,5,5,5,5,2,1,1,1,5,3,3,3,4,4,1,1,5,1,2,3,3,2,4,1,5,4,2,2,3,3,2,3,3,4,4,1,1,2,2,3,1,1,3,7,88
1,174,428,1,3,4,7,73,4,2,3,4,2,4,5,5,4,5,2,3,1,1,5,3,4,3,4,3,1,1,6,1,2,3,3,2,4,1,4,4,4,3,3,6,2,3,1,4,4,1,2,3,3,2,2,3,4,7,61
1,174,429,1,2,5,2,21,5,2,3,3,3,3,5,5,3,4,2,3,1,1,5,3,3,3,4,4,1,1,4,2,2,1,1,1,4,2,5,4,4,3,3,4,2,2,1,5,3,1,1,3,2,2,1,3,3,7,89
1,174,430,3,3,4,6,64,2,2,3,3,3,4,5,5,4,3,2,2,1,1,5,3,1,3,4,2,1,1,1,2,1,3,1,1,3,2,4,4,3,3,3,4,1,4,1,5,4,1,1,4,3,3,1,3,3,7,96
1,174,431,3,4,3,7,72,5,2,3,3,3,4,5,5,4,5,2,2,1,1,5,3,1,3,4,4,3,1,1,2,2,3,1,6,4,2,4,4,3,3,3,4,1,4,4,5,4,1,1,4,1,3,1,3,4,7,97
1,174,432,3,11,4,3,33,4,2,2,4,2,3,5,4,2,4,2,1,2,2,5,4,3,5,3,3,2,1,1,2,2,0,2,6,4,2,5,4,0,2,3,4,1,2,3,5,4,1,1,1,1,1,3,3,2,7,87
1,174,433,3,4,1,5,54,3,2,2,1,2,2,5,5,2,4,1,1,3,3,1,1,1,1,2,1,1,1,4,2,2,3,1,1,3,2,5,4,1,3,3,2,1,2,1,2,1,1,1,1,1,2,1,3,3,7,26
1,174,434,4,10,6,6,63,3,2,2,2,3,3,4,5,2,3,3,2,3,3,1,1,2,2,1,2,2,1,1,2,2,3,0,5,1,1,2,4,1,3,3,1,1,2,1,5,4,1,1,1,1,1,1,3,4,7,46
1,174,435,1,9,5,3,34,5,2,2,2,3,4,5,5,5,5,1,1,3,3,1,1,3,4,5,5,3,3,1,1,2,1,2,2,1,1,1,1,3,3,3,4,3,2,3,5,4,2,1,1,1,2,1,3,2,7,47
1,174,436,3,10,4,3,31,3,2,3,4,3,4,5,5,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,5,1,1,4,1,3,3,4,4,1,3,5,4,1,1,1,1,1,1,3,4,7,74
1,174,437,4,9,7,5,54,5,2,3,2,3,3,5,5,2,3,2,2,3,3,1,1,2,2,3,1,1,1,4,2,2,3,2,1,5,2,5,4,1,3,3,3,1,2,1,5,4,1,1,2,1,1,1,3,4,7,30
1,174,438,3,10,2,3,32,5,2,2,2,2,4,3,5,5,2,4,1,1,1,1,1,2,2,1,1,1,1,1,2,2,3,0,6,1,2,5,1,4,3,3,4,1,2,1,4,4,0,3,2,1,1,3,3,2,7,16
1,174,439,1,11,1,2,23,5,3,1,1,1,2,2,2,2,1,4,1,1,1,2,1,2,5,4,5,2,1,4,2,2,2,1,0,2,2,5,1,3,2,3,2,1,2,1,5,2,1,1,2,3,2,1,2,2,7,50
1,174,440,1,4,1,6,64,1,2,2,1,1,1,1,1,2,2,3,1,1,1,2,1,2,2,2,2,1,1,4,2,2,3,1,6,2,1,3,4,1,2,2,4,3,2,3,5,4,1,1,1,1,1,1,3,2,7,90
1,174,441,4,11,5,2,21,5,2,3,2,3,4,5,5,2,4,2,4,1,1,2,1,3,3,1,5,2,1,4,2,2,3,0,4,4,2,5,4,3,3,3,4,3,1,1,5,4,1,1,1,1,1,3,3,2,7,23
1,174,442,3,5,7,5,52,5,3,2,4,3,2,4,5,2,3,4,2,3,1,2,1,2,4,2,2,3,3,2,1,1,2,2,2,2,1,1,4,2,3,3,2,3,2,1,5,4,1,1,2,1,2,1,3,2,7,53
1,174,443,7,9,7,3,33,5,4,2,2,2,4,5,5,2,3,2,1,1,3,2,1,2,1,2,1,2,1,1,2,2,3,3,6,2,2,2,2,3,1,2,3,1,1,2,1,4,1,1,2,1,2,1,3,4,7,72
1,174,444,1,4,3,6,63,2,4,3,2,2,2,4,2,1,2,3,1,2,2,3,2,3,2,2,3,1,1,2,1,2,1,3,1,2,2,2,4,1,2,2,4,1,1,1,4,3,1,1,0,0,2,1,3,2,6,22
1,174,445,3,4,7,2,21,5,3,2,2,1,2,2,1,2,1,1,2,1,1,3,2,3,5,2,5,1,1,5,2,2,1,3,6,1,2,5,4,1,2,2,3,1,1,4,1,1,1,1,2,2,3,1,2,2,6,51
1,174,446,3,9,7,2,23,5,3,2,2,2,3,3,4,2,3,4,2,2,2,3,2,2,4,2,2,1,3,1,2,2,3,3,6,1,1,1,4,2,2,3,4,2,1,3,1,2,1,1,1,1,1,1,2,2,6,4
1,174,447,2,10,6,2,22,4,3,2,2,2,3,3,2,2,2,4,1,1,1,2,3,4,2,3,4,1,1,1,2,2,3,3,6,3,2,5,4,1,1,2,4,2,3,2,4,3,2,1,1,1,1,1,3,2,2,67
1,174,448,2,10,2,5,59,5,3,3,2,3,2,3,3,2,3,3,2,1,1,2,3,3,5,3,3,1,1,3,2,1,3,3,6,2,2,0,4,2,2,3,4,1,3,3,1,3,1,1,2,2,2,1,1,4,2,83
1,174,449,2,9,5,9,93,5,3,3,2,3,4,3,3,3,5,3,1,1,1,2,3,3,2,3,4,1,1,4,2,2,3,3,1,4,1,4,4,1,3,3,3,1,1,2,4,4,3,4,2,1,2,1,3,4,2,85
1,174,450,2,8,4,7,74,1,2,3,2,3,4,3,3,3,2,3,3,1,1,2,3,5,5,4,4,1,1,4,2,1,3,3,2,3,1,2,4,1,1,3,4,1,2,2,5,1,1,1,1,1,1,2,3,2,2,99
1,174,451,2,11,5,2,22,5,3,2,1,2,4,5,5,5,4,3,1,1,1,2,3,4,1,4,3,1,2,5,2,2,1,3,6,1,2,1,4,1,1,3,2,3,1,4,5,4,1,1,1,1,2,1,3,2,2,38
1,174,452,3,7,4,2,22,3,3,2,2,2,3,2,3,2,3,2,2,1,1,2,4,3,5,4,3,3,3,1,2,2,3,3,6,3,1,2,4,4,4,3,4,2,2,3,5,2,2,1,1,1,2,1,3,2,2,43
1,174,453,2,6,4,2,21,5,2,2,3,3,2,5,5,4,3,1,1,3,3,2,4,4,3,2,4,1,1,1,2,2,3,3,6,2,2,2,4,1,3,3,6,3,2,2,5,3,1,1,1,2,1,1,2,3,2,79
1,174,454,1,6,5,2,21,5,3,2,1,2,3,4,4,2,1,4,1,1,1,1,4,3,4,4,4,2,1,1,1,2,1,2,6,3,1,1,4,1,3,4,4,1,1,1,1,4,1,1,2,2,1,3,3,2,2,71
1,174,455,2,11,1,2,22,5,3,2,1,1,2,5,5,1,3,3,1,1,1,1,4,1,2,2,2,3,1,1,2,2,3,3,6,5,2,1,4,1,2,3,3,2,1,3,5,1,1,1,2,1,2,1,3,2,2,36
1,174,456,1,9,4,5,58,4,3,3,3,2,3,5,5,4,3,3,1,1,1,1,4,4,5,4,4,3,2,3,2,2,3,3,6,4,1,1,4,4,2,3,2,2,1,1,2,4,2,1,1,1,1,1,3,2,2,2
1,174,457,2,10,2,7,74,1,3,2,1,2,0,5,3,2,3,2,1,3,3,1,3,1,2,3,3,2,2,1,2,2,3,3,6,2,1,1,4,2,3,3,6,3,0,3,5,1,2,1,1,1,1,1,2,2,2,18
