CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16A.,Q.16B.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A....DID,Q.21B....DID,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,CARD..1,DECK..1,BALLOT..1,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,Q.101.,Q.102.,Q.103.,Q.104.,Q.105.,Q.106.,Q.106A.,Q.106B.,Q.106C.,Q.106D.,Q.106E.,Q.106F.,Q.106G.,Q.107.,Q.108.,Q.109.,Q.110.,Q.111.,Q.112.,Q.113.,Q.114.,N.116.,N.117.,N.118.
1,177,2154,1,2,4,1,4,4,4,1,2,4,6,4,1,2,4,4,7,1,2,2,4,1,1,2,2,2,5,1,1,1,5,1,3,1,5,2,4,3,1,3,5,5,2,1,2,2,1,12,4,4,2,1,4,3,2,3,1,1,5,2,2,2,4,3,1,2,177,2154,4,12,2,4,4,2,4,4,1,4,5,3,12,4,1,1,1,3,2,4,12,1,2,3,3,3,2,3,2,3,2,2,2,3,1,1,2,2,2,1,1,1,1,1,4,4,4,4,4,4,3,2,3,1,3,4,2,1,76,73,0
1,177,2155,1,4,4,2,2,4,4,1,11,4,4,2,1,3,5,4,7,1,1,3,4,1,1,1,1,1,5,0,1,2,12,1,2,3,4,1,2,1,1,5,5,5,5,1,4,2,4,12,4,4,3,2,4,3,1,2,2,3,5,5,3,2,2,3,2,2,177,2155,4,12,1,4,4,3,2,3,1,4,1,3,2,3,5,1,1,2,1,2,12,2,2,3,2,3,3,4,3,2,1,2,1,2,1,4,1,2,1,1,1,1,2,1,3,1,1,2,1,1,3,3,2,1,3,4,3,2,79,18,0
1,177,2156,1,5,2,2,2,3,4,1,5,4,5,2,2,2,4,4,2,2,1,3,3,1,1,2,2,3,5,3,2,1,5,1,4,1,2,1,2,2,1,4,1,4,4,1,2,2,1,8,4,4,1,1,4,1,2,1,1,3,2,5,2,2,1,3,0,2,177,2156,3,4,4,2,1,2,1,4,5,1,1,5,12,4,1,4,1,3,2,2,12,2,1,1,2,1,2,2,1,1,2,1,2,2,2,4,1,2,5,1,1,1,3,3,2,2,1,2,1,1,2,4,2,3,3,4,2,3,76,38,0
1,177,2157,1,2,6,1,4,6,4,1,3,4,7,1,1,2,5,4,0,2,2,3,1,1,1,1,0,2,5,1,1,1,12,0,2,1,1,1,1,1,2,5,1,2,2,1,2,2,1,12,4,4,2,2,4,2,1,2,1,1,4,1,1,1,2,1,5,2,177,2157,0,12,0,4,2,0,2,5,1,1,2,6,12,5,6,1,1,1,5,2,12,4,0,1,3,3,3,3,3,3,2,2,0,2,2,5,2,2,4,3,4,1,4,2,4,4,4,4,4,4,1,1,1,3,2,3,1,1,79,51,0
1,177,2158,1,1,7,1,3,4,4,1,11,3,5,3,3,4,4,4,5,3,1,5,1,1,1,2,2,1,0,2,2,2,12,1,2,5,1,3,3,1,1,5,2,1,5,1,4,2,0,8,4,4,3,3,2,3,1,1,2,3,2,3,3,3,3,4,5,2,177,2158,4,6,4,2,4,2,0,4,2,1,6,5,12,4,1,4,3,1,4,4,1,5,3,3,2,2,3,3,3,3,2,2,3,2,3,3,1,2,6,1,2,1,1,3,3,2,3,4,1,3,2,3,3,3,3,5,2,1,79,97,0
1,177,2159,1,5,7,2,3,4,4,1,8,4,8,1,2,1,5,4,0,2,2,3,4,1,1,2,2,1,5,0,1,1,5,4,3,5,3,3,2,1,4,5,2,5,5,0,1,4,4,1,4,4,3,1,5,3,2,3,3,0,2,3,2,2,1,3,0,2,177,2159,3,12,2,5,3,4,2,2,2,1,2,3,2,4,2,1,1,2,1,2,12,4,3,3,3,3,3,4,2,3,1,1,1,2,2,5,2,2,1,1,2,2,1,3,3,3,2,2,3,3,1,4,3,1,1,1,2,1,76,110,0
1,177,2160,1,1,5,2,3,4,4,2,4,6,7,5,1,3,5,4,7,2,2,2,6,1,1,1,2,2,5,1,1,1,5,1,2,3,4,2,2,1,1,5,3,4,4,1,2,2,1,1,4,4,3,3,2,4,2,2,2,3,4,3,2,3,3,2,5,2,177,2160,2,1,2,3,3,4,2,2,1,1,2,4,10,1,3,2,1,3,2,1,7,2,1,2,2,3,1,4,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,3,3,2,3,3,3,3,4,2,1,76,46,0
1,177,2161,1,2,2,1,3,4,4,1,11,3,6,3,1,4,5,5,7,2,1,5,1,1,2,2,1,1,5,1,1,1,5,4,3,3,5,2,2,4,2,5,5,5,5,1,4,3,1,12,4,4,2,1,2,1,1,3,1,2,2,2,1,1,3,3,5,2,177,2161,4,12,1,2,1,1,1,4,1,1,1,5,1,2,1,4,1,2,2,3,12,5,1,3,1,2,3,3,3,3,2,1,2,4,1,6,2,2,1,1,2,1,1,4,4,4,4,4,4,1,2,3,3,2,3,4,1,1,79,9,0
1,177,2162,1,2,7,1,3,4,2,1,4,4,7,8,7,4,6,5,3,1,2,3,2,3,1,2,2,1,5,1,1,1,9,1,2,1,4,4,2,1,1,2,2,2,2,1,2,2,1,7,4,4,2,1,3,3,2,2,3,2,3,2,2,3,1,3,5,2,177,2162,3,7,2,2,4,4,3,3,2,3,2,4,11,2,1,2,2,3,2,2,7,5,1,3,1,1,2,2,2,3,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,3,3,2,3,3,4,1,3,80,25,0
1,177,2163,1,3,6,2,6,5,4,1,4,7,7,2,1,1,6,5,7,2,1,5,4,1,1,1,2,1,5,2,1,1,8,1,2,1,4,2,2,1,1,2,2,2,1,1,3,2,1,1,4,4,2,1,1,3,2,1,3,2,3,3,2,2,4,1,6,2,177,2163,4,1,2,4,3,4,3,3,2,1,2,2,1,3,1,1,2,2,2,2,1,4,1,2,2,2,2,1,2,3,2,2,2,1,2,2,1,2,2,3,1,2,2,3,3,3,2,3,2,2,3,3,2,3,2,1,1,2,76,69,0
1,177,2164,1,1,1,1,3,4,4,1,11,6,5,8,7,4,6,5,7,2,2,3,4,2,1,1,2,1,5,1,1,1,5,1,2,4,5,2,2,1,4,4,5,5,3,1,1,2,4,12,4,4,2,1,4,3,1,1,1,1,1,3,2,1,3,1,5,2,177,2164,3,12,1,5,5,1,3,3,1,1,1,3,12,4,1,1,1,3,1,2,11,4,1,3,2,2,2,3,1,2,1,1,1,1,2,1,2,2,1,1,3,1,1,4,2,3,2,3,3,1,1,4,2,4,3,1,1,2,79,3,0
1,177,2165,1,4,5,2,3,4,2,1,0,6,8,1,7,3,6,5,5,3,1,5,1,3,1,2,1,3,3,1,1,1,5,1,1,1,3,2,3,1,1,4,4,3,4,1,4,2,1,7,4,4,2,1,4,1,1,1,1,1,1,5,1,1,0,3,5,2,177,2165,3,3,1,1,1,1,3,2,1,1,1,2,2,2,1,2,1,2,4,4,2,2,1,3,3,1,2,3,1,3,2,1,1,3,1,1,2,2,2,2,2,1,1,1,2,3,2,2,4,1,2,3,2,2,3,4,2,3,80,37,0
1,177,2166,1,2,8,1,3,4,5,2,11,6,6,8,7,4,6,5,6,2,2,3,6,1,1,1,2,2,5,3,1,1,5,4,5,1,3,4,1,1,1,5,5,4,5,2,2,2,1,7,4,1,3,2,1,2,1,2,3,3,4,1,3,3,1,2,3,2,177,2166,3,1,3,4,4,4,3,1,2,3,4,4,10,1,1,1,1,3,1,1,7,3,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,3,5,1,4,2,1,1,1,1,2,1,1,3,3,2,4,3,4,1,3,81,40,0
1,177,2167,1,3,8,2,3,5,4,1,6,5,7,3,1,4,6,5,8,2,2,3,4,1,1,2,1,1,3,2,1,1,3,4,3,1,5,2,2,1,2,5,1,5,5,5,2,2,1,1,4,4,3,3,4,1,2,2,2,2,2,5,2,2,3,2,3,2,177,2167,2,3,1,3,3,2,2,4,2,1,1,3,2,4,1,1,1,3,1,3,1,3,1,3,2,3,3,1,3,3,1,1,2,1,2,1,1,2,1,1,2,2,1,1,3,3,1,2,3,3,2,2,3,1,2,2,1,1,76,106,0
1,177,2168,1,4,5,1,3,4,4,2,11,5,5,3,5,3,6,5,7,1,2,3,3,1,1,2,1,1,5,1,1,1,5,1,4,1,4,2,2,3,1,4,3,4,4,2,2,3,4,4,4,1,2,3,2,4,2,2,1,2,2,1,1,1,2,3,3,2,177,2168,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,2,11,4,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,4,4,1,4,4,4,4,4,2,2,1,3,2,2,1,3,79,13,0
1,177,2169,1,1,5,2,3,4,4,1,11,5,4,8,7,4,6,5,0,2,1,3,2,1,1,2,2,3,5,1,1,1,12,1,5,1,5,2,3,1,1,5,1,1,5,1,2,2,4,4,4,4,2,1,4,1,2,3,1,1,1,4,1,1,4,1,5,2,177,2169,3,12,1,1,4,1,1,3,1,1,1,3,12,1,1,1,2,2,1,4,12,6,1,2,2,2,2,2,2,3,1,3,2,3,2,1,2,2,2,1,1,1,4,1,1,2,2,1,4,1,3,2,2,3,3,4,1,2,79,17,0
1,177,2170,1,4,7,2,3,4,4,1,3,7,7,8,6,4,6,5,8,3,2,3,3,1,1,1,1,3,3,1,1,1,5,1,2,3,5,2,2,1,1,3,1,2,2,1,3,2,1,4,4,4,3,3,3,2,1,2,3,2,2,2,2,2,2,3,0,2,177,2170,3,3,2,3,2,3,2,3,2,1,2,3,9,2,1,1,1,2,3,2,1,2,2,3,3,3,3,3,3,3,2,2,3,1,2,5,2,2,5,2,2,1,2,3,2,2,1,2,1,1,1,3,3,1,3,4,2,1,79,10,0
1,177,2171,1,3,3,2,3,5,4,1,11,6,6,1,1,2,6,5,10,1,2,1,2,1,1,1,2,2,5,3,1,2,12,1,1,1,4,3,3,2,1,5,5,5,5,5,4,2,1,6,4,4,2,1,4,1,1,2,1,3,1,1,2,2,4,3,6,2,177,2171,3,1,1,1,1,1,1,4,1,1,1,1,2,4,5,4,1,2,1,4,11,1,2,3,3,1,1,1,1,2,3,2,1,2,1,1,1,2,3,1,1,1,1,4,1,4,4,4,4,4,3,4,1,4,3,4,1,4,76,114,0
1,177,2172,1,1,5,1,3,4,4,1,5,6,6,3,1,4,5,5,10,2,1,5,2,1,1,1,1,1,3,1,1,1,3,4,2,3,5,1,2,1,1,1,1,5,1,1,1,2,1,3,4,4,2,1,4,1,1,2,1,2,2,3,1,1,3,1,3,2,177,2172,3,1,1,3,3,2,2,4,1,1,1,3,4,2,2,4,1,2,3,2,4,1,2,3,3,3,2,3,2,3,1,2,2,1,2,1,2,2,6,1,2,2,1,1,1,2,1,3,1,3,2,3,2,1,3,4,3,2,76,96,0
1,177,2173,1,3,4,2,6,4,4,1,4,5,5,8,7,1,8,5,7,3,2,3,4,1,1,1,2,2,5,1,1,1,8,1,5,1,5,2,2,1,1,5,2,5,3,1,3,4,1,5,4,1,5,1,4,3,3,1,1,1,2,3,1,3,1,3,1,2,177,2173,3,3,2,2,2,2,4,1,1,1,2,4,2,4,1,1,1,3,2,3,1,1,2,3,2,2,3,3,3,3,2,1,3,2,3,6,2,2,1,3,1,2,3,3,2,3,2,2,1,1,2,3,3,1,3,4,2,1,79,80,0
1,177,2174,2,2,1,1,4,4,4,1,11,7,7,3,5,3,6,5,0,2,1,5,3,1,1,1,2,1,5,1,2,2,12,0,2,3,4,2,3,1,2,2,1,1,2,1,4,0,1,8,4,4,1,1,3,1,0,1,1,2,2,3,1,1,0,3,3,2,177,2174,0,12,1,1,2,1,2,1,1,1,1,2,12,4,1,2,2,2,3,4,12,1,3,3,3,3,3,4,3,3,2,2,3,3,2,7,2,2,1,1,2,1,4,4,4,4,4,4,4,4,2,4,3,2,3,4,1,1,76,1,0
1,177,2175,3,3,5,2,5,5,4,1,8,7,4,3,1,3,6,5,7,3,1,3,1,1,1,2,1,2,5,2,1,1,1,1,3,4,3,3,2,1,2,1,1,3,5,1,4,2,1,6,4,4,2,1,1,1,2,1,1,1,2,4,1,1,2,2,5,2,177,2175,4,10,1,3,3,1,1,4,1,1,1,5,12,2,5,4,1,2,2,2,11,1,3,3,3,2,1,2,3,3,2,2,1,2,3,5,2,2,1,1,2,1,4,4,4,3,4,4,4,4,2,2,3,1,3,3,3,1,79,118,0
1,177,2176,1,1,1,1,3,5,4,3,11,6,0,1,1,1,6,5,0,2,2,3,1,1,1,0,1,2,4,1,1,1,12,1,1,1,1,2,2,1,2,0,1,0,2,1,4,2,1,12,4,5,0,2,5,2,1,3,3,0,1,0,2,2,0,3,0,2,177,2176,3,12,0,0,0,0,0,5,6,5,6,6,12,5,6,2,1,2,1,5,12,2,3,3,3,3,3,3,3,3,2,2,2,2,2,7,2,2,0,1,2,5,2,2,1,2,2,2,4,4,2,3,2,1,2,2,3,2,76,4,0
1,177,2177,1,1,7,1,4,5,1,2,11,6,7,2,1,3,7,5,4,4,1,5,6,1,1,2,2,3,5,2,1,1,5,3,1,4,2,1,3,1,1,4,1,5,1,1,4,4,1,6,4,4,3,3,2,1,2,1,1,2,1,3,2,3,4,3,6,2,177,2177,3,1,1,4,2,4,1,3,1,1,2,1,5,3,2,1,1,2,2,3,11,1,3,3,3,2,3,4,2,2,2,2,0,2,2,5,2,2,1,1,1,1,1,4,4,2,4,4,4,4,2,3,2,1,3,4,2,1,78,55,0
1,177,2178,1,5,2,1,3,5,2,2,0,3,9,8,7,2,8,6,6,2,1,5,4,3,1,1,2,3,5,1,1,1,5,1,1,1,1,2,3,1,4,1,1,1,1,1,4,2,1,8,4,4,1,1,4,1,1,3,1,1,1,2,1,1,4,3,0,2,177,2178,1,12,1,1,1,1,1,4,1,1,1,3,2,1,1,4,2,3,3,4,11,1,1,2,1,1,1,3,1,3,1,1,1,3,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,4,2,4,77,12,0
1,177,2179,3,3,1,2,4,5,4,1,11,7,7,8,7,1,7,6,8,3,2,3,4,1,1,1,2,2,5,1,1,1,7,1,1,2,3,2,2,1,2,2,2,5,4,1,4,2,1,1,4,4,2,1,2,3,1,1,2,2,2,5,1,1,2,3,5,2,177,2179,4,12,1,4,2,4,2,4,1,3,2,6,12,4,4,3,1,2,2,4,12,1,1,3,1,2,2,3,3,2,1,1,2,1,3,1,1,2,1,1,1,2,1,4,1,2,2,4,1,1,3,1,3,4,3,4,2,3,76,11,0
1,177,2180,1,2,5,1,4,5,4,1,11,6,7,8,7,1,8,6,7,1,2,1,1,1,1,1,1,1,3,1,1,1,8,1,1,4,2,1,3,1,1,5,5,1,5,1,3,2,4,4,4,4,3,1,4,4,1,2,1,1,5,5,1,1,2,3,2,2,177,2180,1,3,2,2,2,4,3,3,1,1,2,3,8,3,2,1,1,2,2,3,12,2,1,1,2,2,2,3,3,2,2,2,2,2,3,6,2,2,1,1,2,2,3,1,2,3,1,3,3,2,2,3,2,2,2,3,3,2,79,71,0
1,177,2181,1,2,5,1,4,5,4,1,11,7,5,8,7,1,7,6,7,2,2,1,3,1,1,1,1,2,3,1,1,1,5,1,2,2,2,2,2,1,4,5,2,5,3,1,3,4,1,1,4,2,2,1,4,2,1,1,1,2,1,4,1,1,3,1,5,2,177,2181,4,10,1,4,2,2,2,3,1,1,2,2,2,2,1,2,1,2,2,4,12,1,2,3,3,2,2,3,2,3,2,2,2,2,2,1,2,2,5,1,2,1,2,2,2,3,2,2,1,1,2,1,2,1,2,3,1,1,76,108,0
1,177,2182,4,2,8,1,4,5,4,2,5,6,7,8,6,1,8,6,10,3,2,2,6,1,1,1,2,2,5,1,1,1,12,1,2,1,1,4,3,1,2,1,1,1,1,1,1,2,1,8,4,4,2,3,4,5,3,1,1,0,2,4,2,1,3,2,5,2,177,2182,4,11,1,1,2,2,3,3,1,1,2,1,4,1,1,2,1,1,4,4,11,2,2,3,3,3,3,4,3,2,2,1,3,1,1,5,2,2,1,1,2,1,4,4,4,4,4,4,4,4,1,2,3,1,2,2,2,1,76,47,0
1,177,2183,3,4,4,1,6,5,4,1,7,6,5,8,7,1,8,6,8,2,1,5,3,3,1,1,1,2,3,2,1,1,5,1,3,2,4,1,2,1,2,3,2,3,3,1,3,2,1,7,4,4,2,5,2,2,2,2,1,2,2,3,2,1,4,2,6,2,177,2183,2,11,2,2,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,3,1,1,2,3,3,3,3,3,2,3,2,1,2,3,2,1,2,2,1,2,2,1,2,2,2,3,2,3,2,2,3,4,3,1,3,4,2,1,76,113,0
1,177,2184,3,4,7,1,5,4,4,1,3,6,6,8,7,3,7,6,7,2,2,3,4,1,1,1,2,2,5,1,1,1,5,1,2,2,4,3,2,1,1,5,1,5,1,1,3,2,0,1,4,4,2,1,4,2,1,3,3,3,2,2,2,2,4,1,5,2,177,2184,3,12,1,1,1,2,2,4,1,1,1,5,2,4,5,1,2,2,2,2,5,1,2,3,3,2,3,3,3,3,1,1,2,3,1,5,2,2,2,2,1,2,3,2,2,3,1,3,3,3,2,1,3,2,2,2,2,1,79,14,0
1,177,2185,1,2,8,1,3,4,4,1,4,7,6,8,7,3,7,6,8,2,2,2,2,1,1,1,2,2,5,2,1,1,1,2,2,3,4,3,2,1,2,3,1,2,2,1,4,4,1,8,4,4,2,1,3,2,2,2,1,2,2,3,1,1,2,2,6,2,177,2185,4,7,1,2,2,2,2,3,1,1,2,5,3,3,2,2,3,2,3,3,12,1,3,3,3,3,3,3,2,3,2,2,2,2,2,5,2,2,1,2,2,2,3,3,2,3,3,3,3,2,2,3,3,3,2,4,2,2,79,98,0
1,177,2186,1,2,5,1,4,5,4,1,4,8,7,8,7,1,8,6,8,2,1,5,5,2,2,1,1,2,1,2,1,1,5,1,1,5,3,1,2,1,4,5,1,5,5,5,4,2,1,8,4,4,3,1,5,3,2,1,3,2,2,2,2,3,2,2,5,2,177,2186,2,11,1,4,4,4,4,4,1,1,2,5,9,1,5,1,1,3,1,4,3,1,1,3,3,2,3,4,3,3,2,2,2,3,3,1,2,2,0,1,2,1,1,2,2,2,1,2,1,1,1,4,3,1,2,1,1,1,76,24,0
1,177,2187,1,5,2,2,4,5,4,2,11,10,5,8,7,1,8,6,6,4,2,2,6,3,1,1,1,3,3,1,2,1,5,1,2,3,3,4,4,1,4,1,2,0,5,1,4,2,1,7,4,4,2,5,3,2,1,3,1,2,2,0,1,1,0,2,3,2,177,2187,4,4,1,2,0,2,4,4,5,1,2,6,4,4,2,2,1,3,2,5,5,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,1,2,3,3,78,61,0
1,177,2188,1,4,7,2,4,5,4,2,11,10,0,8,7,4,8,6,4,3,1,5,6,3,1,0,0,3,5,1,1,2,12,1,1,4,3,5,0,1,1,1,1,1,5,1,4,2,1,5,4,4,1,5,4,1,1,2,1,1,1,5,1,1,2,3,0,2,177,2188,1,1,1,1,1,1,1,4,1,1,1,1,1,4,2,4,1,2,4,4,11,6,1,0,2,1,2,2,2,1,2,2,2,3,2,1,1,2,3,1,2,1,1,4,4,1,4,1,4,4,2,4,2,3,3,4,2,3,78,60,0
1,177,2189,1,5,4,1,5,5,4,1,4,9,7,8,6,2,7,6,4,2,1,5,1,1,2,1,2,2,5,1,1,1,5,1,3,1,3,4,4,1,4,4,5,4,4,3,2,4,1,4,4,4,2,1,3,1,1,2,1,1,5,5,2,1,4,2,5,2,177,2189,3,1,2,2,3,4,4,3,2,1,2,3,2,2,1,1,1,3,2,2,12,2,2,1,3,3,2,4,2,1,2,1,2,2,2,1,2,2,4,5,1,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,76,26,0
1,177,2190,1,2,5,1,3,5,2,1,11,9,8,8,7,1,7,6,5,3,1,3,2,3,1,2,1,2,3,2,1,1,7,4,3,3,2,2,2,3,1,1,1,2,2,1,2,2,1,3,4,4,2,2,3,3,2,1,1,2,2,3,1,2,2,2,1,2,177,2190,2,2,2,4,4,4,2,2,1,2,2,5,2,2,1,1,1,3,2,2,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,1,2,1,2,1,2,2,1,2,2,2,1,2,1,3,2,2,3,2,2,1,2,77,70,0
1,177,2191,1,1,7,1,3,4,4,1,3,9,8,8,7,3,7,6,11,3,2,3,1,1,1,1,1,2,1,1,1,1,12,0,2,1,1,1,2,1,2,5,1,2,1,1,2,2,1,12,4,4,2,2,4,2,1,2,3,2,3,3,2,3,1,1,6,2,177,2191,4,12,1,4,2,1,2,3,1,1,2,5,12,2,2,1,1,1,3,2,12,1,2,3,3,3,3,3,2,3,3,2,2,2,2,5,2,2,1,2,2,1,2,3,2,3,1,3,3,2,2,2,3,1,2,3,3,1,79,52,0
1,177,2192,3,0,4,2,5,5,11,0,9,8,1,8,7,0,6,6,2,2,2,1,4,1,1,1,1,1,3,1,1,1,1,1,3,4,2,1,2,1,2,2,1,2,2,1,3,2,1,4,4,4,1,1,4,2,2,2,1,2,2,3,2,2,4,1,1,2,177,2192,4,1,1,1,1,1,1,4,1,1,1,2,12,2,3,4,1,2,3,3,12,5,2,3,2,3,3,3,2,3,2,2,3,3,2,5,2,2,1,1,2,1,3,3,3,3,2,3,3,3,2,4,3,1,2,3,2,1,76,72,0
1,177,2193,3,4,5,1,4,5,4,1,4,8,7,8,7,1,8,6,7,3,1,5,3,1,1,2,1,1,5,1,1,1,5,4,1,4,4,2,2,1,2,5,1,5,5,1,4,4,1,8,4,4,2,1,2,2,2,3,1,2,2,3,2,2,4,4,5,2,177,2193,4,3,1,3,2,3,2,4,1,1,2,2,11,2,2,2,1,2,4,3,2,1,2,3,3,3,3,2,3,3,2,3,3,2,3,1,1,2,1,1,2,2,3,3,2,2,2,3,2,3,2,4,3,1,2,4,2,2,76,42,0
1,177,2194,1,3,4,2,4,5,1,2,5,8,7,8,7,1,8,6,5,3,1,5,1,1,1,1,1,3,5,1,1,1,5,1,1,4,4,4,4,1,2,2,2,1,5,1,4,2,1,1,4,4,2,2,4,1,1,2,1,1,1,3,1,1,4,3,5,2,177,2194,2,3,1,1,2,2,2,3,2,1,1,2,11,2,2,2,1,2,4,3,1,1,2,2,3,2,3,3,2,2,2,2,3,3,2,1,2,2,2,2,1,2,2,1,2,2,2,1,3,1,2,3,3,1,3,3,1,2,78,50,0
1,177,2195,1,3,7,1,4,4,1,2,5,8,9,8,6,4,8,6,5,4,1,5,1,1,1,2,2,2,5,1,1,1,5,1,1,3,5,3,2,1,2,3,1,3,2,1,4,2,4,8,4,4,2,1,4,2,1,2,1,3,3,2,2,2,2,3,3,2,177,2195,3,4,3,4,4,4,4,3,2,2,3,3,9,1,1,1,2,3,2,2,4,1,3,3,3,3,3,2,2,3,2,2,2,2,2,5,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,3,2,3,3,4,2,2,81,30,0
1,177,2196,1,5,7,2,3,5,4,1,4,11,5,3,1,4,7,6,6,2,1,5,4,1,1,1,1,2,5,2,1,1,5,4,2,2,4,1,2,1,1,3,3,3,3,1,2,4,1,6,4,4,2,1,4,3,2,2,1,1,2,2,2,1,2,3,1,2,177,2196,2,3,1,4,3,4,2,3,1,1,2,3,2,2,1,1,1,3,2,2,7,1,2,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,4,3,1,3,4,2,1,76,111,0
1,177,2197,1,2,3,2,4,5,1,1,11,11,8,8,7,1,7,6,4,3,1,5,1,1,1,1,1,1,5,3,1,1,5,4,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,6,4,4,4,3,3,3,1,2,1,3,4,1,1,1,3,3,5,2,177,2197,2,3,1,2,1,2,1,3,1,1,1,2,2,1,1,1,1,2,2,3,10,2,2,3,3,3,3,3,2,3,1,1,1,2,1,1,1,2,1,1,2,2,2,3,2,3,3,3,2,1,1,1,3,1,1,2,1,2,78,81,0
1,177,2198,1,1,8,1,4,5,4,2,0,11,7,8,7,1,7,6,6,2,2,3,1,1,1,2,1,2,3,1,1,1,8,1,1,1,3,4,2,1,2,1,1,1,1,1,2,2,1,7,4,4,2,1,2,2,2,3,1,1,5,5,1,1,3,3,5,2,177,2198,4,8,1,1,2,2,5,3,1,1,1,5,8,2,5,2,1,2,4,4,1,1,2,3,2,2,3,3,2,2,2,2,3,3,1,1,2,2,1,1,2,1,3,2,3,3,2,3,3,2,1,4,2,1,3,4,3,2,78,86,0
1,177,2199,1,2,3,1,4,5,4,1,7,11,0,0,7,1,8,6,8,3,2,3,2,1,1,2,1,2,3,2,1,1,5,1,1,1,1,1,1,1,1,5,5,4,5,0,4,4,1,4,4,4,4,5,1,2,1,2,3,1,1,0,0,0,1,3,0,2,177,2199,3,12,1,4,2,4,5,4,1,1,2,5,12,4,5,1,1,3,1,1,11,1,3,3,3,3,3,2,2,3,2,1,1,2,2,6,2,2,1,5,2,1,2,3,2,3,3,3,3,1,2,4,1,1,3,4,3,2,76,6,0
1,177,2200,1,2,5,1,3,5,4,1,4,11,7,8,7,1,7,6,10,3,2,3,5,2,2,1,1,2,5,1,1,1,5,1,1,3,3,4,2,1,4,5,5,5,5,1,4,2,0,8,4,4,3,1,1,1,1,2,1,4,5,4,0,3,1,3,5,2,177,2200,3,3,2,0,0,5,2,2,5,1,2,3,5,1,3,1,2,2,1,3,12,6,3,3,3,2,2,3,2,3,3,1,2,2,4,1,2,2,1,1,1,5,1,1,1,1,4,4,4,1,2,4,3,3,3,4,2,2,76,23,0
1,177,2201,1,4,4,2,3,4,11,0,4,4,3,2,7,5,5,7,3,2,2,3,4,1,1,2,2,1,5,1,1,1,5,1,2,1,3,2,3,1,2,3,1,1,2,1,4,4,4,3,4,4,2,4,4,2,2,2,1,1,2,4,1,1,2,3,5,2,177,2201,3,1,1,1,2,1,1,4,1,1,1,3,8,3,2,2,1,2,3,3,11,2,1,3,1,2,1,3,2,2,2,2,1,3,2,3,2,2,1,1,1,2,1,1,1,2,1,2,1,2,3,3,2,3,3,4,2,2,79,123,0
1,177,2202,1,5,7,1,4,6,5,2,5,4,8,4,2,1,6,8,7,4,2,1,3,1,1,2,2,3,1,1,1,1,8,1,1,3,4,2,4,4,2,1,1,1,1,1,4,2,1,1,4,4,2,1,3,1,1,2,1,1,1,2,1,1,3,3,5,2,177,2202,1,1,1,1,1,2,1,3,1,1,1,1,11,2,3,2,1,1,1,4,11,2,1,3,1,2,2,2,1,3,1,3,1,2,2,1,2,2,1,1,1,1,4,4,4,4,4,4,4,4,2,3,1,2,3,4,1,1,81,59,0
