CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.5..1,Q.6B.,Q.7.,Q.8.,Q.9A.,Q.9B.,Q.9C.,Q.9D.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21A.,Q.21B.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,Q.27.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.30C.,Q.30D.,Q.31A.,Q.31B.,Q.31C.,Q.31D.,Q.31E.,Q.31F.,Q.31G.,Q.31H.,Q.31I.,Q.31J.,Q.31K.,Q.31L.,Q.31M.,Q.31N.,Q.31O.,Q.31P.,Q.31Q.,Q.31R.,Q.31S.,Q.31T.,Q.32.,Q.33.,Q.34.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.36C.,Q.36D.,Q.36E.,Q.36F.,Q.36G.,Q.36H.,Q.36I.,Q.37A.,Q.37B.,Q.38.,Q.39.,Q.40A.,Q.40B.,Q.42.,Q.43A.,Q.43B.,Q.43C.,Q.43D.,Q.43E.,Q.43F.,Q.43G.,Q.43H.,Q.43I.,Q.43J.,Q.44.,Q.47A.,Q.47B.,Q.47C.,Q.47D.,Q.47E.,Q.49.,Q.50A.,Q.50B.,Q.50C.,Q.50D.,Q.51A.,Q.51B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.54C.,Q.54D.,Q.54E.,Q.55A.,Q.55B.,Q.56.,Q.57.,Q.58.,Q.58..1,Q.58..2,Q.58..3,Q.58..4,Q.58..5,Q.58..6,Q.58..7,Q.58..8,Q.58..9,Q.58..10,Q.58..11,Q.58..12,Q.59.,Q.60A.,Q.60B.,Q.61A.,Q.61A..1,Q.61B.
1,101,136,2,3,5,1,3,4,4,37,4,8,1,2,2,3,1,3,2,2,2,3,2,1,3,8,2,3,1,9,1,2,2,2,5,1,1,2,2,1,1,4,1,1,3,1,1,2,4,4,1,1,1,2,2,4,4,1,1,3,1,2,1,1,3,2,2,1,2,101,136,2,2,2,1,1,2,2,3,2,1,2,2,3,3,4,2,4,0,4,4,0,3,4,4,4,1,3,2,5,1,1,4,3,4,0,3,1,2,1,1,0,0,20,0,80,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,1,4,0,1
1,101,137,2,2,4,1,4,12,1,95,4,4,1,2,2,2,1,1,3,1,3,2,2,1,3,4,3,1,1,2,1,1,2,2,5,4,2,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,3,3,2,1,2,101,137,2,3,1,1,1,2,2,3,1,2,1,2,3,3,1,1,1,4,4,1,4,4,4,4,4,3,5,1,5,5,5,3,2,1,2,1,1,1,1,1,1,2,7,90,0,1,1,3,3,2,2,2,1,2,2,2,2,2,2,1,2,2,4,1,1,4,2,4
1,101,138,2,3,5,2,3,4,4,26,4,4,1,1,2,2,3,1,1,1,1,2,3,1,3,4,2,3,1,3,1,1,2,2,3,2,3,3,2,1,2,4,2,4,3,4,3,2,1,3,4,2,3,3,2,3,3,3,3,3,3,4,1,0,3,1,2,1,2,101,138,2,1,1,1,1,2,1,1,1,1,3,1,3,1,3,2,2,4,3,3,4,4,4,4,4,3,4,1,4,5,1,4,1,2,1,2,2,1,2,2,5,10,70,5,10,2,1,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,4
1,101,139,2,1,5,3,4,6,2,200,4,4,1,1,2,3,1,1,2,1,1,2,3,1,2,2,1,3,1,3,2,1,2,2,6,1,1,2,2,1,2,4,1,1,3,4,4,1,1,1,1,4,2,1,1,0,4,2,2,4,1,2,2,4,3,3,1,1,2,101,139,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,3,2,4,3,4,4,4,1,2,2,4,2,1,4,3,3,1,1,1,1,1,2,10,20,50,20,0,2,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,4,3,4
1,101,140,2,3,4,3,4,9,1,28,4,9,1,2,2,2,1,2,1,2,1,2,3,1,2,4,2,2,1,2,1,1,3,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,3,3,3,1,1,2,101,140,2,2,2,1,1,2,2,2,1,1,2,2,3,0,3,3,4,4,3,2,4,4,4,4,4,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,10,80,10,0,0,1,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,3,1
1,101,141,2,1,3,2,4,7,2,153,4,10,1,1,2,3,2,3,2,1,2,2,2,1,1,2,2,3,1,7,2,2,2,2,3,2,2,2,2,2,2,1,3,1,3,3,2,3,1,1,1,1,2,2,1,1,2,1,3,1,1,4,2,3,3,3,1,1,2,101,141,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,3,3,3,3,2,4,4,4,1,3,1,3,4,1,0,2,1,2,1,2,2,0,0,3,5,12,5,75,2,1,2,3,2,2,1,2,2,2,1,2,2,2,2,2,2,4,5,2,4,3,4
1,101,142,2,2,4,2,4,10,3,100,4,9,1,1,2,2,1,1,2,1,2,3,2,1,3,2,1,2,1,3,2,2,0,2,2,3,0,2,2,2,2,4,1,4,3,1,2,2,2,4,2,4,2,3,2,2,4,2,1,3,3,1,3,1,3,2,2,0,2,101,142,2,2,1,1,1,2,2,1,1,3,2,2,1,1,2,2,4,4,4,2,4,2,4,4,4,1,5,2,5,2,2,2,1,3,1,3,2,2,1,2,0,1,25,25,49,1,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,1,4,3,4
1,101,143,2,2,5,1,3,4,4,38,4,2,1,2,2,2,1,1,3,2,2,2,2,2,1,2,1,2,1,8,2,1,2,2,2,3,2,2,2,1,2,4,4,1,2,1,4,1,1,1,1,1,2,2,4,1,1,1,3,4,5,1,3,1,3,3,1,1,2,101,143,2,1,2,1,1,2,2,1,1,2,1,1,3,3,1,1,1,4,4,2,4,4,4,4,4,1,2,1,4,4,1,3,2,2,1,2,1,2,1,2,0,0,97,0,0,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,0,4
1,101,144,2,2,2,1,3,2,4,120,4,9,1,1,2,1,1,2,2,2,2,3,2,2,2,8,1,3,1,4,2,1,2,1,4,2,0,3,3,1,2,1,1,1,2,2,2,1,1,4,1,2,1,1,2,1,1,1,2,3,2,2,3,0,3,2,1,1,2,101,144,2,2,3,1,1,0,2,1,1,2,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,1,4,1,4,3,1,2,1,3,1,2,2,1,1,2,0,0,20,20,60,3,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,4,3,4
1,101,145,2,2,3,1,3,4,4,58,4,0,1,1,2,3,1,1,2,2,2,3,2,3,3,1,2,1,1,4,3,2,2,2,1,3,3,2,3,2,2,1,1,0,3,2,2,1,2,1,2,2,3,2,2,1,1,2,3,2,1,2,3,4,3,3,2,1,2,101,145,2,2,1,1,1,2,2,3,2,2,3,2,3,1,1,1,1,1,1,1,4,1,4,4,2,1,5,2,4,3,1,2,1,3,2,2,2,3,1,1,4,6,10,19,70,1,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,4,1,2,4,3,4
1,101,146,2,1,5,1,4,3,3,65,4,4,1,1,2,2,3,1,3,1,3,2,3,3,3,0,2,1,1,1,3,2,3,2,4,3,2,2,2,2,2,2,1,4,2,2,1,2,3,2,2,3,2,1,1,3,3,1,3,4,3,4,3,1,3,2,2,1,2,101,146,2,1,1,1,1,2,1,1,1,2,1,2,3,3,1,1,1,3,4,2,4,2,4,4,2,1,5,1,1,1,2,1,2,3,2,2,2,1,1,1,20,10,30,30,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,3,1,1,4,3,4
1,101,147,2,2,2,1,3,4,4,10,4,4,1,2,2,3,1,1,1,1,2,2,3,3,3,1,2,1,1,3,1,1,2,2,6,3,4,2,3,1,2,2,3,2,3,2,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,2,1,2,101,147,2,1,1,1,1,2,2,3,2,4,2,1,2,2,1,2,2,4,4,4,4,4,4,4,4,3,5,1,5,4,5,3,1,2,2,3,2,1,1,2,0,10,75,15,0,1,4,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,4,1,1,4,3,4
1,101,148,2,3,4,2,4,10,1,130,4,13,1,3,2,3,1,1,3,2,1,2,2,3,1,1,3,1,1,4,3,3,1,1,2,2,3,3,2,3,2,2,3,2,2,1,1,1,4,3,1,1,3,2,4,3,3,2,3,4,2,4,3,4,3,3,1,1,2,101,148,2,2,3,1,1,2,0,3,1,1,2,2,3,3,1,1,1,3,2,1,4,2,4,4,1,1,1,1,1,1,5,3,1,3,1,1,1,1,1,1,25,5,50,20,0,1,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,4,0,3
1,101,149,2,1,4,3,4,5,3,101,4,14,2,1,1,1,2,3,2,1,2,1,2,3,3,1,1,1,4,3,3,3,2,2,4,2,3,2,2,1,1,2,1,4,3,2,1,2,1,2,4,1,4,1,1,4,2,2,2,4,5,1,1,4,3,3,2,1,2,101,149,2,2,3,1,1,2,2,3,1,1,2,2,1,1,2,2,2,4,3,2,4,3,4,4,4,1,2,2,4,5,1,2,3,3,3,2,3,1,1,2,5,70,10,5,10,3,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,3,4,4
1,101,150,2,1,5,3,4,8,1,0,4,11,2,1,0,0,2,3,2,1,1,2,1,2,2,2,2,2,1,3,2,2,2,2,4,2,2,2,2,2,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,3,2,1,1,2,101,150,2,1,1,1,1,2,2,3,1,2,2,2,3,2,1,1,1,2,2,2,4,2,3,4,4,1,4,1,4,3,1,4,1,3,1,2,3,3,1,2,5,15,75,5,0,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,4,5,5
1,101,151,2,2,4,1,3,12,3,90,4,2,2,1,3,3,1,2,2,2,2,2,2,3,1,8,3,1,2,3,2,1,2,2,3,3,2,3,3,3,3,1,2,2,2,4,2,4,2,3,4,4,4,4,2,2,1,4,3,4,2,3,3,4,3,3,2,1,2,101,151,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,4,4,4,2,4,4,4,4,4,1,1,1,3,5,1,3,1,3,1,3,2,1,1,2,20,3,27,30,10,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,3,4,2,5
1,101,152,2,2,5,1,4,5,3,165,4,1,2,3,3,1,2,1,1,2,3,2,3,0,1,3,0,3,4,3,1,2,3,1,2,2,2,2,2,2,2,4,4,1,3,4,2,1,4,1,1,4,1,1,4,4,4,4,2,2,1,4,3,2,3,1,1,1,2,101,152,2,3,1,1,1,2,2,3,1,3,2,2,3,1,1,3,2,4,4,4,4,4,4,4,4,1,3,1,2,3,1,3,1,3,1,3,2,1,1,2,10,20,50,20,0,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,4,3,4
1,101,153,2,3,3,1,4,1,1,150,4,10,2,2,2,1,1,1,3,1,1,3,1,2,3,2,2,1,4,7,1,3,1,1,1,2,4,2,2,1,1,1,2,2,3,1,1,1,1,1,0,1,3,3,1,1,1,3,3,3,1,1,1,4,3,0,2,1,2,101,153,2,2,1,1,1,2,2,3,2,1,3,1,3,3,1,4,4,4,0,3,4,2,4,4,2,3,2,1,4,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,0,0,0
1,101,154,2,1,6,3,4,12,1,107,2,2,1,3,1,3,2,2,1,2,2,1,1,0,2,2,2,2,2,2,2,1,2,2,4,2,4,2,2,2,2,4,4,4,1,4,4,4,1,4,4,1,4,4,1,4,4,1,2,4,1,1,1,3,3,3,2,1,2,101,154,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,4,2,2,4,4,4,4,1,2,2,2,2,5,2,2,3,1,1,1,2,1,2,35,50,13,2,0,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,3,3,2,4
1,101,155,2,2,3,2,3,4,4,49,2,2,1,2,1,1,3,3,2,1,1,2,2,1,1,8,2,2,4,3,1,2,3,2,4,2,3,1,2,2,2,4,1,1,2,1,4,4,4,1,4,4,1,4,4,4,4,1,4,4,5,2,2,4,3,3,1,1,2,101,155,2,2,1,1,1,2,2,1,1,2,2,2,3,2,2,1,1,2,2,1,4,2,4,4,1,1,3,2,4,2,2,3,1,2,1,3,1,2,1,2,0,0,80,20,0,2,3,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,3,3,3,4,0,1
1,101,156,2,3,3,1,4,12,1,100,2,2,1,2,1,1,1,3,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,6,2,2,1,2,1,2,4,1,1,2,4,1,2,1,2,1,1,4,2,1,2,1,2,2,2,1,3,3,4,3,3,2,1,2,101,156,2,2,3,1,1,2,2,3,2,3,2,1,2,2,1,1,1,3,3,2,4,4,4,4,4,1,2,2,1,4,1,3,2,4,1,3,1,2,1,2,5,15,50,20,10,2,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,3,4
1,101,157,2,2,5,1,4,7,3,200,2,0,1,2,0,3,1,3,1,2,1,2,3,1,3,2,1,1,4,3,1,1,2,0,0,1,1,1,1,1,1,4,4,4,3,4,1,4,4,4,4,4,1,1,4,4,4,4,1,2,5,2,1,4,3,0,2,1,2,101,157,2,1,1,1,1,2,2,3,1,1,3,1,3,3,1,2,2,4,4,2,4,4,4,4,4,1,1,1,5,5,1,4,1,3,1,3,1,1,0,2,0,0,97,0,0,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,4,3,4
1,101,158,2,2,5,1,4,7,2,220,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,2,1,2,4,3,1,0,2,2,2,2,2,1,1,1,1,1,1,4,2,4,1,1,1,1,4,4,1,1,4,4,4,1,1,2,1,4,3,4,3,3,1,1,2,101,158,2,3,1,1,1,2,2,3,2,1,0,1,2,2,1,1,2,1,2,2,3,4,4,4,4,1,1,1,3,2,5,2,1,4,1,3,2,1,1,2,0,25,75,0,0,3,1,3,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,6,4,0,4
1,101,159,2,1,5,1,4,2,1,240,2,10,0,2,2,3,1,3,1,1,1,1,2,1,3,4,1,1,4,3,2,1,2,1,3,1,1,1,1,1,1,4,1,4,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,2,3,2,1,1,3,2,2,1,2,101,159,2,2,2,1,1,2,2,3,1,1,1,2,3,3,1,2,2,2,4,4,4,2,4,4,2,1,1,1,4,2,1,3,1,4,1,3,2,1,1,1,0,5,95,0,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,4,3,4
1,101,160,2,2,5,1,4,5,3,107,2,2,1,2,3,1,1,3,2,2,1,1,2,2,0,1,2,2,1,7,2,3,2,2,6,2,2,1,2,1,2,1,4,1,2,4,4,4,1,4,1,4,2,1,1,3,2,1,1,2,1,1,1,3,3,3,2,1,2,101,160,2,1,1,1,1,2,2,1,1,1,1,1,3,3,1,2,2,2,4,2,4,4,4,4,4,3,1,5,5,5,1,4,2,4,2,3,1,1,1,1,0,0,0,0,98,1,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,0,0,4
1,101,161,2,3,5,1,3,6,4,38,2,2,1,2,3,3,1,2,1,2,1,2,3,2,1,0,3,1,2,7,1,1,3,0,6,1,0,2,2,1,1,4,0,0,2,4,4,2,1,4,4,4,2,2,4,4,2,1,2,4,5,1,1,0,3,3,1,1,2,101,161,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,4,1,4,2,3,4,4,4,4,4,1,5,5,5,3,5,3,1,1,1,2,2,1,1,2,5,10,80,5,0,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,0,6,6,3,0,4
1,101,162,2,1,5,3,4,7,1,107,2,2,1,2,3,1,2,3,1,1,1,2,2,1,3,2,2,2,1,2,1,1,2,2,3,2,0,3,2,1,2,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,4,3,3,1,1,2,101,162,2,3,3,1,1,2,2,3,1,1,1,1,3,1,1,1,2,4,4,4,4,4,4,4,4,1,5,1,5,5,5,2,1,2,1,3,1,1,1,1,2,73,20,3,2,1,1,2,4,2,2,2,2,1,2,2,2,2,2,2,2,1,4,6,6,4,3,4
1,101,163,2,2,6,1,4,6,3,162,2,2,1,2,3,2,1,3,2,2,1,2,3,2,2,1,1,2,4,3,2,2,2,2,3,1,1,1,2,1,1,4,4,1,2,4,4,4,1,1,4,4,2,1,4,1,1,1,1,1,5,2,1,4,2,2,1,1,2,101,163,2,3,3,1,1,2,3,1,1,1,2,2,3,1,1,1,4,3,4,4,4,3,4,4,4,3,5,5,5,3,2,3,2,3,2,3,1,1,1,2,0,5,95,0,0,3,1,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,4,4
1,101,164,2,1,5,2,4,9,1,200,2,2,1,2,3,1,1,3,1,2,1,2,3,2,3,8,2,1,2,0,1,3,2,2,0,1,1,1,2,1,1,4,2,4,3,4,1,4,4,4,1,4,4,2,1,1,4,4,2,4,5,3,1,1,3,2,1,1,2,101,164,2,3,3,1,1,2,3,1,1,1,1,1,3,1,1,2,4,4,4,4,4,4,4,4,4,1,1,1,2,1,1,4,1,2,1,2,2,2,1,2,0,90,0,10,0,2,1,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,3,3,1,3
1,101,165,2,1,4,3,4,1,2,107,2,2,1,2,3,3,1,2,2,2,1,2,3,1,1,2,3,3,3,3,1,1,1,2,6,2,2,1,2,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,5,3,1,2,3,3,2,1,2,101,165,2,1,1,1,1,2,2,3,2,1,1,1,1,1,1,2,1,3,3,3,4,2,4,4,2,1,5,1,4,5,1,2,1,3,2,3,1,1,1,2,1,10,75,5,9,2,3,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,6,2,4,3,4
1,101,166,2,3,4,2,4,5,1,107,2,10,1,2,3,1,1,3,1,2,1,2,3,1,2,1,3,2,4,3,2,2,1,1,3,2,3,1,2,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,1,3,3,3,1,1,2,101,166,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,4,4,2,4,4,4,4,4,1,1,1,1,2,1,2,2,4,2,3,1,1,1,2,0,0,50,50,0,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,5,3,3
1,101,167,2,2,5,1,4,6,3,200,2,2,1,3,3,1,1,3,2,2,1,2,4,1,3,8,3,3,4,3,2,2,2,1,2,1,3,1,2,1,1,4,1,4,3,4,1,4,4,4,4,4,4,1,4,4,4,4,4,1,5,4,1,3,3,3,1,1,2,101,167,2,1,1,1,1,1,1,1,2,1,2,1,3,2,4,2,2,3,4,4,4,2,4,4,4,1,5,1,5,5,5,3,1,2,1,2,2,1,0,0,5,5,30,0,60,3,1,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,4,3,4
1,101,168,2,2,2,3,4,12,1,107,2,10,1,2,3,1,1,3,1,2,1,2,3,1,1,8,1,2,2,2,1,1,3,2,0,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,4,1,2,1,1,1,4,1,1,4,1,4,1,4,3,2,1,1,2,101,168,2,1,1,1,1,2,3,3,1,1,1,2,1,1,1,2,4,4,4,2,4,2,4,4,4,1,1,1,1,2,5,4,1,1,1,1,1,1,1,2,0,0,75,25,0,2,1,3,3,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,5,4,3,4
1,101,169,2,2,3,1,3,10,3,210,2,9,1,1,3,1,3,3,2,2,1,3,3,2,3,8,2,3,2,3,2,2,0,0,3,2,5,1,1,1,1,1,2,2,2,1,1,1,4,0,1,4,4,4,4,1,4,4,4,4,5,4,1,3,2,2,1,1,2,101,169,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,2,4,4,4,4,4,1,1,2,1,3,1,2,1,2,1,2,1,1,1,2,10,0,0,90,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,4,4
1,101,170,2,1,4,3,4,1,2,10,2,11,1,1,3,1,1,3,2,2,1,2,2,1,1,8,1,2,4,3,2,1,2,2,5,1,1,1,2,1,1,4,4,4,3,4,4,4,1,4,1,1,2,4,1,4,4,4,2,4,0,0,2,4,3,3,1,1,2,101,170,2,1,3,3,1,1,2,1,2,1,1,1,2,1,1,1,2,4,2,2,4,2,4,4,4,1,1,5,1,2,1,2,1,3,1,2,1,1,1,2,5,15,80,0,0,2,1,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,3,0,0,1
1,101,171,2,2,3,1,3,4,4,60,2,2,1,1,3,1,1,3,2,2,1,3,1,1,3,0,2,1,4,3,2,2,2,2,3,2,2,1,2,2,1,4,1,1,2,4,4,4,1,1,4,4,2,4,1,1,4,4,1,4,5,2,2,2,3,3,1,1,2,101,171,2,1,2,1,1,2,2,1,1,1,1,1,3,2,2,1,1,1,1,4,4,4,4,4,4,1,3,1,5,5,1,2,1,3,1,3,1,1,1,2,0,0,97,0,0,2,3,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,0,4
1,101,172,2,1,5,2,4,7,1,210,2,0,1,2,3,1,1,3,2,1,1,1,2,1,1,2,1,1,1,7,2,1,1,0,3,1,1,1,1,1,1,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,3,3,3,5,3,2,4,3,2,1,1,2,101,172,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,3,2,4,0,2,4,3,4,4,1,1,2,1,2,3,1,3,2,1,1,1,1,1,1,1,2,88,10,0,0,1,1,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,3,2,2,4,0,4
1,101,173,2,3,5,1,4,5,4,14,2,2,1,3,3,1,3,4,2,2,1,1,0,1,3,8,1,2,0,2,1,0,2,0,0,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,3,3,2,101,173,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,2,3,1,1,2,0,50,50,0,0,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,6,4,3,4
1,101,174,2,2,5,1,4,5,3,110,2,3,1,1,3,1,1,2,1,1,1,2,3,1,3,2,3,2,4,3,2,0,3,2,3,2,2,3,2,2,2,1,4,1,2,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,4,2,2,2,2,1,1,2,101,174,2,1,1,1,1,2,3,3,1,3,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,1,1,1,1,4,5,3,2,2,2,2,1,1,1,2,0,0,75,25,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,0,4
1,101,175,2,1,1,4,4,9,2,80,2,2,1,2,3,1,2,2,2,1,1,3,3,1,3,4,2,2,1,7,2,1,3,2,4,1,1,1,2,1,1,4,1,1,2,4,4,1,1,4,1,1,4,4,2,2,4,4,2,1,2,2,3,1,3,3,0,1,2,101,175,2,1,1,1,1,2,1,3,1,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,3,1,5,5,1,2,2,3,2,3,1,1,2,2,0,20,60,5,15,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,0,6,6,3,4,4
1,101,176,2,3,5,1,3,4,4,25,2,2,1,2,3,1,1,3,1,1,1,2,2,2,1,2,2,3,1,2,1,1,2,2,1,2,3,1,2,1,1,4,4,1,2,4,4,4,1,4,4,4,2,1,4,4,4,4,4,1,5,4,3,3,3,3,1,1,2,101,176,2,1,1,1,1,2,3,3,1,1,1,1,1,1,3,2,2,4,3,4,4,4,4,4,3,1,1,1,5,3,2,0,2,3,2,3,1,1,0,0,0,90,5,5,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,4,5,3
1,101,177,2,2,5,2,4,7,3,270,2,2,1,2,3,2,1,3,1,2,1,2,3,1,2,2,1,2,4,2,2,1,2,2,3,1,1,2,2,1,2,4,2,2,3,4,4,4,4,4,4,4,4,3,4,4,1,2,4,4,5,4,3,4,3,3,2,1,2,101,177,2,2,2,1,1,2,2,1,2,1,2,2,3,1,1,1,1,4,2,2,4,4,4,4,4,1,1,1,1,5,1,2,1,2,1,1,3,3,1,2,10,70,20,0,0,3,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,3,1
1,101,178,2,3,4,3,4,8,1,151,2,2,1,2,0,0,3,3,1,1,2,2,3,3,1,8,1,2,4,2,2,1,3,2,3,2,3,2,2,1,1,4,2,4,1,1,2,1,4,2,3,1,3,4,1,4,3,4,3,2,3,4,1,1,3,3,1,1,2,101,178,2,1,1,1,1,1,2,3,2,1,1,2,3,1,1,2,4,4,4,4,4,1,4,4,4,2,5,1,1,1,5,3,1,1,1,3,1,1,1,2,5,55,39,1,0,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,4,0,3
1,101,179,2,2,2,1,3,12,3,200,2,2,1,1,0,1,1,3,1,2,1,0,2,1,2,2,2,2,1,9,2,2,2,2,3,1,1,2,1,1,1,1,1,4,2,4,4,4,2,1,1,4,4,2,4,1,2,4,2,4,5,3,2,3,3,3,1,1,2,101,179,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,1,3,1,5,2,5,3,1,1,1,1,1,1,1,0,0,0,50,0,50,1,1,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,2,1,4
1,101,180,2,3,5,1,3,5,4,38,2,2,1,2,0,3,3,3,2,1,1,2,3,1,3,0,3,1,2,3,3,3,2,2,3,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,4,3,3,1,1,2,101,180,2,1,1,1,1,1,1,1,1,1,2,1,3,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,0,30,50,10,10,1,3,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,5,1,1,4,3,1
1,101,181,2,2,3,3,4,1,1,110,2,2,1,2,0,0,1,2,1,2,1,2,3,1,1,0,1,2,0,3,1,1,2,0,3,1,3,2,1,1,1,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,4,3,3,1,1,2,101,181,2,1,1,1,1,1,0,0,1,1,2,4,0,0,3,0,2,0,0,0,0,0,0,0,0,1,2,5,5,5,5,4,1,2,1,2,1,1,0,0,0,50,50,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,0,4,3,1
