CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.23C.,Q.23D.,Q.23E.,Q.23F.,Q.23G.,Q.23H.,Q.23I.,Q.23J.,Q.23K.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27C.,Q.27D.,Q.27E.,Q.27F.,Q.27G.,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.45..1,Q.45..2,CARD..1,DECK..1,BALLOT..1,FORM..1,X.,X..1,X..2,X..3,X..4,X..5,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.0.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,V.65.,V.66.,V.67.,V.68.,V.69.
1,205,1546,4,4,20,3,2,2,2,6,16,1,4,2,3,3,5,2,1,2,4,6,2,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,2,3,2,1,2,1,2,2,1,8,4,7,9,3,1,1,1,1,2,2,205,1546,4,2,2,2,2,2,2,14,13,1,1,1,2,1,3,2,1,2,2,1,2,0,2,2,2,3,1,2,2,2,1,116
1,205,1547,4,3,21,3,3,3,2,6,5,1,3,2,2,3,4,1,1,2,3,5,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,2,1,3,2,3,2,4,3,2,3,1,2,2,2,8,4,15,8,3,1,1,1,2,1,2,205,1547,4,2,2,2,2,2,2,5,4,2,1,1,3,3,2,2,2,2,2,3,2,0,2,3,2,2,2,3,2,2,4,514
1,205,1548,4,4,22,2,2,2,2,6,3,2,3,1,1,2,3,2,1,3,3,4,2,3,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,4,4,4,1,3,3,3,3,2,3,1,2,2,1,2,1,3,6,5,15,8,1,1,3,1,1,2,2,205,1548,4,2,1,2,2,2,2,3,4,2,1,1,2,2,3,2,5,2,4,5,3,0,1,3,2,4,2,2,2,2,1,117
1,205,1549,4,3,22,3,2,2,2,6,16,1,4,2,2,2,3,1,1,3,3,5,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,2,3,2,1,2,1,2,2,2,7,5,16,7,3,1,3,1,1,2,2,205,1549,4,2,2,2,2,2,2,14,13,2,1,3,2,2,3,2,1,2,2,2,2,0,2,2,3,3,3,2,1,2,1,101
1,205,1550,4,4,23,3,11,99,2,6,1,2,2,2,3,3,4,1,1,2,2,4,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,3,4,3,2,1,1,1,1,3,7,5,10,7,2,1,1,1,1,2,2,205,1550,4,1,2,2,2,2,2,9,13,2,1,1,2,2,3,3,3,3,4,2,3,0,2,3,3,3,4,3,2,2,7,710
1,205,1551,4,4,21,2,2,2,2,1,12,1,4,2,1,1,3,1,1,2,3,5,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,3,2,2,3,3,1,2,1,1,2,3,1,8,5,11,9,3,1,3,1,2,2,2,205,1551,4,1,2,2,2,2,2,11,4,3,2,3,2,2,2,2,2,2,1,2,2,0,2,3,2,2,3,2,2,2,1,104
1,205,1552,4,3,22,3,11,99,2,6,16,1,2,3,1,2,3,3,2,3,5,9,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,3,3,3,1,3,1,2,3,3,3,1,1,3,1,2,3,4,8,5,17,7,3,1,1,1,1,1,2,205,1552,4,1,2,2,2,2,2,14,13,3,2,2,2,2,3,2,2,2,4,2,1,0,1,3,2,3,1,3,2,2,3,709
1,205,1553,4,4,22,2,2,2,1,0,16,2,2,1,3,4,5,2,1,2,4,7,1,2,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,3,2,3,1,3,3,3,3,2,3,2,2,3,2,4,2,1,6,3,15,8,3,1,4,1,1,2,2,205,1553,4,2,2,2,2,2,2,10,4,2,2,1,2,3,3,1,1,1,1,3,4,0,1,2,3,5,2,2,1,2,1,121
1,205,1554,4,3,12,3,11,99,1,6,16,1,3,1,3,4,5,2,1,2,2,4,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,3,3,2,3,3,3,2,1,2,2,2,8,3,5,8,3,1,2,1,2,2,2,205,1554,4,1,1,2,2,2,2,11,4,1,1,1,2,2,3,2,2,2,2,2,0,0,1,2,2,3,2,3,2,2,3,702
1,205,1555,4,4,21,3,11,99,1,0,1,1,4,2,3,4,6,1,1,3,3,3,1,2,0,1,1,0,1,0,0,0,0,1,1,1,2,1,2,3,3,3,1,3,2,2,3,3,4,3,1,4,1,3,1,1,7,4,11,8,3,1,1,2,2,2,2,205,1555,4,2,2,2,2,2,1,1,13,1,1,1,1,1,2,1,5,3,4,5,4,0,2,3,2,2,1,3,2,2,7,707
1,205,1556,4,3,23,3,2,2,1,6,1,1,4,2,2,2,3,1,1,2,2,4,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,1,2,3,3,3,1,3,3,2,3,2,3,3,2,2,1,2,0,1,6,5,15,7,2,2,2,1,2,2,2,205,1556,4,1,2,2,2,2,2,1,4,2,1,1,3,2,3,2,4,2,4,3,2,0,1,1,2,1,3,2,1,2,1,131
1,205,1557,4,4,22,2,2,2,3,1,16,1,4,2,1,3,4,1,1,3,2,3,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,3,3,3,1,3,3,3,3,2,3,0,1,2,1,3,3,5,7,5,16,7,3,1,1,1,1,2,2,205,1557,4,1,2,2,2,2,2,13,3,2,1,1,1,2,3,2,4,3,4,3,4,0,2,0,3,3,3,2,2,2,1,106
1,205,1558,4,2,43,0,1,1,2,6,7,1,4,3,3,3,4,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,0,3,2,1,3,2,3,2,1,2,2,3,3,3,4,2,1,2,1,2,1,2,3,2,18,8,2,1,3,1,1,1,2,205,1558,4,2,2,2,2,2,2,1,5,2,1,1,2,2,3,1,3,1,2,2,2,0,2,1,3,2,2,1,2,2,4,110
1,205,1559,4,2,41,3,11,99,2,1,7,0,2,3,1,4,0,3,1,0,1,2,1,3,3,1,3,3,1,3,2,1,1,1,1,1,2,0,3,3,2,3,3,4,4,3,0,2,2,1,2,4,2,4,3,2,5,3,4,0,3,1,1,1,2,2,2,205,1559,4,1,1,2,2,2,2,9,0,4,2,2,3,2,0,2,5,3,4,4,4,0,2,1,0,5,2,1,2,2,4,523
1,205,1560,4,2,41,3,11,99,2,6,3,1,4,3,1,4,0,2,3,3,0,0,2,3,2,1,1,2,1,2,1,1,3,1,1,1,2,2,2,3,4,2,3,3,1,3,3,1,1,1,5,4,2,3,3,3,4,3,22,0,1,1,1,1,1,1,2,205,1560,4,1,2,2,2,2,2,9,5,4,2,2,3,2,2,3,3,3,4,5,4,0,2,1,3,5,1,1,2,2,3,517
1,205,1561,4,2,57,2,1,1,2,6,7,2,4,2,1,2,1,2,3,3,5,4,2,2,1,1,1,1,1,0,0,1,1,1,0,1,2,1,3,2,2,4,1,1,4,3,3,2,2,1,2,1,3,1,3,4,4,3,35,2,3,1,1,1,1,2,2,205,1561,4,2,2,2,2,2,2,7,13,2,1,3,3,2,3,2,2,2,3,4,3,0,2,3,3,5,1,1,1,2,2,301
1,205,1562,4,2,70,3,11,99,2,3,3,1,2,3,1,1,3,1,3,3,3,4,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,3,2,3,1,1,3,2,3,3,2,1,2,1,1,1,3,4,5,3,14,7,1,1,1,1,1,2,2,205,1562,4,1,2,2,2,2,2,3,13,3,2,3,3,2,2,1,3,2,1,4,3,0,2,2,3,4,1,1,2,2,3,523
1,205,1563,4,2,36,0,1,1,2,1,11,0,1,0,1,1,2,1,2,2,2,3,1,3,3,1,1,2,1,0,3,1,1,1,1,1,2,1,2,3,3,3,2,1,3,2,4,3,3,2,2,2,2,1,2,3,3,4,16,5,3,1,3,1,1,2,2,205,1563,4,2,2,2,2,2,2,13,10,3,2,2,3,2,2,1,5,3,1,5,4,0,3,3,2,3,1,3,2,2,0,310
1,205,1564,4,2,37,3,11,99,2,6,3,2,3,3,1,5,2,3,1,2,3,4,1,2,3,1,1,3,1,3,2,1,1,1,1,1,2,1,2,4,4,3,1,1,4,2,3,3,3,1,2,2,1,2,3,5,4,5,22,6,3,1,1,1,1,2,2,205,1564,4,1,2,2,2,2,2,9,13,3,2,2,3,2,1,1,2,1,1,2,3,0,2,4,3,2,1,1,2,2,3,500
1,205,1565,4,2,38,3,1,1,1,6,5,1,4,2,3,2,3,2,1,2,3,4,2,3,1,1,1,1,1,1,1,1,1,1,1,0,2,1,4,4,1,2,1,3,3,2,3,2,4,1,4,1,1,4,2,2,1,3,28,5,1,1,1,2,2,2,2,205,1565,4,1,2,2,2,2,2,5,4,2,3,2,3,2,1,2,1,1,1,3,2,0,1,4,4,2,2,3,2,2,4,108
1,205,1566,4,2,38,3,1,1,1,0,3,1,0,2,3,3,4,3,1,2,3,3,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,3,3,3,3,1,1,3,2,3,3,4,3,2,1,1,2,2,4,4,3,9,8,4,1,1,2,2,2,2,205,1566,4,1,2,2,2,2,2,0,0,2,1,1,0,0,3,1,3,3,2,0,0,0,1,4,4,4,1,3,2,2,3,126
1,205,1567,4,2,36,3,11,99,1,6,7,1,3,2,2,3,4,2,1,3,4,5,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,3,3,3,1,3,2,3,3,3,3,2,2,2,1,2,2,2,5,3,14,8,3,1,3,1,1,2,2,205,1567,4,1,2,2,2,2,2,7,13,2,1,1,3,2,3,2,1,1,1,2,3,0,2,4,3,2,1,3,2,2,1,704
1,205,1568,4,2,38,3,11,99,1,6,3,2,4,2,2,2,4,2,1,2,3,5,1,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,3,2,3,1,3,2,3,3,2,3,2,2,2,1,2,2,4,5,4,22,7,2,1,1,1,1,1,2,205,1568,4,1,2,2,2,2,2,1,4,2,1,1,2,2,2,2,4,3,3,2,4,0,2,2,2,2,2,1,2,2,3,509
1,205,1569,4,1,42,3,2,2,1,6,3,1,4,2,1,3,4,2,1,2,3,3,2,1,1,1,1,2,1,3,3,1,3,1,1,1,2,2,2,4,2,4,3,4,3,3,4,2,2,2,3,2,1,2,1,4,4,5,23,7,3,1,1,1,1,1,2,205,1569,4,1,2,2,2,2,2,2,13,1,3,3,3,3,2,2,4,2,2,4,4,0,1,3,2,1,1,1,2,2,2,138
1,205,1570,4,2,38,0,1,1,1,6,1,1,3,2,0,5,1,3,3,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,3,3,3,3,0,2,4,3,4,0,0,2,3,5,0,3,2,5,13,0,4,1,1,1,1,2,2,205,1570,4,1,2,2,2,2,2,1,0,3,2,2,0,2,3,1,1,1,1,1,1,0,1,4,4,2,1,3,2,2,7,326
1,205,1571,4,2,36,3,11,99,3,6,5,1,1,2,1,2,4,2,2,2,3,3,1,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,3,3,3,3,3,3,2,3,2,4,1,3,4,3,0,0,0,1,5,25,0,3,1,1,1,2,2,2,205,1571,4,2,2,2,2,2,2,5,0,1,1,2,3,3,1,1,1,4,3,4,3,0,2,4,3,1,2,3,2,2,4,507
1,205,1572,4,2,36,3,11,99,3,6,5,1,4,2,1,5,1,2,1,3,2,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,4,2,2,4,4,4,2,4,3,4,3,4,3,2,2,0,5,3,5,27,2,1,1,1,1,1,2,2,205,1572,4,2,2,2,2,2,2,6,5,1,3,2,1,2,2,2,4,1,3,4,3,0,2,1,3,4,3,3,2,2,4,505
1,205,1573,4,1,38,3,11,99,1,6,7,1,4,2,1,1,1,1,3,3,2,3,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,3,3,3,3,5,1,2,2,1,2,3,4,5,5,3,6,1,1,1,1,1,1,2,205,1573,4,1,2,2,2,2,2,9,13,3,2,2,3,2,3,2,3,2,3,2,2,0,2,2,2,2,1,1,2,2,4,528
1,205,1574,4,4,24,3,11,99,2,1,7,1,4,2,3,3,5,1,1,3,5,5,2,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,2,3,3,3,1,1,2,3,3,3,3,3,2,2,1,2,1,1,6,3,5,9,3,1,1,2,1,2,2,205,1574,4,2,1,2,2,2,2,9,13,2,1,1,1,1,2,1,1,2,1,4,2,0,2,2,3,2,3,1,2,2,2,307
1,205,1575,4,3,25,3,1,1,2,1,1,2,4,2,2,4,5,2,1,3,4,5,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,3,4,2,1,1,3,3,3,2,3,2,4,2,2,2,1,5,6,3,19,8,3,2,3,1,2,2,2,205,1575,4,2,2,2,2,1,2,9,13,3,1,2,3,2,3,1,3,3,1,5,3,0,2,1,2,3,1,3,2,2,7,319
1,205,1576,4,4,28,3,1,2,2,1,1,2,4,2,2,2,3,2,2,3,3,5,1,1,2,1,1,2,1,2,3,1,1,1,1,1,2,2,2,3,3,3,1,3,3,2,3,2,4,2,4,1,2,1,3,4,6,3,14,7,3,1,1,1,1,2,2,205,1576,4,1,2,2,2,2,2,1,4,3,2,2,3,2,3,3,1,2,3,5,4,0,2,2,2,2,2,3,2,2,7,338
1,205,1577,4,4,28,3,1,1,2,6,11,2,1,3,1,0,6,2,1,0,3,3,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,2,3,3,3,3,1,1,4,5,4,3,5,1,3,4,2,5,1,0,6,3,18,8,3,1,3,2,2,1,2,205,1577,4,2,2,2,2,2,2,4,0,1,1,1,1,3,3,2,5,0,4,5,4,0,2,4,3,3,3,3,1,2,0,301
1,205,1578,4,3,32,2,1,1,2,1,1,1,4,2,2,2,3,2,1,2,2,3,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,1,3,2,3,2,2,1,3,2,1,2,3,4,6,3,21,7,1,1,1,1,1,1,2,205,1578,4,1,2,2,2,2,2,9,5,1,1,3,3,2,3,2,3,2,3,5,2,0,2,1,3,2,4,3,2,2,7,106
1,205,1579,4,3,32,2,1,1,2,1,1,1,4,2,2,3,5,2,1,3,4,4,1,2,3,1,1,2,1,2,2,1,2,1,1,1,2,1,2,3,3,3,1,3,3,3,3,3,3,2,2,2,1,1,3,3,6,3,21,8,1,1,1,1,1,2,2,205,1579,4,2,2,2,2,2,2,14,4,3,3,3,3,2,3,2,2,1,2,2,2,0,2,1,3,2,3,3,2,2,7,119
1,205,1580,4,3,32,2,1,1,2,1,1,1,4,2,2,3,4,2,1,3,5,5,2,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,4,3,1,1,3,3,3,2,3,2,4,2,1,2,3,2,6,3,21,8,3,1,1,1,1,2,2,205,1580,4,1,2,2,2,2,2,1,4,3,0,3,3,3,3,2,1,1,2,4,2,0,1,2,3,3,2,3,2,2,7,102
1,205,1581,4,3,33,3,11,99,2,1,7,2,4,2,3,4,5,2,3,2,3,4,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,3,2,3,3,2,2,1,1,2,3,6,3,3,8,3,1,1,1,1,2,2,205,1581,4,2,2,2,2,2,2,9,6,1,1,1,3,2,3,2,2,4,1,2,2,0,2,3,2,2,1,1,2,2,4,537
1,205,1582,4,3,33,3,11,99,2,6,16,1,3,2,2,3,4,2,1,2,2,4,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,3,4,2,1,2,1,2,1,2,6,3,14,8,3,1,3,1,1,2,2,205,1582,4,2,2,2,1,2,2,3,4,2,1,3,2,2,3,2,3,2,2,2,4,0,2,4,3,2,3,3,2,2,1,716
1,205,1583,4,4,30,3,1,1,2,6,5,1,3,2,3,4,5,1,3,2,1,3,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,4,3,1,1,3,2,3,2,2,3,1,4,2,4,3,4,6,3,14,7,3,1,2,1,2,2,2,205,1583,4,2,2,2,2,2,2,5,13,3,2,2,3,3,3,2,4,3,1,4,4,0,1,2,3,3,3,3,2,2,4,339
1,205,1584,4,4,32,2,1,1,2,1,1,2,4,1,3,2,4,2,1,3,2,3,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,4,4,1,4,3,3,3,2,3,2,2,2,1,2,3,3,6,3,20,7,3,1,2,1,1,1,2,205,1584,4,2,2,2,2,2,2,1,13,2,1,1,3,3,3,2,2,1,2,5,3,0,2,1,2,3,3,3,2,2,7,132
1,205,1585,4,4,32,3,11,99,2,1,7,1,4,2,3,3,4,1,1,3,3,5,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,3,3,3,1,3,3,1,3,2,3,2,2,2,1,2,2,1,6,3,4,8,3,1,1,1,1,2,2,205,1585,4,1,2,2,2,2,2,9,13,3,1,1,2,2,3,2,2,2,2,2,3,0,2,3,2,3,1,1,2,2,4,535
1,205,1586,4,4,32,2,1,1,2,6,1,1,4,2,2,3,4,1,2,3,4,8,1,3,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,3,3,2,3,3,3,2,2,2,3,4,6,3,21,7,3,1,1,1,1,2,2,205,1586,4,1,1,2,2,2,2,11,4,2,2,2,3,2,3,1,4,2,3,4,3,0,2,2,2,2,2,3,2,2,7,180
1,205,1587,4,4,32,3,11,99,2,6,12,1,4,2,2,3,4,2,1,3,3,5,2,1,3,1,1,2,1,2,2,1,1,1,1,1,2,2,3,3,2,3,1,4,2,2,3,2,2,2,2,2,1,2,2,3,6,3,21,9,3,1,1,2,2,2,2,205,1587,4,1,2,2,2,2,2,9,4,2,3,2,3,2,2,2,1,2,1,5,4,0,3,4,4,3,2,1,2,2,3,517
1,205,1588,4,4,27,3,11,99,2,6,16,1,3,2,3,4,5,2,1,2,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,3,3,1,3,3,2,3,2,3,3,1,2,1,2,2,1,7,3,18,7,3,1,1,1,2,1,2,205,1588,4,1,2,2,2,2,2,1,13,3,3,2,2,2,2,2,2,1,2,4,2,0,2,1,3,4,2,3,2,2,3,708
1,205,1589,4,4,26,2,2,2,2,6,5,1,4,1,3,4,4,2,3,3,3,4,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,2,3,2,2,2,2,3,2,3,1,2,7,3,15,7,3,1,2,1,1,2,2,205,1589,4,1,2,2,2,2,2,5,0,3,1,1,3,2,3,3,2,2,3,2,3,0,2,2,3,3,1,1,2,2,8,125
1,205,1590,4,3,31,2,1,1,2,6,1,1,2,2,2,3,5,1,1,2,3,5,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,4,3,1,3,4,3,3,2,4,2,1,2,1,2,3,5,7,3,21,7,3,1,2,1,1,1,2,205,1590,4,1,2,2,2,2,2,9,13,2,1,3,3,3,3,2,2,2,1,2,3,0,1,4,2,2,2,3,1,2,7,131
1,205,1591,4,4,30,3,11,99,2,1,7,1,4,2,1,2,3,2,1,2,4,5,2,1,3,1,1,3,1,3,3,1,1,1,1,1,2,2,2,2,4,2,1,1,3,2,3,3,3,1,2,2,1,2,3,4,7,3,19,6,3,1,1,1,1,1,2,205,1591,4,1,2,2,2,2,2,7,4,3,2,2,3,2,3,3,2,2,3,4,3,0,2,2,3,2,4,1,2,2,2,320
1,205,1592,4,4,31,3,11,99,2,1,12,1,3,2,1,2,3,1,1,2,2,4,1,1,2,1,1,2,1,1,2,2,2,2,2,3,2,1,2,4,2,2,1,1,1,2,3,2,4,1,4,3,2,3,3,4,7,3,22,7,3,1,1,2,1,2,2,205,1592,4,1,2,2,2,2,2,11,13,2,3,3,3,2,2,2,2,4,3,4,3,0,1,1,3,4,3,3,2,2,6,310
1,205,1593,4,4,31,3,11,99,2,1,7,1,4,1,3,3,4,1,2,2,4,5,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,3,3,3,3,1,3,2,3,3,2,2,1,2,3,2,3,3,3,7,3,4,9,3,1,1,1,1,1,2,205,1593,4,1,2,2,2,2,2,3,12,3,1,1,3,2,3,2,4,3,3,5,4,0,2,4,3,3,1,1,2,2,4,519
1,205,1594,4,4,34,2,1,1,2,6,1,1,1,3,2,0,0,2,1,2,2,3,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,0,2,3,3,3,1,1,4,2,3,3,4,1,2,2,1,3,0,0,7,3,20,0,1,1,1,1,2,2,2,205,1594,4,2,2,2,2,2,2,0,0,3,1,1,3,2,2,1,2,2,2,5,4,0,2,4,3,4,3,3,2,2,7,162
1,205,1595,4,4,35,3,2,2,2,6,7,2,3,1,2,4,5,1,1,3,3,5,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,3,2,3,1,3,3,2,3,3,4,1,2,3,1,2,1,3,7,3,18,8,3,1,3,1,1,2,2,205,1595,4,2,2,2,2,2,2,7,4,1,1,1,3,2,3,1,4,2,2,4,3,0,2,3,2,1,1,1,2,2,4,124
1,205,1596,4,4,29,3,11,99,2,1,16,1,3,2,2,3,6,1,1,3,4,6,2,2,2,1,1,2,1,3,2,2,2,1,1,1,2,2,2,3,4,3,1,3,3,2,3,3,3,2,2,2,1,2,2,2,8,3,6,9,3,1,2,1,2,2,2,205,1596,4,2,2,2,2,2,2,9,4,2,1,1,3,2,2,2,3,3,3,4,4,0,2,3,2,3,4,3,2,2,1,509
1,205,1597,4,4,30,3,11,99,2,6,7,2,4,1,3,4,4,1,3,3,3,5,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,1,3,3,3,2,1,2,2,1,2,4,8,3,4,8,3,1,3,1,1,2,2,205,1597,4,2,1,2,2,2,2,7,13,2,1,1,2,1,2,1,1,2,1,4,3,0,2,3,3,2,1,3,2,2,1,709
1,205,1598,4,4,32,3,11,99,2,1,12,1,3,2,3,4,4,1,3,3,2,4,2,3,2,1,1,2,1,2,2,1,2,1,1,1,3,1,2,3,3,3,1,3,3,2,3,2,3,2,1,3,2,2,1,1,8,3,17,7,3,1,1,1,2,2,2,205,1598,4,1,2,2,1,2,2,14,6,3,1,1,1,1,2,1,2,3,1,5,3,0,1,3,2,2,2,1,2,2,3,504
1,205,1599,4,4,35,3,11,99,2,6,5,1,3,1,3,3,5,1,1,3,3,5,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,2,3,3,2,3,2,2,1,2,1,2,8,3,8,8,3,1,2,1,1,2,2,205,1599,4,2,2,2,2,2,2,14,4,2,2,1,3,2,3,2,2,3,2,3,3,0,1,3,2,2,1,3,2,2,4,524
1,205,1600,4,3,24,2,1,1,2,6,1,1,1,2,1,1,2,1,1,3,2,2,2,2,0,1,1,3,4,0,1,1,0,0,0,3,3,2,4,4,4,4,1,4,4,2,4,2,2,1,4,4,2,4,3,3,6,4,18,7,3,1,1,1,2,1,2,205,1600,4,2,2,2,2,2,2,9,2,3,2,2,3,2,3,1,2,1,1,1,1,0,2,2,3,1,2,3,2,2,7,113
1,205,1601,4,3,25,3,11,99,2,1,7,1,4,2,3,3,4,1,1,2,2,3,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,1,3,3,3,2,2,2,1,3,1,2,3,4,6,4,19,7,3,1,3,1,1,1,2,205,1601,4,1,2,2,2,2,2,7,4,2,1,1,3,2,2,2,1,2,2,2,3,0,2,2,3,2,2,3,2,2,1,707
1,205,1602,4,3,25,3,11,99,2,6,11,1,4,2,3,3,4,2,3,3,3,5,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,3,3,3,1,3,3,3,3,2,3,2,2,4,2,4,3,3,6,4,20,7,3,1,2,1,1,2,2,205,1602,4,1,2,2,2,2,2,10,4,3,2,2,3,3,3,2,2,2,1,5,3,0,2,3,3,2,2,3,2,2,0,708
1,205,1603,4,4,25,3,1,1,2,1,11,4,1,2,1,3,3,2,2,3,2,0,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,4,3,2,3,1,3,3,3,3,2,2,2,1,2,1,1,3,3,6,4,19,7,3,2,3,1,1,2,2,205,1603,4,2,2,2,2,2,2,10,5,2,3,2,3,2,2,2,2,1,1,4,3,0,2,2,3,2,2,3,2,2,0,336
1,205,1604,4,4,25,3,1,1,2,1,7,2,4,2,2,4,4,1,1,3,2,3,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,3,3,3,1,3,3,3,3,3,5,2,2,2,1,1,3,5,6,4,13,8,3,1,2,2,2,2,2,205,1604,4,1,2,2,2,2,2,7,4,1,1,1,3,2,3,2,1,1,1,4,2,0,2,1,3,2,1,3,2,2,5,314
1,205,1605,4,4,25,3,11,99,2,6,7,2,4,1,3,3,4,1,3,2,2,2,1,1,3,1,1,2,1,0,0,1,1,1,1,1,2,2,2,2,3,3,1,1,4,2,4,2,4,2,1,3,3,2,1,2,6,4,6,8,2,1,2,2,1,2,2,205,1605,4,2,2,2,2,2,2,7,4,3,3,1,3,2,3,1,2,1,2,2,1,0,2,3,3,1,3,1,2,2,2,318
1,205,1606,4,3,29,3,1,1,2,1,3,1,4,2,2,4,4,2,2,1,2,3,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,2,2,3,3,3,1,3,3,3,3,2,3,1,3,2,2,2,3,2,6,4,22,7,3,1,1,1,1,2,2,205,1606,4,1,2,2,2,2,2,3,4,1,1,2,3,2,3,3,4,2,4,5,4,0,3,1,3,2,4,3,2,2,3,100
1,205,1607,4,4,28,2,1,1,2,6,1,1,4,1,2,2,4,1,1,2,3,4,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,3,3,3,1,3,3,2,3,3,4,1,2,2,1,1,3,4,6,4,21,7,3,1,1,1,1,2,2,205,1607,4,1,2,2,2,2,2,9,4,3,1,1,3,2,3,2,2,2,2,4,3,0,1,1,3,2,3,3,2,2,7,124
1,205,1608,4,4,26,3,1,1,2,6,5,1,4,1,3,3,4,1,1,3,2,5,1,1,2,1,1,2,0,2,2,0,0,0,0,0,2,2,2,3,3,3,1,1,3,3,3,3,3,2,2,2,1,2,1,3,6,4,14,8,3,1,1,1,1,2,2,205,1608,4,2,2,2,2,2,2,5,12,1,1,1,3,3,3,1,1,2,2,3,2,0,1,3,2,2,2,3,2,2,4,330
1,205,1609,4,4,26,3,11,99,2,6,16,1,4,2,2,2,3,2,3,3,3,4,0,1,2,1,1,2,1,2,2,1,0,0,1,1,2,2,2,3,3,3,1,3,3,3,3,3,5,1,2,3,1,2,3,4,6,4,18,6,1,1,1,1,2,1,2,205,1609,4,2,2,2,2,2,2,13,13,2,1,2,3,3,3,3,2,4,2,3,2,0,1,4,4,2,3,3,2,2,3,0
