CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6A.,Q.6B.,Q.7.,Q.8A.,Q.8B.,Q.9.,Q.10.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.18A.,Q.18A..1,Q.18A..2,Q.18A..3,Q.18A..4,Q.18A..5,Q.18A..6,Q.18A..7,Q.18A..8,Q.18A..9,Q.18A..10,Q.18A..11,Q.18A..12,Q.18B.,Q.19.,Q.20.,Q.20..1,Q.20..2,Q.20..3,Q.20..4,Q.20..5,Q.20..6,Q.20..7,Q.20..8,Q.20..9,Q.20..10,Q.20..11,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,CARD..1,DECK..1,BALLOT..1,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43A.,Q.43B.,Q.44.,V.44A.,Q.45.,Q.46.,Q.47.,Q.48A.,V.50.,V.51.,V.52.,V.53.
1,106,2024,4,3,5,1,1,2,3,2,9,6,5,4,5,2,9,3,2,2,5,3,5,2,2,2,2,2,2,2,2,1,2,2,2,11,5,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,2024,4,9,9,9,90,2,10,20,2,1,1,1,1,1,5,10,8
1,106,2025,4,2,5,1,1,2,3,2,9,3,5,4,5,1,17,3,4,3,11,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,1,4,3,1,1,1,3,1,1,1,1,1,9,2,106,2025,4,9,9,9,90,2,10,20,2,1,1,1,2,2,2,10,4
1,106,2026,4,3,5,1,2,2,3,2,10,4,5,7,5,1,10,3,1,1,1,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,2,2,2,2,2,3,4,3,2,2,2,9,2,106,2026,4,9,9,9,90,9,10,90,9,1,1,4,2,1,3,11,0
1,106,2027,4,3,5,1,2,2,3,2,10,4,5,7,5,2,10,3,1,3,1,3,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,3,2,2,1,1,1,3,1,3,4,1,3,9,2,106,2027,4,9,9,9,90,2,10,20,0,4,2,3,1,1,2,11,0
1,106,2028,4,3,5,1,1,2,3,2,8,6,5,7,5,1,2,3,4,4,1,5,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,3,3,3,4,4,2,3,3,3,3,2,2,9,2,106,2028,4,9,9,9,90,7,10,70,7,1,1,1,2,3,5,12,7
1,106,2029,4,2,5,1,1,2,3,2,9,6,5,7,5,1,7,3,1,3,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,3,2,2,3,3,2,3,3,2,4,2,2,9,2,106,2029,4,9,9,9,90,9,10,90,9,1,1,4,1,1,4,10,5
1,106,2030,4,3,5,1,1,2,3,2,9,6,5,7,4,1,4,3,4,3,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,2,2,2,1,3,3,3,4,2,2,9,2,106,2030,4,9,9,9,90,3,10,30,3,1,2,2,1,2,3,12,6
1,106,2031,4,3,5,1,1,2,3,2,9,6,5,7,5,1,10,3,1,3,1,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,2,1,1,3,2,2,3,3,2,2,1,2,9,2,106,2031,4,9,9,9,90,1,10,10,1,4,3,3,1,2,3,11,1
1,106,2032,4,3,5,1,1,2,3,2,9,6,5,7,1,5,9,3,4,9,1,7,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,2,5,3,4,1,1,3,3,4,4,2,3,3,3,5,2,2,9,2,106,2032,4,9,9,9,90,9,10,90,9,1,1,1,1,1,5,10,8
1,106,2033,4,2,5,1,1,2,3,2,9,6,5,7,1,5,10,3,1,4,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,3,3,2,3,2,2,3,3,2,5,2,2,9,2,106,2033,4,9,9,9,30,2,10,20,2,1,1,1,1,1,3,11,0
1,106,2034,4,3,5,1,2,2,3,2,9,6,5,7,1,5,10,3,4,7,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,4,1,3,3,2,3,3,3,4,3,3,5,2,2,9,2,106,2034,4,9,9,9,90,8,10,80,8,1,1,1,2,2,4,11,1
1,106,2035,4,3,5,1,1,2,3,2,9,5,5,7,1,5,5,3,4,5,12,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,8,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,5,1,2,3,2,2,1,2,3,3,5,2,3,9,2,106,2035,4,9,9,9,90,1,10,11,2,4,1,1,3,4,2,11,4
1,106,2036,4,3,5,1,1,2,3,2,9,4,1,7,5,1,10,3,1,1,10,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,9,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,5,3,4,4,2,2,2,3,2,3,3,2,2,9,2,106,2036,4,9,9,9,90,4,10,40,4,1,2,3,2,2,3,11,1
1,106,2037,4,3,5,1,3,5,1,1,9,6,5,6,5,1,2,3,3,4,1,5,3,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,1,3,4,4,1,1,1,3,1,1,1,1,1,9,2,106,2037,4,9,9,9,90,7,10,70,3,3,2,3,1,3,2,22,7
1,106,2038,4,4,6,2,3,5,3,2,10,3,5,6,4,3,3,4,4,1,8,5,4,2,2,2,2,2,2,2,2,1,2,2,2,8,9,3,2,2,2,2,2,1,2,2,2,2,2,2,5,2,4,1,1,3,3,1,1,1,4,1,1,4,1,1,9,2,106,2038,4,9,9,9,10,4,20,40,0,4,0,2,2,2,2,22,5
1,106,2039,4,3,5,1,2,2,3,2,9,5,1,7,1,5,10,3,4,3,1,5,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,5,2,2,2,3,3,2,3,3,3,5,2,2,9,2,106,2039,4,9,9,9,90,7,20,51,2,4,2,3,1,1,4,11,0
1,106,2040,4,2,3,1,4,5,3,2,9,6,5,5,5,1,10,3,2,3,8,3,4,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,1,2,1,3,2,2,1,3,1,1,3,9,2,106,2040,4,9,9,9,90,3,10,30,3,1,1,1,1,3,4,21,0
1,106,2041,4,2,2,1,3,5,3,2,9,4,1,5,1,5,10,1,4,2,11,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,4,1,2,1,1,4,4,2,3,3,3,5,2,2,4,2,106,2041,4,3,3,2,30,2,20,20,2,1,2,4,3,4,5,21,5
1,106,2042,4,2,2,1,3,5,3,2,4,5,5,5,1,5,10,2,1,5,12,0,0,2,2,2,2,2,2,1,1,2,2,2,2,4,0,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,5,2,1,1,1,1,2,3,2,2,5,1,3,9,2,106,2042,4,9,9,9,90,3,10,30,0,4,3,4,1,1,2,21,3
1,106,2043,4,3,5,1,1,4,2,2,9,6,4,5,1,5,9,3,1,3,5,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,5,1,4,4,2,2,3,2,4,2,3,2,2,5,2,2,9,2,106,2043,4,9,9,9,10,5,10,50,5,1,1,1,2,1,4,10,8
1,106,2044,4,4,5,1,4,4,3,2,7,4,3,5,5,1,2,3,4,5,12,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,4,1,2,2,1,4,4,2,3,3,3,3,2,2,9,2,106,2044,4,9,9,9,90,6,10,60,0,4,3,3,1,1,5,12,2
1,106,2045,4,3,5,1,4,4,3,2,10,6,5,5,5,2,12,3,4,1,10,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,8,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,4,1,3,3,2,2,2,3,4,3,1,2,1,3,9,2,106,2045,4,9,9,9,90,2,10,20,2,1,1,2,1,1,2,11,6
1,106,2046,4,2,5,1,4,4,3,2,8,4,5,5,1,5,12,3,3,5,12,0,0,2,2,2,2,2,2,1,1,2,2,2,2,4,0,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,2,2,2,1,2,2,3,2,1,5,1,1,9,2,106,2046,4,9,9,9,10,9,10,90,9,1,2,4,2,2,2,10,2
1,106,2047,4,3,5,1,3,4,3,2,8,5,5,5,1,5,4,3,1,3,1,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,4,5,3,2,4,2,2,2,3,2,2,5,1,2,9,2,106,2047,4,9,9,9,91,2,11,20,8,1,2,4,1,1,3,22,7
1,106,2048,4,2,5,1,4,5,3,2,9,6,5,5,1,5,13,3,3,3,11,4,3,2,2,2,2,2,2,1,2,1,2,2,2,8,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,2,2,2,2,2,2,2,2,5,1,3,9,2,106,2048,4,9,9,9,90,2,10,20,2,1,2,3,2,1,2,22,4
1,106,2049,4,2,5,1,3,5,3,2,6,6,5,5,5,1,1,3,4,3,11,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,9,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,3,3,2,1,1,1,2,2,1,1,1,3,9,2,106,2049,4,9,9,1,10,2,10,20,2,1,1,1,2,3,2,20,7
1,106,2050,4,2,5,1,3,5,3,2,7,2,5,5,5,1,6,3,4,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,5,3,4,1,1,3,3,1,1,1,2,1,1,1,1,1,9,2,106,2050,4,9,9,9,90,5,10,50,7,3,3,3,1,3,1,20,1
1,106,2051,4,4,6,1,4,5,3,2,11,1,5,5,4,4,10,9,2,4,4,0,6,2,1,2,2,2,2,2,2,2,2,2,2,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,1,3,3,3,3,2,3,3,3,3,0,2,9,2,106,2051,4,9,9,9,90,5,10,50,5,1,1,1,1,2,4,21,0
1,106,2052,4,3,5,1,2,5,3,2,11,6,5,5,5,1,16,3,4,1,10,3,4,2,2,2,2,2,2,2,2,2,1,2,2,9,8,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,2,2,1,1,2,2,1,1,1,1,2,9,2,106,2052,4,9,9,9,90,9,20,80,8,2,1,1,1,2,3,22,3
1,106,2053,4,4,6,1,4,5,2,1,11,4,5,5,4,4,5,8,4,1,10,4,6,2,2,2,2,2,2,1,2,1,2,2,2,4,6,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,4,5,1,3,3,1,1,1,3,2,2,2,1,1,9,2,106,2053,4,9,9,9,90,4,10,40,4,1,3,4,1,2,1,22,5
1,106,2054,4,4,6,1,4,5,3,2,11,4,5,5,4,4,10,3,4,3,11,5,4,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,5,3,1,1,1,1,1,3,1,1,1,1,3,9,2,106,2054,4,9,9,9,90,9,10,90,9,1,1,3,1,1,2,22,0
1,106,2055,4,3,6,1,2,5,3,2,11,6,5,5,4,1,10,6,4,3,8,5,6,2,2,2,2,2,2,2,2,2,1,2,2,4,6,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,4,1,1,3,3,1,1,3,3,4,1,1,1,1,1,2,106,2055,4,9,1,1,10,5,10,50,5,1,1,1,1,1,2,21,0
1,106,2056,4,3,6,1,4,5,3,2,11,6,5,5,1,5,3,3,3,3,5,4,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,3,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,1,1,1,2,1,1,5,1,1,9,2,106,2056,4,9,9,9,90,1,10,10,1,1,1,4,2,3,2,21,0
1,106,2057,4,4,5,1,3,5,3,2,11,6,5,5,5,1,10,9,4,3,10,3,5,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,3,2,2,3,1,1,4,3,2,2,2,1,3,2,106,2057,4,9,9,9,90,3,10,30,9,3,1,3,1,2,2,22,0
1,106,2058,4,4,6,1,3,5,3,2,11,4,2,5,5,2,5,9,1,1,2,3,4,2,2,2,2,2,2,1,2,1,2,2,2,6,4,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,4,5,2,2,4,1,1,1,2,1,1,1,1,1,9,2,106,2058,4,9,9,9,90,6,10,60,0,4,3,4,1,4,1,22,8
1,106,2059,4,4,5,1,3,5,3,2,11,3,5,5,5,2,14,9,3,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,5,3,3,3,1,1,1,1,1,1,1,1,1,9,2,106,2059,4,9,9,9,90,5,10,50,0,0,3,2,1,4,1,22,3
1,106,2060,4,2,5,1,3,5,3,2,11,0,0,5,5,2,16,3,4,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,0,3,4,5,1,3,3,1,1,1,1,1,1,1,1,1,9,2,106,2060,4,9,9,9,90,0,20,90,0,4,3,3,2,0,1,22,3
1,106,2061,4,2,5,1,3,4,3,2,4,6,5,3,5,3,6,3,4,3,6,2,3,2,2,2,2,2,2,2,2,2,1,2,2,6,8,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,4,1,3,2,2,1,1,1,2,2,1,1,1,3,9,2,106,2061,4,9,9,9,90,4,10,40,9,3,1,3,1,4,2,20,1
1,106,2062,4,2,5,1,3,4,3,2,6,1,5,3,5,1,6,3,3,2,4,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,5,1,4,3,3,4,4,1,1,2,3,1,3,4,1,1,9,2,106,2062,4,9,9,9,90,4,10,40,6,3,2,4,2,4,1,20,1
1,106,2063,4,2,5,1,4,4,3,2,6,1,5,3,1,5,13,3,4,5,12,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,8,3,2,1,2,2,2,2,2,2,2,2,2,2,3,1,4,5,3,4,2,2,2,2,3,3,3,5,2,2,9,2,106,2063,4,9,9,9,90,7,10,70,0,4,3,3,1,3,3,12,4
1,106,2064,4,3,5,1,4,4,3,2,7,4,5,3,5,2,4,3,3,3,6,2,3,2,2,2,2,2,2,2,2,1,2,2,2,9,9,3,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,5,3,3,3,2,2,2,3,3,2,4,1,2,9,2,106,2064,4,9,9,9,90,5,10,50,5,1,0,1,2,2,3,12,6
1,106,2065,4,2,5,1,1,4,3,2,8,6,5,4,1,5,3,3,4,3,10,1,3,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,3,2,2,2,2,2,3,3,3,5,1,2,9,2,106,2065,4,9,9,9,90,2,10,20,2,1,1,1,2,2,3,12,5
1,106,2066,4,2,5,1,1,4,1,2,8,5,5,4,5,1,4,3,4,3,11,1,3,2,2,2,2,2,2,2,2,2,1,2,2,7,3,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,2,2,2,3,3,3,4,2,3,9,2,106,2066,4,9,9,9,90,2,10,20,2,1,2,1,2,4,2,12,2
1,106,2067,4,3,5,1,3,4,3,2,8,4,5,4,5,2,6,3,4,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,7,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,1,3,3,1,1,1,2,1,2,1,1,1,9,2,106,2067,4,9,9,9,90,4,10,40,4,1,3,3,1,3,1,20,1
1,106,2068,4,2,5,1,4,4,3,2,8,6,5,4,5,1,2,3,4,2,5,4,4,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,5,1,3,3,1,1,1,4,1,1,1,1,1,2,2,106,2068,4,1,1,1,10,2,10,20,2,1,1,1,1,1,2,12,7
1,106,2069,4,2,5,1,1,4,1,2,8,5,5,4,5,1,4,3,4,3,10,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,5,3,3,4,2,2,2,3,3,3,3,1,3,9,2,106,2069,4,9,9,9,90,2,10,20,2,1,1,4,1,1,2,12,6
1,106,2070,4,3,5,1,3,4,3,2,8,3,5,4,5,2,7,3,4,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,5,3,4,5,1,3,3,1,1,1,2,1,1,1,1,1,4,2,106,2070,4,1,1,1,10,3,10,30,0,4,3,4,1,1,1,20,5
1,106,2071,4,2,5,1,4,4,3,2,8,6,5,4,1,5,1,3,3,6,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,9,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,1,4,4,1,1,1,2,1,1,5,1,1,1,2,106,2071,4,1,1,1,10,2,10,20,0,4,3,4,1,4,1,11,5
1,106,2072,4,3,5,1,1,4,2,2,8,6,5,4,5,1,9,3,4,3,10,2,3,2,2,2,2,2,2,2,2,1,2,2,2,8,8,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,2072,4,9,9,9,90,2,10,20,2,1,1,1,1,1,5,10,8
1,106,2073,4,3,5,1,1,4,3,2,8,4,5,4,1,5,9,3,2,3,6,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,5,0,0,0,0,0,0,1,1,1,2,1,1,5,1,1,9,2,106,2073,4,9,9,9,90,2,10,20,2,1,1,1,1,3,1,10,8
1,106,2074,4,3,5,1,4,4,3,2,9,6,4,3,4,2,14,3,1,3,6,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,5,3,4,4,1,1,1,2,1,1,1,1,3,9,2,106,2074,4,9,9,9,90,6,10,60,6,1,1,1,1,3,2,12,3
1,106,2075,4,1,7,1,3,5,2,2,9,2,5,3,1,5,5,9,3,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,5,3,4,2,1,1,1,1,1,1,5,1,1,9,2,106,2075,4,9,9,9,90,2,10,20,0,4,3,3,3,3,1,20,7
1,106,2076,4,2,5,1,2,2,3,2,10,5,5,7,1,5,10,3,1,1,5,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,1,2,3,3,2,3,2,2,5,2,2,9,2,106,2076,4,9,9,9,90,9,10,90,9,1,1,1,1,1,4,12,0
1,106,2077,4,3,5,1,2,2,3,2,10,6,5,7,4,1,10,3,1,3,1,3,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,4,1,3,2,2,2,2,2,3,2,2,2,1,2,9,2,106,2077,4,9,9,9,90,4,10,40,4,1,1,1,2,2,3,11,0
1,106,2078,4,1,5,1,2,2,3,2,10,6,5,7,4,1,16,9,1,4,1,7,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,1,3,3,2,4,4,2,3,3,3,3,2,2,9,2,106,2078,4,9,9,9,90,2,10,20,2,1,1,1,1,2,5,12,4
1,106,2079,4,4,5,1,2,2,3,2,10,6,5,7,5,2,10,3,1,3,1,5,6,2,2,2,2,2,2,2,2,2,2,1,2,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,1,3,3,3,2,1,2,3,2,2,2,1,3,9,2,106,2079,4,9,9,9,90,5,10,50,0,4,3,4,1,3,2,11,0
1,106,2080,4,2,5,1,2,2,3,2,10,4,4,7,4,1,10,3,1,1,1,5,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,3,2,2,3,3,2,3,3,3,3,2,2,9,2,106,2080,4,9,9,9,90,0,0,0,0,0,0,4,1,1,4,12,0
1,106,2081,4,4,6,1,3,5,3,2,11,4,0,5,5,2,17,9,1,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,9,2,106,2081,4,9,9,9,90,7,20,80,0,0,0,0,0,0,1,21,9
1,106,2082,4,1,6,1,3,5,2,2,11,3,5,5,1,5,16,7,3,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,0,3,4,5,1,3,3,1,1,1,1,1,1,5,1,1,9,2,106,2082,4,9,9,9,91,2,20,30,3,2,3,3,1,3,1,22,8
1,106,2083,4,2,2,1,3,5,1,2,11,3,5,5,5,4,10,3,1,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,5,1,4,3,1,3,3,1,1,1,1,1,1,1,1,1,9,2,106,2083,4,9,9,9,90,6,10,60,0,4,3,4,1,4,1,21,3
1,106,2084,4,3,5,1,3,5,3,2,10,5,5,5,5,3,10,9,1,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,7,0,3,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,1,3,3,1,1,2,4,4,3,4,1,3,9,2,106,2084,4,9,9,9,90,4,10,40,3,3,1,1,1,4,2,21,0
1,106,2085,4,3,6,1,4,5,3,2,10,6,5,5,5,2,10,3,4,3,10,4,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,3,3,2,4,4,2,3,3,3,3,2,2,9,2,106,2085,4,9,9,9,90,2,10,20,2,1,1,2,1,3,5,21,3
1,106,2086,4,3,6,1,4,5,2,1,10,6,5,5,4,2,2,8,4,3,8,3,4,2,2,2,2,1,2,2,2,2,2,2,2,1,4,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,2,2,2,3,1,3,4,1,2,9,2,106,2086,4,9,9,9,90,4,10,40,4,1,2,1,2,1,3,22,7
1,106,2087,4,4,5,1,3,5,3,2,10,5,5,5,5,3,12,6,4,10,3,0,0,2,2,2,2,2,1,2,2,2,2,2,2,1,0,3,2,2,2,2,2,1,2,2,2,2,2,2,3,3,4,1,2,2,4,1,1,1,2,2,2,2,1,1,9,2,106,2087,4,9,9,9,90,1,10,10,0,4,3,4,2,4,1,20,9
1,106,2088,4,2,2,1,3,5,3,2,8,4,2,5,5,1,10,3,3,3,10,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,1,2,2,2,2,2,2,2,2,4,1,3,1,3,2,2,1,2,3,3,3,3,2,2,2,9,2,106,2088,4,9,9,9,90,9,10,90,9,1,1,2,1,3,3,21,3
1,106,2089,4,3,6,1,3,4,3,2,8,6,5,5,4,3,4,3,4,3,11,4,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,5,1,4,4,1,4,4,4,4,2,3,3,3,3,2,2,9,2,106,2089,4,9,9,9,90,3,10,30,3,1,1,1,1,1,5,22,6
1,106,2090,4,3,6,1,3,4,2,2,9,6,5,5,5,2,10,1,1,3,5,6,3,2,2,1,2,2,2,2,2,2,2,2,2,8,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,1,3,4,3,2,2,1,3,3,2,2,1,2,2,2,106,2090,4,2,1,1,10,3,20,30,3,2,1,2,1,2,3,22,1
1,106,2091,4,3,6,1,4,4,3,2,11,6,5,5,5,2,2,3,4,3,11,6,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,1,1,3,3,2,2,3,3,3,3,3,2,3,9,2,106,2091,4,9,9,9,90,6,10,60,5,0,3,3,1,1,2,22,3
1,106,2092,4,3,6,1,3,4,1,2,8,6,4,5,5,2,3,3,4,5,12,0,0,2,2,2,2,2,2,1,2,1,2,2,2,8,8,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,4,1,2,1,4,1,1,1,2,1,1,1,1,1,9,2,106,2092,4,9,9,9,90,2,20,50,0,4,3,3,1,3,1,21,1
1,106,2093,4,3,5,1,1,2,3,2,9,6,5,6,5,2,12,3,4,3,10,2,3,2,2,2,2,2,2,2,2,1,2,2,2,7,3,3,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,2093,4,9,9,9,90,2,10,20,2,1,1,4,2,4,5,11,6
1,106,2094,4,2,5,1,1,2,3,2,9,3,2,6,1,5,2,3,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,1,2,1,1,4,4,2,3,3,3,5,2,2,9,2,106,2094,4,9,9,9,90,3,10,30,3,1,1,1,1,1,5,12,6
1,106,2095,4,3,5,1,2,2,3,2,11,5,5,6,4,1,7,3,4,3,1,6,5,2,2,2,2,2,2,2,2,1,2,2,2,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,5,3,4,1,1,3,3,2,2,2,3,3,3,2,2,2,9,2,106,2095,4,9,9,9,90,2,10,20,2,1,1,1,1,2,3,10,5
1,106,2096,4,3,5,1,1,2,3,2,11,5,5,6,4,3,14,3,4,1,1,3,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,3,3,3,2,2,3,3,1,2,1,2,9,2,106,2096,4,9,9,9,90,2,10,20,2,1,1,1,1,1,3,10,5
1,106,2097,4,2,5,1,1,2,3,2,11,6,5,6,1,5,17,3,1,4,1,6,6,2,2,2,2,2,2,2,2,1,2,2,2,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,5,1,3,3,4,4,2,3,3,3,5,2,2,9,2,106,2097,4,9,9,9,90,9,10,90,9,1,1,2,3,3,5,11,9
1,106,2098,4,3,5,1,2,2,3,2,11,4,4,6,4,1,10,3,2,3,8,6,4,2,2,2,2,2,2,2,2,2,1,2,2,5,8,3,1,2,2,2,2,2,2,2,2,2,2,2,5,3,4,3,1,3,3,4,4,2,3,3,3,3,2,2,9,2,106,2098,4,9,9,9,90,9,10,90,9,1,1,1,2,2,5,11,4
