,CARD,DECK,BALLOT,S79.Q1,S79.Q2,S79.Q3,S79.Q4,S79.Q5,S79.Q6.x,S79.Q8,S79.Q9,S79.Q10,S79.Q11,S79.Q12,S79.Q13,S79.Q14,S79.Q15,S79.Q16,S79.Q17,S79.Q18,S79.Q19,S79.Q20,S79.Q21,S79.Q22,S79.Q23,S79.Q24,S79.Q25,S79.Q26,S79.Q27,S79.Q28,S79.Q29,S79.Q30,S79.Q31,S79.Q32,S79.Q33,S79.Q34,S79.Q35,S79.Q36,S79.Q37,S79.Q38,S79.Q39,S79.Q40,S79.Q41,S79.Q42,S79.Q43,S79.Q44,S79.Q45,S79.Q46,S79.Q47,S79.Q48,S79.Q49,S79.Q50,S79.Q51A,S79.Q51B.n,S79.Q52A,S79.Q52B.n,S79.Q53,S79.Q54,S79.Q55,S79.Q56,S79.Q57,S79.Q58,S79.Q59,S79.Q60,S79.Q61,S79.Q62,S79.Q63A,S79.Q63B.n,S79.Q64,S79.Q65,CARD..1,DECK..1,BALLOT..1,S79.Q66,S79.Q67,S79.Q68,S79.Q69,S79.Q70,S79.Q71,S79.Q72,S79.Q73,S79.Q74,S79.Q75,S79.Q76,S79.Q77,S79.Q78,S79.Q79,S79.Q80.n,S79.V81
36,1.0,79.0,37.0,5.0,8.0,6.0,3.0,5.0,5.0,1.0,2.0,1.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,11.0,2.0,3.0,11.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,9.0,1.0,9.0,1.0,4.0,6.0,3.0,,4.0,,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,,1.0,5.0,2.0,79.0,37.0,3.0,3.0,5.0,4.0,3.0,1.0,4.0,5.0,3.0,2.0,1.0,2.0,1.0,0.0,,1601.0
37,1.0,79.0,38.0,1.0,8.0,6.0,0.0,5.0,4.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,10.0,2.0,3.0,2.0,4.0,5.0,2.0,,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,,1.0,4.0,2.0,79.0,38.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,,1891.0
38,1.0,79.0,39.0,4.0,8.0,5.0,5.0,4.0,1.0,5.0,3.0,2.0,6.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,11.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,6.0,2.0,,2.0,,3.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,,1.0,3.0,2.0,79.0,39.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,41.0
39,1.0,79.0,40.0,3.0,8.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,4.0,2.0,6.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,6.0,1.0,6.0,1.0,3.0,4.0,3.0,,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,,1.0,2.0,2.0,79.0,40.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,,8811.0
40,1.0,79.0,41.0,1.0,7.0,4.0,6.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,,4.0,4.0,2.0,79.0,41.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,,1361.0
41,1.0,79.0,42.0,1.0,7.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,,2.0,,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,79.0,42.0,5.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,,11611.0
42,1.0,79.0,43.0,3.0,7.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,,2.0,2.0,2.0,79.0,43.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,,12571.0
43,1.0,79.0,44.0,1.0,7.0,4.0,1.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,,2.0,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,79.0,44.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,3.0,2.0,2.0,4.0,,131.0
44,1.0,79.0,45.0,1.0,7.0,7.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,,1.0,,4.0,4.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,4.0,1.0,,2.0,5.0,2.0,79.0,45.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,,13031.0
45,1.0,79.0,46.0,2.0,7.0,6.0,8.0,1.0,1.0,5.0,3.0,3.0,6.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,0.0,0.0,6.0,1.0,3.0,2.0,2.0,,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,,2.0,3.0,2.0,79.0,46.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,,12261.0
46,1.0,79.0,47.0,3.0,7.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,,2.0,,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,2.0,79.0,47.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,0.0,2.0,0.0,,5041.0
47,1.0,79.0,48.0,2.0,7.0,4.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,7.0,1.0,4.0,5.0,3.0,,4.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,1.0,2.0,79.0,48.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,,8741.0
48,1.0,79.0,49.0,1.0,5.0,5.0,7.0,3.0,1.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,7.0,2.0,1.0,4.0,5.0,1.0,,3.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,79.0,49.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,,9121.0
49,1.0,79.0,50.0,1.0,4.0,6.0,9.0,5.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,10.0,4.0,3.0,5.0,1.0,,1.0,,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,3.0,2.0,79.0,50.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,0.0,2.0,2.0,3.0,,8511.0
50,1.0,79.0,51.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,3.0,5.0,3.0,,4.0,,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,79.0,51.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,,2161.0
51,1.0,79.0,52.0,2.0,2.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,,4.0,,4.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,,1.0,3.0,2.0,79.0,52.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,,12471.0
52,1.0,79.0,53.0,2.0,8.0,5.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,,2.0,,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,4.0,2.0,79.0,53.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,,12991.0
53,1.0,79.0,54.0,3.0,8.0,4.0,4.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,11.0,2.0,11.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,,4.0,,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,79.0,54.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,,2951.0
54,1.0,79.0,55.0,1.0,8.0,6.0,2.0,5.0,1.0,5.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,4.0,3.0,2.0,79.0,55.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,6771.0
55,1.0,79.0,56.0,5.0,8.0,6.0,4.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,,2.0,,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,,1.0,2.0,2.0,79.0,56.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,,12701.0
56,1.0,79.0,57.0,2.0,8.0,6.0,4.0,3.0,5.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,1.0,,4.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,79.0,57.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,0.0,,741.0
57,1.0,79.0,58.0,5.0,8.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,,3.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,2.0,79.0,58.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,6151.0
58,1.0,79.0,59.0,5.0,8.0,6.0,3.0,5.0,5.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,8.0,4.0,2.0,2.0,4.0,4.0,3.0,,4.0,,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,,2.0,3.0,2.0,79.0,59.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,,651.0
59,1.0,79.0,60.0,2.0,8.0,6.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,10.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,79.0,60.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,,10921.0
60,1.0,79.0,61.0,3.0,8.0,5.0,8.0,1.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,3.0,,3.0,,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,,1.0,2.0,2.0,79.0,61.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,171.0
61,1.0,79.0,62.0,3.0,8.0,6.0,5.0,4.0,1.0,5.0,3.0,1.0,6.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,,4.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,3.0,1.0,2.0,79.0,62.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,,5161.0
62,1.0,79.0,63.0,2.0,8.0,6.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,6.0,1.0,1.0,2.0,3.0,4.0,1.0,,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,2.0,3.0,2.0,79.0,63.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,7601.0
63,1.0,79.0,64.0,3.0,8.0,6.0,3.0,3.0,1.0,5.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,7.0,4.0,7.0,1.0,4.0,1.0,3.0,,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,79.0,64.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,,12541.0
64,1.0,79.0,65.0,3.0,8.0,5.0,2.0,3.0,1.0,5.0,3.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,11.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,6.0,1.0,1.0,4.0,3.0,3.0,,3.0,,3.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,,2.0,3.0,2.0,79.0,65.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,,6961.0
65,1.0,79.0,66.0,4.0,8.0,6.0,3.0,4.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,,1.0,4.0,2.0,79.0,66.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,,9651.0
66,1.0,79.0,67.0,5.0,8.0,5.0,4.0,3.0,1.0,5.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,11.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,,4.0,,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,4.0,3.0,2.0,79.0,67.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,0.0,,11021.0
67,1.0,79.0,68.0,3.0,8.0,5.0,8.0,3.0,1.0,5.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,5.0,5.0,1.0,3.0,6.0,3.0,,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,79.0,68.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,,12561.0
68,1.0,79.0,69.0,4.0,8.0,2.0,7.0,1.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,2.0,3.0,2.0,1.0,,4.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,3.0,2.0,2.0,79.0,69.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,,81.0
69,1.0,79.0,70.0,1.0,2.0,6.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,5.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,4.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,2.0,1.0,2.0,79.0,70.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,,8921.0
70,1.0,79.0,71.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,5.0,4.0,2.0,11.0,3.0,11.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,,4.0,,4.0,3.0,0.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,,2.0,1.0,2.0,79.0,71.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,,811.0
71,1.0,79.0,72.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,3.0,2.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,5.0,5.0,4.0,11.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,9.0,1.0,9.0,1.0,4.0,0.0,3.0,,4.0,,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,,4.0,2.0,2.0,79.0,72.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,,941.0
72,1.0,79.0,73.0,1.0,2.0,5.0,1.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,1.0,10.0,1.0,1.0,2.0,3.0,6.0,4.0,,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,1.0,1.0,2.0,79.0,73.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,,4161.0
73,1.0,79.0,74.0,2.0,2.0,6.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,7.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,,4.0,,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,,2.0,3.0,2.0,79.0,74.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,,9241.0
